node_1,node_2,edge,chunk_id,edge_type,node_3,count
ilm,spielberg,Director Steven Spielberg worked closely with visual effects company ILM for his latest film.,402a2402e4ca45b29e743411636acdf2,,,4
rising sun pictures,parade sequence,"Rising Sun Pictures, the second-largest contributor of visual effects on the film, handled 301 shots, most of them during the parade sequence.",402a2402e4ca45b29e743411636acdf2,,,4
ilm,parade sequence,"In addition to ILM, several other visual effects companies also worked on the film and spent more than a year in post-production. ILM handled shots during the parade sequence.",402a2402e4ca45b29e743411636acdf2,,,4
spielberg,the adventures of tintin,"Steven Spielberg used motion capture for his animated film The Adventures of Tintin, but did not use this method to digitally de-age Harrison Ford in the new Indiana Jones movie.",402a2402e4ca45b29e743411636acdf2,,,4
mangold,spielberg,New director James Mangold took over the project and expanded a five-minute World War II opening sequence featuring a de-aged Ford to roughly 25 minutes.,402a2402e4ca45b29e743411636acdf2,,,4
ford,spielberg,"Harrison Ford will reprise his role as Indiana Jones in the new film directed by James Mangold, with Steven Spielberg returning to executive produce.",402a2402e4ca45b29e743411636acdf2,,,4
important looking pirates,underwater sequence,Important Looking Pirates worked on 250 shots for the underwater sequence of the film.,402a2402e4ca45b29e743411636acdf2,,,4
soho vfx,hotel l'atlantique,Visual effects company Soho created the exterior of the Hotel L'Atlantique through CGI.,402a2402e4ca45b29e743411636acdf2,,,4
soho vfx,tuk-tuk chase sequence,"Soho VFX contributed 235 shots, most of them for the tuk-tuk chase sequence.",402a2402e4ca45b29e743411636acdf2,,,4
harrison ford,younger version of harrison ford (using cgi and scanned head),"Relationship between the two versions of Harrison Ford achieved through new artificial intelligence software from ILM, which looked through archived footage of a younger Ford in his previous work for Lucasfilm, including the original Star Wars films. Lighting techniques were emphasized on-set and included the use of Flux, a light-based capture system previously used for de-aging scenes in The Irishman (2019). In addition to effects, a mask of Ford's younger face was also made for use by a stuntman during a motorcycle chase.",6877a417f00a46998670e08cef8b2567,,,4
harrison ford,older version of harrison ford in the opening sequence,"Depicts Harrison Ford's appearance during the first three Indiana Jones films. This was partly achieved using new artificial intelligence software from ILM, which looked through archived footage of a younger Ford in his previous work for Lucasfilm, including the original Star Wars films.",6877a417f00a46998670e08cef8b2567,,,4
mads mikkelsen,younger version of mads mikkelsen (using de-aging techniques),Mads Mikkelsen was also de-aged for the opening sequence.,6877a417f00a46998670e08cef8b2567,,,4
crystal skull,age and new era,Both Ford and Mangold felt that Crystal Skull did not do enough to highlight Jones' age and the new era in which he lives.,67a3e5f2f4a1420b9792db59e450184e,,,4
dial of destiny,age and time,"Mangold said that Dial of Destiny is about age, time and family relationships. He also mentioned that the film 'is not about aging per se, but time'.",67a3e5f2f4a1420b9792db59e450184e,,,4
jones's age,major part of the film,"Mangold said that Jones's age would be a major part of the film, something that was touched upon only briefly in the earlier drafts.",67a3e5f2f4a1420b9792db59e450184e,,,4
issues related to indy's age,not being addressed in the material being developed at the time,Mangold brought up about Indy's age were not things he thought were being addressed in the material being developed at the time.,67a3e5f2f4a1420b9792db59e450184e,,,4
1940s films,main plot (set in 1969),"opening sequence contrasts with main plot, allowing the film to start with a blast of classic Indiana Jones action reminiscent of first three films (1981-1989), transition from pulpy cinematic language of 1940s films brings characters from an 'older world' into the 'modern' 1960s, a present strongly influenced by Cold War, nuclear power, space travel, intrigue and lack of black-and-white morality",654c8514696f4873aea964484c44d3f0,,,4
older world,modern 1960s,"transition from pulpy cinematic language of 1940s films brings characters from an 'older world' into the 'modern' 1960s, a present strongly influenced by Cold War, nuclear power, space travel, intrigue and lack of black-and-white morality",654c8514696f4873aea964484c44d3f0,,,4
indiana jones,gray world with a lack of 'clear good guys and bad guys',"Jones is 'a hero who is used to a black and white world' when it comes to villains, who now finds himself in a gray world",654c8514696f4873aea964484c44d3f0,,,4
ex-nazis,us government's moon-landing program,Jez Butterworth noted the presence of ex-Nazis involved in the US government's Moon-landing program,654c8514696f4873aea964484c44d3f0,,,4
indiana jones,country,"Jones grows distrustful of his country, feeling like a man out of time in an era in which idealism is gone",654c8514696f4873aea964484c44d3f0,,,4
1969 storyline,low point in his life,"It was Ford's idea to start the 1969 storyline with Jones at a low point in his life, and then gradually 'rebuild him from the ground up' as the film progresses",654c8514696f4873aea964484c44d3f0,,,4
indiana jones,dial of destiny,Indiana Jones and the Dial of Destiny is the title of the upcoming fifth Indiana Jones film.,57cfaf4bac1b446d83f93e26eee415f6,,,4
mangold,logan,"Mangold compared Dial of Destiny to his final X-Men film Logan, enjoying the notion of what a hero can do for the world when it no longer has a place for him.",57cfaf4bac1b446d83f93e26eee415f6,,,4
dial of destiny,seriousness,"Dial of Destiny would lack the seriousness of Logan, according to Mangold's comparison.",57cfaf4bac1b446d83f93e26eee415f6,,,4
ford,jones,"During Star Wars Celebration, Ford debuted the first official image from the film, showing Jones silhouetted in a cave.",57cfaf4bac1b446d83f93e26eee415f6,,,4
rhys-davies,indiana jones and the dial of destiny,The return of Rhys-Davies was confirmed during the screening of exclusive footage at D23 Expo.,57cfaf4bac1b446d83f93e26eee415f6,,,4
friscia,raiders of the lost ark,Friscia found the nod to Raiders of the Lost Ark amusing in the trailer for Indiana Jones and the Dial of Destiny.,57cfaf4bac1b446d83f93e26eee415f6,,,4
super bowl lvii,indiana jones and the dial of destiny,A TV spot for the film aired during Super Bowl LVII.,57cfaf4bac1b446d83f93e26eee415f6,,,4
indiana jones and the dial of destiny,cannes film festival,The film had its world premiere at the Cannes Film Festival in May 2023.,c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,walt disney studios motion pictures,"The film was theatrically released by Walt Disney Studios Motion Pictures on June 30, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,imax,"The film was released in IMAX format in the United States on June 30, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,dolby cinema,"The film was released in Dolby Cinema format in the United States on June 30, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,4dx,"The film was released in 4DX format in the United States on June 30, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,screenx,"The film was released in ScreenX format in some international markets on dates ranging from June 28 to 30, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,covid-19 pandemic,The final release date for the film was delayed due to the impact of the COVID-19 pandemic on the film industry.,c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,disney+,"The film was released on Disney+ on December 1, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
cannes film festival,may,The film had its world premiere at the Cannes Film Festival in May 2023.,c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,"july 19, 2019","The film was initially set for release on July 19, 2019.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,"july 10, 2020","The film's release date was delayed to July 10, 2020.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,"july 9, 2021","The film was further delayed to July 9, 2021.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,"july 29, 2022",The film's final release date was announced in October 2021.,c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,vod charts,"The film achieved first place on VOD charts after its digital release on August 29, 2023.",c1aa0613da24442dad241cfa780bbafd,,,4
indiana jones and the dial of destiny,most expensive film in the indiana jones franchise,"Indiana Jones and the Dial of Destiny holds the title of being the most expensive film in its own franchise, with an estimated production budget of $294.7 million.",228da462bdef4ed08fd5e2cdeaa0a822,,,4
indiana jones and the dial of destiny,box-office bomb,"Despite grossing over $384 million worldwide, Indiana Jones and the Dial of Destiny was deemed a box-office bomb due to its expensive production cost and marketing budget.",228da462bdef4ed08fd5e2cdeaa0a822,,,4
indiana jones and the dial of destiny,financial film failure,The film's loss of an estimated $143 million makes it one of Disney's largest financial film failures since John Carter.,228da462bdef4ed08fd5e2cdeaa0a822,,,4
indiana jones and the dial of destiny,success,"To be considered a success, the film would need to make around $800 million, according to Collider's estimation.",228da462bdef4ed08fd5e2cdeaa0a822,,,4
indiana jones and the dial of destiny,break-even point,Collider estimated that the film would need to make around $600 million just to break even.,228da462bdef4ed08fd5e2cdeaa0a822,,,4
dial of destiny,"ruby gillman, teenage kraken","In the United States and Canada, Dial of Destiny was released alongside Ruby Gillman, Teenage Kraken.",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$60–65 million,"Dial of Destiny was projected to gross domestically $60–65 million from 4,600 theaters in its opening weekend.",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$80 million,"Dial of Destiny was also expected to gross around $80 million from international territories,",e2c075a064cb437c9ca3d80df648e027,,,4
americans under the age of 30,dial of destiny,Americans under the age of 30 had a 'much lower presence in ticket presales compared to the average summer tentpole',e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$7.2 million,Dial of Destiny made $7.2 million from Thursday night previews.,e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$60.4 million,"Dial of Destiny debuted to $60.4 million over the three-day weekend,",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$83.9 million,"The film made a total of $83.9 million over the five-day Independence Day holiday,",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,second highest total,"Dial of Destiny's debut was the second-highest total of the franchise (not adjusted for inflation), behind its predecessor Indiana Jones and the Kingdom of the Crystal Skull (2008)",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,$24 million,"The film made $24 million on its first day,",e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,finished first at the box office,Dial of Destiny finished first at the box office;,e2c075a064cb437c9ca3d80df648e027,,,4
dial of destiny,majority of opening weekend audience,A majority of the opening weekend audience (58%) was over the age of 35.,e2c075a064cb437c9ca3d80df648e027,,,4
indiana jones,harrison ford,The character Indiana Jones is played by the actor Harrison Ford in the film.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
dial of destiny,indiana jones and the dial of destiny,The title 'Indiana Jones and the Dial of Destiny' refers to the artifact 'Dial of Destiny',fe3962f1038a45acb0ee1e731ad9dea5,,,4
united kingdom,france,Both United Kingdom and France were among the top-performing countries in terms of box office earnings during the film's opening weekend.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
australia,italy,Both Australia and Italy are listed as among the countries with high box office earnings during the film's opening weekend.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
spain,mexico,Spain and Mexico are both mentioned as among the top-performing countries in terms of box office earnings during the film's opening weekend.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
rotten tomatoes,indiana jones and the dial of destiny,"The website Rotten Tomatoes provides a platform for critics to review movies, including 'Indiana Jones and the Dial of Destiny'.",fe3962f1038a45acb0ee1e731ad9dea5,,,4
consensus,rotten tomatoes,"The website Rotten Tomatoes provides a summary or synthesis of the reviews, referred to as 'consensus' in this case.",fe3962f1038a45acb0ee1e731ad9dea5,,,4
metacritic,indiana jones and the dial of destiny,"The website Metacritic aggregates critical reviews, including those for 'Indiana Jones and the Dial of Destiny'.",fe3962f1038a45acb0ee1e731ad9dea5,,,4
average grade,cinemascore,Audience members rated the film with an average grade of 'B+' on CinemaScore's scale.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
positive score,posttrak,PostTrak reported that filmgoers gave the movie a 79% positive rating.,fe3962f1038a45acb0ee1e731ad9dea5,,,4
dial of destiny,fun,"Germain Lussier, reviewing the film for io9, praised the film for having 'a great premise, exciting action, wonderful banter, and some fantastic twists and turns.'",f597d10651b4492a9944dbdede7ad575,,,4
dial of destiny,satisfying ending,"Mike Ryan wrote: 'This is a very fun movie but Indy's arc is poignant and also sad. It's kept in the background, but it's there.' He found the ending more satisfying than the ending of The Kingdom of the Crystal Skull.",f597d10651b4492a9944dbdede7ad575,,,4
empire,john nugent,"John Nugent of Empire gave the film four out of five stars,",f597d10651b4492a9944dbdede7ad575,,,4
mangold's camerawork,"confidently moves through action set-piece after action set-piece, keeping up a frantic pace.","Bilge Ebiri, reviewing for Vulture, called the film 'fun' but acknowledged comparisons to the previous installments were 'warranted. But it's also too entertaining to dismiss. You may not lose yourself in this one the way so many of us once did with the earlier Indiana Jones movies, but you'll certainly have a good time.'",f597d10651b4492a9944dbdede7ad575,,,4
dial of destiny,exciting action,Peter Bradshaw felt Dial of Destiny 'has quite a bit of zip and fun and narrative ingenuity with all its MacGuffiny silliness that the last one really didn't.',f597d10651b4492a9944dbdede7ad575,,,4
dial of destiny,poignant arc,"Mike Ryan wrote: 'This is a very fun movie but Indy's arc is poignant and also sad. It's kept in the background, but it's there.'",f597d10651b4492a9944dbdede7ad575,,,4
indiana jones,joyless piece of nostalgic hokum,Owen Gleiberman of Variety described the film as a 'dutifully eager but ultimately rather joyless piece of nostalgic hokum'.,b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,unconscious metaphor,"Time travel, in Indiana Jones and the Dial of Destiny, is really an unconscious metaphor, since it's the movie that wants to go back in time.",b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,emotional diagram of a touching finale,The movie accomplishes completing our love affair with the defining action-movie-star role of Harrison Ford through its emotional diagram of a touching finale.,b2cb220b616a4a19bc58a57fe863e5df,,,4
harrison ford,indiana jones,The defining action-movie-star role of Harrison Ford,b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,"big, bombastic movie","It's a big, bombastic movie that goes through the motions but never finds much joy in the process.",b2cb220b616a4a19bc58a57fe863e5df,,,4
david rooney,the hollywood reporter,David Rooney for The Hollywood Reporter criticized the film,b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,harrison ford's hard-working score,John Williams's hard-working score continuously pushing our nostalgia buttons and trying to convince us we're on a wild ride.,b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,action ethos of the past,"The movie tries to match (let alone top) the ingeniously staged kinetic bravura of Raiders of the Lost Ark, but only by reminding you that even if you re-stage the action ethos of the past.",b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,nostalgic hokum minus the thrill,"Though it has its quota of 'relentless' action, it rarely tries to match (let alone top) the ingeniously staged kinetic bravura of Raiders of the Lost Ark.",b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,harrison ford's role,"The movie wants to go back in time, completing our love affair with Harrison Ford's role.",b2cb220b616a4a19bc58a57fe863e5df,,,4
indiana jones,dial of destiny,"The film Indiana Jones and the Dial of Destiny features a quest for an object, the dial of destiny.",09128a749b5d45c097324b6adeb59c91,,,4
object quest,history,The object quest in Indiana Jones and the Dial of Destiny is rooted in history.,09128a749b5d45c097324b6adeb59c91,,,4
supernatural element,dial of destiny,"The dial of destiny has a supernatural element, as mentioned by Richard Lawson in his review.",09128a749b5d45c097324b6adeb59c91,,,4
fascist villains,easily rooted-against,Robbie Collin praised the easily rooted-against fascist villains in Indiana Jones and the Dial of Destiny.,09128a749b5d45c097324b6adeb59c91,,,4
action sequences,spark and bravado,Robbie Collin noted that the action sequences in Indiana Jones and the Dial of Destiny are 'loaded with mayhem but painfully short on spark and bravado.',09128a749b5d45c097324b6adeb59c91,,,4
indiana jones,other character,"Richard Lawson suggested that if Indiana Jones were replaced by another character, the object quest in Indiana Jones and the Dial of Destiny would be 'perfectly fine.'",09128a749b5d45c097324b6adeb59c91,,,4
inspiration,four credited screenwriters,"Richard Lawson remarked that there was a shortage of inspiration in Indiana Jones and the Dial of Destiny, which could be attributed to the four credited screenwriters.",09128a749b5d45c097324b6adeb59c91,,,4
golden trailer awards,indiana jones and the dial of destiny trailer,The trailer for Indiana Jones and the Dial of Destiny was nominated in three categories at the 2023 Golden Trailer Awards.,09128a749b5d45c097324b6adeb59c91,,,4
golden trailer awards,indiana jones and the dial of destiny trailer,The trailer for Indiana Jones and the Dial of Destiny won two categories at the 2023 Golden Trailer Awards.,09128a749b5d45c097324b6adeb59c91,,,4
dial of destiny,best fantasy film,The film Dial of Destiny was nominated for the award of Best Fantasy Film at the 48th Saturn Awards.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
indiana jones,dial of destiny,"Dial of Destiny is a prequel to the Indiana Jones franchise, commonly referred to as 'Indiana Jones and the Dial of...Still Beating a Dead Horse' at the 44th Golden Raspberry Awards.",fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
steven spielberg,mangold,"Rather than being nominated for Best Director himself, Mangold replaced Spielberg as director of Dial of Destiny, and thus was nominated for the award at the 48th Saturn Awards.",fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
harrison ford,best actor,The lead actor Harrison Ford was nominated for Best Actor at the 48th Saturn Awards for his role in Dial of Destiny.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
phoebe waller-bridge,best supporting actress,The actress Phoebe Waller-Bridge was nominated for Best Supporting Actress at the 48th Saturn Awards for her role in Dial of Destiny.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
ralph ineson,best supporting actor,The actor Ralph Ineson was also nominated for Best Supporting Actor at the 48th Saturn Awards for his role in Dial of Destiny.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
john williams,best original score,"The composer John Williams' score for Dial of Destiny received a nomination for Best Original Score at the 96th Academy Awards, making it his fourth nomination within the Indiana Jones franchise.",fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
john williams,best instrumental composition,Williams won a Grammy Award for Best Instrumental Composition for 'Helena's Theme' from the score of Dial of Destiny at the 66th Grammy Awards.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
visual effects society awards,outstanding visual effects in a photoreal feature,Dial of Destiny was nominated for Outstanding Visual Effects in a Photoreal Feature at the 22nd Visual Effects Society Awards.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
visual effects society awards,outstanding created environment in a photoreal feature,Dial of Destiny was also nominated for Outstanding Created Environment in a Photoreal Feature at the 22nd Visual Effects Society Awards.,fb0d1eb683ce4593b2c9c0fe7674cb40,,,4
indiana jones,future of the franchise with ford,"Bob Iger, Disney CEO in 2016, stated that the future of the Indiana Jones franchise with Harrison Ford was unknown. This implies a relation between the character and concept of the potential future films.",cbeb9cb6606f4eca8f385b37db5dcec3,,,4
indiana jones,fifth film,Bob Iger also mentioned that the fifth film would not be the final installment in the franchise. This indicates a relationship between the character and the specific movie.,cbeb9cb6606f4eca8f385b37db5dcec3,,,4
indiana jones,last in the series,Harrison Ford confirmed in 2022 that the fifth film would be his last appearance as Indiana Jones. This highlights a relationship between the character and the final movie.,cbeb9cb6606f4eca8f385b37db5dcec3,,,4
indiana jones,canceled indiana jones movies and television series,Disney reportedly cancelled the planned Indiana Jones movies and TV series in March 2023. This implies a relation between the character and the potential upcoming projects.,cbeb9cb6606f4eca8f385b37db5dcec3,,,4
indiana jones,star wars franchise,The decision to cancel Indiana Jones movies and television series was reportedly because Lucasfilm wants to focus on Star Wars. This highlights a relationship between the character and the competing franchise.,cbeb9cb6606f4eca8f385b37db5dcec3,,,4
