node_1,node_2,edge,chunk_id,relation,type,count
betty,rita,"After Betty and Rita find the decomposing body, they flee the apartment and their images are split apart and reintegrated. This causes a breakdown at both the character and image level, as evidenced by special effects that fragment their image and drowned out voices in reverb. The camera seemingly writes out the mental state of the characters.",78142c843aa74ae992b860bc9c64234f,,,4
rita,betty's aunt's apartment,"Immediately they return to Betty's aunt's apartment where Rita dons a blonde wig to disguise herself, but making her look remarkably like Betty.",78142c843aa74ae992b860bc9c64234f,,,4
rita (with blonde wig),betty,"This transformation is suggested as the melding of both identities, supported by visual clues like particular camera angles making their faces appear to be merging into one.",78142c843aa74ae992b860bc9c64234f,,,4
rita (with blonde wig),club silencio,"Rita insists they go to Club Silencio at 2 a.m., leading to the total domination by Camilla.",78142c843aa74ae992b860bc9c64234f,,,4
rita (dominated by camilla),betty,"Eventually, Rita's personality becomes more dominant as she insists they go to Club Silencio at 2 a.m., and this eventually leads to the total domination by Camilla.",78142c843aa74ae992b860bc9c64234f,,,4
diane selwyn (watts),camilla,"idolizes and adores, but does not return her affection",51b6344078e24e54b40aa2cf01bc7bb5,,,4
diane selwyn (watts),rita,"considered to be the reality of the too-good-to-be-true Betty, or a later version of Betty after living too long in Hollywood",51b6344078e24e54b40aa2cf01bc7bb5,,,4
diane selwyn (watts),steven dillon,plot of the film 'makes Rita the perfect empty vessel for Diane's fantasies',51b6344078e24e54b40aa2cf01bc7bb5,,,4
rita,blank cover girl,Diane has invested herself in emptiness,51b6344078e24e54b40aa2cf01bc7bb5,,,4
diane selwyn (watts),camilla,"narcissism, as Camilla embodies everything Diane wants and wants to be",51b6344078e24e54b40aa2cf01bc7bb5,,,4
diane selwyn (watts),miscellaneous miscreants who populate the film industry,only character in the second portion of the film whose moral code remains intact,51b6344078e24e54b40aa2cf01bc7bb5,,,4
betty,rita,"Betty and Rita are two different personas portrayed by Isabelle Huppert in the film. Their relationship is complex, with Betty being haunted by guilt and regret for something she did that led to Rita's suicide. This guilt and moral conditioning eventually lead to Betty's own death.",e300294d52af400f8ac9e790fcef5c93,,,4
betty,club silencio,The illusions presented at Club Silencio in the film seem to have a connection with Betty's moral conditioning and her inner turmoil. This could suggest that Club Silencio might represent some kind of metaphysical space where one can confront their deepest fears.,e300294d52af400f8ac9e790fcef5c93,,,4
camilla,betty,"Camilla appears to have a significant role in Betty's moral conditioning. Her presence seems to weigh heavily on Betty, and her absence might be the reason behind Betty's guilt and regret.",e300294d52af400f8ac9e790fcef5c93,,,4
betty,film industry,"The term 'film industry' refers to the community or group of people working in the film industry. It seems that Betty and Rita are a part of this community, which could have contributed to their complex relationship.",e300294d52af400f8ac9e790fcef5c93,,,4
camilla rhodes,diane selwyn,"Relationship between Camilla and Diane is one of obsession and frustration for Diane. Camilla becomes a full person after the blue box is opened, symbolizing betrayal, humiliation, and abandonment. Camilla asks for Diane to be present on set where Adam publicly humiliates her with another actor. Rita is seen as a vulnerable representation of Diane's desire for Camilla.",a0690e0bfc11426a9fcdef272b6c0ef8,,,4
adam kesher,studio power,"After capitulating and choosing Camilla Rhodes for his film, Adam's cheerful assistant Betty's ability to help Rita comes to an end, placing the blame for her tragedy on the representatives of studio power.",f6a1137d0ae2479e94ec89ef9244180c,,,4
adam kesher,creative control,"After being stripped of creative control of his film, Adam's personality does not seem to change completely from the first part of the film to the second.",f6a1137d0ae2479e94ec89ef9244180c,,,4
adam kesher,pool cleaner,Adam is cuckolded by the pool cleaner played by Billy Ray Cyrus.,f6a1137d0ae2479e94ec89ef9244180c,,,4
manager,adam kesher,"After Adam checks into a seedy motel and pays with cash, the manager arrives to tell him that his credit is no good, witnessed by Diane.",f6a1137d0ae2479e94ec89ef9244180c,,,4
adam kesher,diane,Adam is pompous and self-important in the presence of Diane.,f6a1137d0ae2479e94ec89ef9244180c,,,4
coco,betty,"In the first part of the film, Coco represents the old guard in Hollywood and welcomes Betty to her wonderful new apartment. This highlights the relationship between established industry figures and up-and-coming actors.",86c6e177147641d08dc96bf1f5348390,,,4
coco,diane,"In the second part of the film, Coco appears as Adam's mother and impatiently chastises Diane for being late to the party. This showcases how established figures in the industry may overlook or underestimate newcomers.",86c6e177147641d08dc96bf1f5348390,,,4
the cowboy,camilla rhodes,Minor characters such as The Cowboy and Camilla Rhodes are involved in pressuring Adam to cast her in his film. This highlights the influence of external parties on creative decisions made by industry professionals.,86c6e177147641d08dc96bf1f5348390,,,4
the castigliani brothers,adam,These characters represent the death of creativity for film scholars and somehow involve themselves in pressuring Adam. This portrays a 'closed hierarchical system' in which ultimate power remains hidden behind a series of representatives.,86c6e177147641d08dc96bf1f5348390,,,4
mr. roque,adam,Minor characters such as Mr. Roque are involved in pressuring Adam to cast Camilla Rhodes in his film. This highlights the pressure that industry professionals may face from external parties.,86c6e177147641d08dc96bf1f5348390,,,4
camera,control,"In its graceful fluidity of motion, the camera reassures us that it sees everything and has everything under control.",fdf973e7a459472caf1aeb7c464de238,,,4
camera,everything,The camera seems to see everything in its graceful fluidity of motion.,fdf973e7a459472caf1aeb7c464de238,,,4
us,control,"However, we (and Betty) do not necessarily have everything under control as the camera does.",fdf973e7a459472caf1aeb7c464de238,,,4
different camera positions,suspense of the character in his or her particular space,"Makes the viewer identify with due to their use throughout the film, such as hand-held points of view, according to Stephen Dillon.",bbe04d4716924ae288205ac7c3a0760f,,,4
different camera positions,human perspective,"Disconnects the camera from at moments in the film, thereby ungrounding a single or even a human perspective, according to Stephen Dillon.",bbe04d4716924ae288205ac7c3a0760f,,,4
camera work,very disturbing sense of place and presence,"Rendered by the floating irregular camera in the scene in Winkie's where the 'camera floats irregularly during the shot-reverse shot dialogue', according to Andrew Hageman.",bbe04d4716924ae288205ac7c3a0760f,,,4
lack of transitions,abrupt transitions,Two examples of avant-garde techniques recognized by Curt Hersey in the film.,bbe04d4716924ae288205ac7c3a0760f,,,4
motion speed,nontraditional camera movement,Two more examples of avant-garde techniques recognized by Curt Hersey in the film.,bbe04d4716924ae288205ac7c3a0760f,,,4
computer-generated imagery,nondiegetic images,The last two examples of avant-garde techniques recognized by Curt Hersey in the film.,bbe04d4716924ae288205ac7c3a0760f,,,4
nonlinear narration,intertextuality,Two more examples of avant-garde techniques recognized by Curt Hersey in the film.,bbe04d4716924ae288205ac7c3a0760f,,,4
first portion,logical filmmaking,Presents some of the most logical filmmaking of Lynch's career.,485ffe70c59f4cecb42645e48703bd9a,,,4
"betty, rita and adam","characters of betty, rita and adam",The first portion of the film that establishes,485ffe70c59f4cecb42645e48703bd9a,,,4
betty and rita,glow with light,"present in the first portion of the film where ""even the plainest decor seems to sparkle""",485ffe70c59f4cecb42645e48703bd9a,,,4
transitions between scenes,smooth,are smooth in the first portion of the film,485ffe70c59f4cecb42645e48703bd9a,,,4
diane's scenes,choppier editing and dirtier lighting,feature choppier editing and dirtier lighting that symbolize her physical and spiritual impoverishment,485ffe70c59f4cecb42645e48703bd9a,,,4
los angeles,"mountains, palm trees and buildings",are used to move between scenes in the first portion of the film by using panoramic shots of,485ffe70c59f4cecb42645e48703bd9a,,,4
sound transitions,without a visual reference,are used to transition between scenes in the later part of the film when reality is being represented,485ffe70c59f4cecb42645e48703bd9a,,,4
diane's hallucination,camilla after diane wakes up,creates an uncanny effect where viewers are,485ffe70c59f4cecb42645e48703bd9a,,,4
the being from behind winkie's,after diane's suicide,creates an uncanny effect where viewers are,485ffe70c59f4cecb42645e48703bd9a,,,4
elements that were differently configured,"are repetitively, reversed and displaced in the film",and create an uncanny effect,485ffe70c59f4cecb42645e48703bd9a,,,4
uncanny effect,early portion of the film,Creates when familiar characters or situations are presented in altered times or locations.,deaa57d1288848f2ac19e2fc9b36b1d9,,,4
uncanny effect,winkie's,Occurs in the early scene at Winkie's due to disintegration of boundaries between physical reality and imaginary realities of the unconscious.,deaa57d1288848f2ac19e2fc9b36b1d9,,,4
uncanny effect,doppelgänger,Occurs when multiple characters played by the same actors are presented in the film.,deaa57d1288848f2ac19e2fc9b36b1d9,,,4
uncanny metaphor,dreams,Identified by author Valtteri Kokko as one of three groups of uncanny metaphors in the context provided.,deaa57d1288848f2ac19e2fc9b36b1d9,,,4
uncanny metaphor,blue box,"Initiates Rita's disappearance and Diane's real life, identified by author Valtteri Kokko as one of three groups of uncanny metaphors in the context provided.",deaa57d1288848f2ac19e2fc9b36b1d9,,,4
normal sound,disorienting buzzing roar,"during the scene where the man collapses behind Winkie's, normal sound is drowned out by a disorienting buzzing roar that creates a dissonance and suspense that draws in the spectator as detective to place the sound and reestablish order.",cd354563d2334ec9a5352fa4dc86cdc2,,,4
silence,subtle rumblings,Lynch infused subtle rumblings throughout portions of the film that added unsettling and creepy effects.,cd354563d2334ec9a5352fa4dc86cdc2,,,4
silence,screaming kids,"After Lynch added 'a hint of the steam [from the wreck] and the screaming kids', Laura Elena Harring transformed from clumsy to terrified.",cd354563d2334ec9a5352fa4dc86cdc2,,,4
silence,terrifying ambience,"According to Ruth Perlmutter, Lynch's use of 'perpetual and uncanny ambient sound' in the film creates a terrifying ambience.",cd354563d2334ec9a5352fa4dc86cdc2,,,4
whispering,silence,"Lynch's ending with the woman at Club Silencio is an example of his aural deception and surreality, according to Ruth Perlmutter, as the acting, dreams, fears, and terrors of the undefined self are over when the film is over, leaving only silence and enigma.",cd354563d2334ec9a5352fa4dc86cdc2,,,4
mulholland drive,television series,"Originally conceived as a television series by David Lynch for Touchstone Television and intended for the ABC television network. Tony Krantz, responsible for the development of Twin Peaks, was 'fired up' about doing another television series based on Lynch's pitch. The pilot, produced for ABC, featured Rita emerging from a car accident with her purse containing $125,000 in cash and the blue key, and Betty trying to help her figure out who she is. An ABC executive recalled being 'creeped out' by the woman in this horrible crash and asking what happens next. David teased that people were chasing her and that she was trouble, not just 'in' trouble.",5557cab9649a413e9a37c23e4eb5530a,,,4
mulholland drive,abc television network,"Originally conceived as a television series by David Lynch for Touchstone Television and intended for the ABC television network. The pilot, produced for ABC, was watched by an executive who hated it and immediately cancelled it.",5557cab9649a413e9a37c23e4eb5530a,,,4
mulholland drive,feature,"Pierre Edleman, Lynch's friend from Paris, came to visit and started talking to him about the film being a feature. Canal+ wanted to give Lynch money to make it into a feature and it took a year to negotiate.",5557cab9649a413e9a37c23e4eb5530a,,,4
television series,pilot,Mulholland Drive began as a 90-minute pilot produced for Touchstone Television and intended for the ABC television network.,5557cab9649a413e9a37c23e4eb5530a,,,4
rita,car accident,"Rita emerging from the car accident with her purse containing $125,000 in cash and the blue key,",5557cab9649a413e9a37c23e4eb5530a,,,4
betty,rita,"Betty trying to help Rita figure out who she is,",5557cab9649a413e9a37c23e4eb5530a,,,4
lynch,pilot,"Lynch described the attractiveness of the idea of a pilot, despite the knowledge that the medium of television would be constricting:",24b837a657e54c7982bc90232c5ac169,,,4
continuing story,deep story,"Lynch: 'I'm a sucker for a continuing story ... Theoretically, you can get a very deep story and you can go so deep and open the world so beautifully, but it takes time to do that.'",24b837a657e54c7982bc90232c5ac169,,,4
television,constricting,"Lynch described the attractiveness of the idea of a pilot, despite the knowledge that the medium of television would be constricting:",24b837a657e54c7982bc90232c5ac169,,,4
surreal elements,story,"The story included surreal elements, much like Lynch's earlier series Twin Peaks.",24b837a657e54c7982bc90232c5ac169,,,4
rita,identity,"Groundwork was laid for story arcs, such as the mystery of Rita's identity,",24b837a657e54c7982bc90232c5ac169,,,4
betty,career,"Groundwork was laid for story arcs, such as Betty's career and Adam Kesher's film project.",24b837a657e54c7982bc90232c5ac169,,,4
adam kesher,film project,"Groundwork was laid for story arcs, such as Betty's career and Adam Kesher's film project.",24b837a657e54c7982bc90232c5ac169,,,4
lynch,watts,"selected Watts for her 'tremendous talent' and 'beautiful soul' after seeing her photographs, and noted her intelligence and potential for various roles",cd0d499eafa44e1ead7794cc64361c5a,,,4
lynch,harring,"selected Harring based on her photographs and did not know anything about her previous works, told her about the car accident scene in the film after she had a minor car accident on the way to their interview",cd0d499eafa44e1ead7794cc64361c5a,,,4
lynch,theroux,"cast Theroux based on his appearance during their meeting after his flight, and liked his all-black outfit and messy hair",cd0d499eafa44e1ead7794cc64361c5a,,,4
filming,location,Filming for the television pilot began on location in Los Angeles in February 1999 and took six weeks.,4617dbb4a00e494c811dc837fc223db6,,,4
television pilot,network,"Ultimately, the network was unhappy with the pilot and decided not to place it on its schedule.",4617dbb4a00e494c811dc837fc223db6,,,4
nonlinear storyline,network,"Objections included the nonlinear storyline,",4617dbb4a00e494c811dc837fc223db6,,,4
harring,network,"the ages of Harring and Watts (whom they considered too old),",4617dbb4a00e494c811dc837fc223db6,,,4
ann miller's character,network,"cigarette smoking by Ann Miller's character and a close-frame shot of dog feces in one scene,",4617dbb4a00e494c811dc837fc223db6,,,4
ideas,experience,"One night, I sat down, the ideas came in, and it was a most beautiful experience.",4617dbb4a00e494c811dc837fc223db6,,,4
film,way,"Everything was seen from a different angle ... Now, looking back, I see that [the film] always wanted to be this way. It just took this strange beginning to cause it to be what it is.",4617dbb4a00e494c811dc837fc223db6,,,4
film,quality tapes,"Lots of people have seen it, which is embarrassing, because they're bad-quality tapes, too. I don't want to think about it.",4617dbb4a00e494c811dc837fc223db6,,,4
david lynch,feature film,Lynch decided to transform the script into a feature film.,8516239a6405434fae504e820b6b84fc,,,4
script,feature film,"The result was an extra eighteen pages of material that included events that occurred after the blue box was opened, causing it to be what it is.",8516239a6405434fae504e820b6b84fc,,,4
abc,pilot,The pilot was later rewritten and expanded when Lynch decided to transform it into a feature film.,8516239a6405434fae504e820b6b84fc,,,4
betty,rita,"The new scenes filmed in October 2000, funded with $7 million from French production company StudioCanal., included the romantic relationship between Rita and Betty.",8516239a6405434fae504e820b6b84fc,,,4
betty,one-dimensional character,Watts found Betty too one-dimensional without the darker portion of the film that was put together afterward.,8516239a6405434fae504e820b6b84fc,,,4
lynch,director,"Lynch described his method of approaching filming without entirely understanding the plot as 'half-blindfolded'. He withholds scenes from actors to maintain the mystifying nature of the whole, which he obviously commands. While Theroux noted that Lynch was certain that his character, a Hollywood director, was not meant to be Lynch.",695d9f6484fe495895423f90b5317887,,,4
theroux,lynch,"Theroux described working with Lynch as half-blindfolded due to his unclear plot methods. However, Theroux acknowledged that Lynch's method obviously works for him as a first-time director might have reservations.",695d9f6484fe495895423f90b5317887,,,4
watts,lynch,"Watts stated that she tried to bluff Lynch by pretending she had the plot figured out, and he delighted in the cast's frustration. However, Laura Harring felt very vulnerable during a sex scene between her and Watts' characters due to the presence of many people.",695d9f6484fe495895423f90b5317887,,,4
harring,watts,"During the filming of their sex scene, Laura Harring felt very vulnerable in the presence of many people. She was on the verge of tears and considered it awkward despite being friends with Watts.",695d9f6484fe495895423f90b5317887,,,4
jitterbug,album progression,"The album progresses much like a typical Lynch film, opening with a quick, pleasant Jitterbug and then slowly delving into darker string passages, the twangy guitar sounds of '50s diner music, and finally, the layered, disturbing, often confusing underbelly of the score.",695d9f6484fe495895423f90b5317887,,,4
neil shurley,mulholland drive,"Neil Shurley worked on the music supervision for the film Mulholland Drive, directed by David Lynch.",90e236e3487d4528ae534b6d60d25519,,,4
angelo badalamenti,mulholland drive,"Angelo Badalamenti supervised the soundtrack of the film Mulholland Drive, directed by David Lynch.",90e236e3487d4528ae534b6d60d25519,,,4
david lynch,neil shurley,David Lynch worked with Neil Shurley on the music supervision for the film Mulholland Drive.,90e236e3487d4528ae534b6d60d25519,,,4
david lynch,angelo badalamenti,"David Lynch collaborated with Angelo Badalamenti on the soundtrack of Mulholland Drive, as well as previous projects Blue Velvet and Twin Peaks.",90e236e3487d4528ae534b6d60d25519,,,4
neil shurley,angelo badalamenti,Neil Shurley also worked on the music supervision for Mulholland Drive alongside Angelo Badalamenti.,90e236e3487d4528ae534b6d60d25519,,,4
angelo badalamenti,david lynch,"Angelo Badalamenti collaborated with David Lynch on the soundtrack of Mulholland Drive, as well as previous projects Blue Velvet and Twin Peaks.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,nearly motionless string dread,"The ominous score for Mulholland Drive, created by Angelo Badalamenti, contributes to the sense of mystery at the film's opening.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,noir jazz and audio feedback,"The score for Mulholland Drive, created by Angelo Badalamenti, alternates between 'nearly motionless string dread', noir jazz, and audio feedback.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,firewood,"Angelo Badalamenti provided David Lynch with multiple ten- to twelve-minute tracks at slow tempo, which they called 'firewood'.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,explosion of infinite darkness,"The rhythms in the score for Mulholland Drive, created by Angelo Badalamenti, build to an 'explosion of infinite darkness'.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,betty's first arrival in los angeles,"The bright, hopeful tones of the score for Mulholland Drive contrast with the dark-haired woman's limousine.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,espresso aficionado and mobster,"Angelo Badalamenti, who has a cameo as an espresso aficionado and mobster in the film, supervised the soundtrack.",90e236e3487d4528ae534b6d60d25519,,,4
mulholland drive,afi and bafta,Angelo Badalamenti's work on the soundtrack for Mulholland Drive was nominated for awards from the American Film Institute (AFI) and the British Academy of Film and Television Arts (BAFTA).,90e236e3487d4528ae534b6d60d25519,,,4
lynch,pop songs from the 1960s,uses two directly after each other in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
lynch's female characters,unable to communicate through normal channels,"often reduced to lip-synching or being otherwise stifled, according to an analyst of music used in Lynch films",e23b73ce04cd482f9b98528772183908,,,4
connie stevens's 'sixteen reasons',lynch's female characters,being sung by them while the camera pans backwards to reveal several illusions in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
linda scott's version of 'i've told ev'ry little star',lynch's female characters,being auditioned for by them in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
camilla rhodes,linda scott's version of 'i've told ev'ry little star',first Camilla auditioning for it in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
betty,linda scott's version of 'i've told ev'ry little star',hearing it being distorted to suggest a sonic split-identity in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
adam,camilla rhodes,declaring 'This is the girl' about Camilla in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
betty,adam,"locking eyes with him and abruptly fleeing after Adam declares 'This is the girl' about Camilla, avoiding his inevitable rejection in Mulholland Drive",e23b73ce04cd482f9b98528772183908,,,4
linda scott's version of 'i've told ev'ry little star',betty,allowing Betty to escape from Adam's rejection in Mulholland Drive,e23b73ce04cd482f9b98528772183908,,,4
club silencio,betty and rita's relationship,"The scene in Club Silencio serves as a hinge between the characters of Betty and Rita and their relationship, leading to its disintegration.",c855832337d74865bdfae3833065b27f,,,4
club silencio,sparsely attended theater,The Club Silencio is a unique late night theater mentioned in the context.,c855832337d74865bdfae3833065b27f,,,4
performer in club silencio,band,"The performer announces the contradictory existence of a band, which adds to the uniqueness and originality of the Club Silencio.",c855832337d74865bdfae3833065b27f,,,4
spanish a cappella rendition of 'crying',rebekah del rio's performance,"The Spanish a cappella rendition of 'Crying' by Rebekah Del Rio, known as 'Llorando', is praised for its uniqueness and originality.",c855832337d74865bdfae3833065b27f,,,4
roy orbison's version of 'crying',roy orbison,Lynch initially wanted to use Roy Orbison's version of 'Crying' in Blue Velvet but changed his mind and used it for this context.,c855832337d74865bdfae3833065b27f,,,4
rita and betty,diane and camilla,"The song 'Crying' serenades the lovers Betty and Rita, leading to their weeping moments before their relationship disappears and is replaced by Diane and Camilla's dysfunction.",c855832337d74865bdfae3833065b27f,,,4
lynch,rebekah del rio,"Lynch wrote a part for Rebekah Del Rio, who popularized the Spanish version of 'Crying', and used her version in this context.",c855832337d74865bdfae3833065b27f,,,4
multiple languages,song's theme of primal emotions,"The use of multiple languages in the song portrays the strong, primal emotions it evokes.",c855832337d74865bdfae3833065b27f,,,4
intellect,lynch's distrust,"The scene and the song mark Lynch's distrust of intellectual elements, which is a recurring theme in his works.",c855832337d74865bdfae3833065b27f,,,4
multiple languages,intellectual discourse,Lynch's distrust of intellectual discourse is exhibited by his use of multiple languages instead.,d591c13cf4124a8891e7255ba856cbe0,,,4
images and sounds,intellectual discourse,Lynch makes sense through images and sounds rather than intellectual discourse.,d591c13cf4124a8891e7255ba856cbe0,,,4
disorienting effect of music,del rio,The disorienting effect of the music playing although del Rio is no longer there is described as 'the musical version of Magritte's painting Ceci n'est pas une pipe'.,d591c13cf4124a8891e7255ba856cbe0,,,4
mulholland drive,cannes film festival,"Mulholland Drive premiered at the Cannes Film Festival in May to major critical acclaim, and director David Lynch was awarded the Best Director prize at the festival.",da773989e3e14fbf846196d4bf1d38f7,,,4
david lynch,best director prize,David Lynch was awarded the Best Director prize at the Cannes Film Festival for Mulholland Drive.,da773989e3e14fbf846196d4bf1d38f7,,,4
mulholland drive,positive reviews,Mulholland Drive drew positive reviews from many critics and strong audience reactions.,da773989e3e14fbf846196d4bf1d38f7,,,4
universal pictures,theatrical release,"Universal Pictures released Mulholland Drive theatrically in 66 theaters in the United States on October 12, 2001.",da773989e3e14fbf846196d4bf1d38f7,,,4
tva films,theatrical release,"TVA Films released Mulholland Drive theatrically in Canada on October 26, 2001.",da773989e3e14fbf846196d4bf1d38f7,,,4
mulholland drive,box office success,"Mulholland Drive grossed $7,220,243 at the U.S. box office.",da773989e3e14fbf846196d4bf1d38f7,,,4
tva films,theatrical release,"TVA Films released Mulholland Drive theatrically in Canada, where it also had success at the box office.",da773989e3e14fbf846196d4bf1d38f7,,,4
mulholland drive,received,Both some of the harshest epithets and some of the most lavish praise in recent cinematic history,17a1a606729f4290a73ea73c7959ea4f,,,4
rotten tomatoes,approval rating,"The film has an approval rating of 84% based on 262 reviews, with an average rating of 7.8/10.",17a1a606729f4290a73ea73c7959ea4f,,,4
mulholland drive,neo-noir,David Lynch's dreamlike and mysterious Mulholland Drive is a twisty neo-noir,17a1a606729f4290a73ea73c7959ea4f,,,4
rotten tomatoes,critical consensus,features a mesmerizing performance from Naomi Watts as a woman on the dark fringes of Hollywood.,17a1a606729f4290a73ea73c7959ea4f,,,4
roger ebert,wild at heart,"Ebert had often been dismissive of Lynch's work, specifically referring to 'Wild at Heart'",d05e7566fcb94ad091ea9d01a7a7ea81,,,4
roger ebert,lost highway,"Ebert had often been dismissive of Lynch's work, also referencing 'Lost Highway'",d05e7566fcb94ad091ea9d01a7a7ea81,,,4
mulholland drive,david lynch's career,"According to Ebert, 'Mulholland Drive' represents the culmination of Lynch's career-long endeavors",d05e7566fcb94ad091ea9d01a7a7ea81,,,4
roger ebert,4 stars out of 4,Ebert awarded 'Mulholland Drive' a rare four-star rating,d05e7566fcb94ad091ea9d01a7a7ea81,,,4
stephen holden,fellini's 8½,"'Mulholland Drive' can be viewed as a 'monumental self-reflection,' according to Holden, who also compared it to Fellini's classic",d05e7566fcb94ad091ea9d01a7a7ea81,,,4
edward guthmann,dreamlike images,Guthmann commended 'Mulholland Drive' for its dream-like visuals,d05e7566fcb94ad091ea9d01a7a7ea81,,,4
edward guthmann,lost-in-time atmosphere,Guthmann noted the film's 'lost-in-time atmosphere',d05e7566fcb94ad091ea9d01a7a7ea81,,,4
stephen holden,carnival,Holden likened 'Mulholland Drive' to a 'cinematic carnival',d05e7566fcb94ad091ea9d01a7a7ea81,,,4
edward guthmann,"fierce, frequently reckless imagination","Guthmann praised the film for its 'fierce, frequently reckless imagination'",d05e7566fcb94ad091ea9d01a7a7ea81,,,4
mulholland drive,worst film,"Rex Reed of The New York Observer stated that Mulholland Drive was the worst film he had seen in 2001, calling it 'a load of moronic and incoherent garbage.'",420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,detractors,Rex Reed's negative review is an example of the detractors that Mulholland Drive had.,420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,pretty moribund ride,Peter Rainer's criticism describes Mulholland Drive as a 'pretty moribund ride.',420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,cretins and hobgoblins and zombies,Peter Rainer's criticism also mentions Mulholland Drive's association with 'cretins and hobgoblins and zombies'.,420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,incoherence,"Desson Howe labeled Mulholland Drive as 'an extended mood opera, if you want to put an arty label on incoherence.'",420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,narrative coherence,Todd McCarthy's criticism notes that Mulholland Drive 'jumps off the solid ground of relative narrative coherence into Lynchian fantasyland.',420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,alternate reality,"Todd McCarthy's criticism mentions that for the final 45 minutes, Mulholland Drive presents 'a form of alternate reality with no apparent meaning or logical connection to what came before.'",420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,genuine involvement,"Todd McCarthy's criticism also notes that up to a certain point, Mulholland Drive 'created genuine involvement.'",420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,rex reed,Rex Reed is the critic who labeled Mulholland Drive as 'the worst film' and 'a load of moronic and incoherent garbage.',420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,peter rainer,Peter Rainer is the critic who described Mulholland Drive as 'a pretty moribund ride' and associated it with 'cretins and hobgoblins and zombies'.,420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,desson howe,"Desson Howe is the critic who labeled Mulholland Drive as 'an extended mood opera, if you want to put an arty label on incoherence.'",420d705abc8c4507a710d1d5d7d90adf,,,4
mulholland drive,todd mccarthy,Todd McCarthy is the critic who described Mulholland Drive as being 'in Lynchian fantasyland' and presented it as having 'no apparent meaning or logical connection to what came before.',420d705abc8c4507a710d1d5d7d90adf,,,4
lynch,confuses audience,"criticized it, saying: ""Lynch cheats his audience, pulling the rug out from under us. He throws everything into the mix with the lone goal of confusing us. Nothing makes any sense because it's not supposed to make any sense. There's no purpose or logic to events. Lynch is playing a big practical joke on us.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,criticizes_confusion,4
lynch,throws everything into the mix,"criticized it, saying: ""Lynch cheats his audience, pulling the rug out from under us. He throws everything into the mix with the lone goal of confusing us. Nothing makes any sense because it's not supposed to make any sense. There's no purpose or logic to events. Lynch is playing a big practical joke on us.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,initiates_mixing,4
lynch,plays a big practical joke,"criticized it, saying: ""Lynch cheats his audience, pulling the rug out from under us. He throws everything into the mix with the lone goal of confusing us. Nothing makes any sense because it's not supposed to make any sense. There's no purpose or logic to events. Lynch is playing a big practical joke on us.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,jokes_audience,4
carney,emotional back-flips,"notes, ""You wouldn't need all the emotional back-flips and narrative trap doors if you had anything to say.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,implies_emotionality,4
carney,narrative trap doors,"notes, ""You wouldn't need all the emotional back-flips and narrative trap doors if you had anything to say.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,implies_complexity,4
carney,souls,"notes, ""You wouldn't need doppelgangers and shadow-figures if your characters had souls.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,implies_depth,4
lynch,doppelgangers,"criticized it, saying: ""Lynch cheats his audience, pulling the rug out from under us. He throws everything into the mix with the lone goal of confusing us. Nothing makes any sense because it's not supposed to make any sense. There's no purpose or logic to events. Lynch is playing a big practical joke on us.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,utilizes_doppelgangers,4
lynch,shadow-figures,"criticized it, saying: ""Lynch cheats his audience, pulling the rug out from under us. He throws everything into the mix with the lone goal of confusing us. Nothing makes any sense because it's not supposed to make any sense. There's no purpose or logic to events. Lynch is playing a big practical joke on us.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,utilizes_shadowfigures,4
carney,confusion,"notes, ""You wouldn't need all the emotional back-flips and narrative trap doors if you had anything to say.""",9b3e8679a5c9426fb3bcde09b4eeb69d,,caused_by_confusion,4
