node_1,node_2,edge,chunk_id,description,count
adventure stories by rudyard kipling and h. rider haggard,inspiration,Cameron cited adventure stories by Rudyard Kipling and H. Rider Haggard as inspiring him for Avatar.,5f6565c9bc9e4a89bd0edc29a5f814f5,,4
avatar,hindu gods,"In a 2007 interview with Time magazine, Cameron explained that the term Avatar in the context of his movie refers to the human technology in the future injecting a human's intelligence into a remotely located biological body. He further clarified that this concept is similar to an incarnation of one of the Hindu gods taking a flesh form.",502283c844234c3b8501f9e0d7bcfafc,,4
avatar,ghost in the shell,"In terms of how humans can remotely control and transfer their personalities into alien bodies, Cameron cited the Japanese cyberpunk manga and anime Ghost in the Shell.",502283c844234c3b8501f9e0d7bcfafc,,4
na'vi,blue color,"Cameron said that he included similar creatures with a native population of 'gorgeous' tall blue aliens in his first screenplay written in 1976 or 1977. He further explained that the Na'vi, which are based on these creatures from his earlier work, were inspired by a dream his mother had long before he started working on Avatar.",502283c844234c3b8501f9e0d7bcfafc,,4
na'vi,hindu deities,Cameron also mentioned that there is a connection between the Na'vi and Hindu deities. He likes this conceptually as it adds to the cool image he saw in his mother's dream long ago.,502283c844234c3b8501f9e0d7bcfafc,,4
jake,neytiri,"relationship between Jake and Neytiri is a star-crossed love theme in the tradition of Romeo and Juliet. Their cultures are contemptuous of their relationship, causing them to choose sides between competing communities. This theme can be seen in the historical story of a 'white outsider' falling in love with the chief's daughter, who becomes his guide to the tribe and to their special bond with nature.",bd1f8b95da8d4c579a10ca098f95060b,,4
jake,neytiri,"Cameron felt that whether or not the Jake and Neytiri love story would be perceived as believable partially hinged on the physical attractiveness of Neytiri's alien appearance, which was developed by considering her appeal to the all-male crew of artists. Although Cameron felt Jake and Neytiri do not fall in love right away, Worthington and Saldana felt the characters did.",bd1f8b95da8d4c579a10ca098f95060b,,4
hallelujah mountains,karst limestone formations in china,"For the film's floating 'Hallelujah Mountains', the designers drew inspiration from 'many different types of mountains, but mainly the karst limestone formations in China.'",38b9b2f98536486ca675474d8fea5cca,,4
fictional floating rocks,"huangshan (also known as yellow mountain), guilin, zhangjiajie",Cameron had noted the influence of the Chinese peaks on the design of the floating mountains.,38b9b2f98536486ca675474d8fea5cca,,4
human mining colony on pandora,noble clyde boudreaux oil platform in the gulf of mexico,"To create the interiors of the human mining colony on Pandora, production designers visited the Noble Clyde Boudreaux oil platform in the Gulf of Mexico during June 2007.",38b9b2f98536486ca675474d8fea5cca,,4
na'vi,"higher selves, or aspirational selves","Cameron said that 'the Na'vi represent something that is our higher selves, or our aspirational selves, what we would like to think we are'",38b9b2f98536486ca675474d8fea5cca,,4
humans,parts of ourselves that are trashing our world and maybe condemning ourselves to a grim future,Cameron said that 'the humans represent what we know to be the parts of ourselves that are trashing our world and maybe condemning ourselves to a grim future',38b9b2f98536486ca675474d8fea5cca,,4
avatar,iraq war,Cameron acknowledges that Avatar implicitly criticizes the United States' role in the Iraq War.,e36b3eba032445ecbed89b1fb45b9dd5,,4
mechanized warfare,avatar,Cameron implies that Avatar critiques mechanized warfare in general.,e36b3eba032445ecbed89b1fb45b9dd5,,4
shock and awe,avatar,The use of the term 'shock and awe' in Avatar is referenced.,e36b3eba032445ecbed89b1fb45b9dd5,,4
america,avatar,"Cameron explains that the film doesn't criticize America, specifically regarding the use of the term 'shock and awe'.",e36b3eba032445ecbed89b1fb45b9dd5,,4
patriotism,avatar,"Cameron states that questioning a system is patriotic, relating it to Avatar.",e36b3eba032445ecbed89b1fb45b9dd5,,4
hometree,avatar,The scene in which the Na'vi Hometree collapses after a missile attack is referenced.,e36b3eba032445ecbed89b1fb45b9dd5,,4
september 11 attacks,hometree,Cameron acknowledges that the scene resembles the September 11 attacks on the World Trade Center.,e36b3eba032445ecbed89b1fb45b9dd5,,4
manhattan project,avatar,"In July 2024, Cameron compared the filmmaking process to mastering a new physics methodology used during the Manhattan Project.",e36b3eba032445ecbed89b1fb45b9dd5,,4
jon landau,avatar,"Cameron acknowledged that Jon Landau, co-producer of Avatar, was 'the heart of the Avatar family.'",e36b3eba032445ecbed89b1fb45b9dd5,,4
avatar,film,Avatar is a film directed by James Cameron.,3e4388a56496457f91b30ff89d0b4be3,,4
james cameron,director,James Cameron is the director of Avatar.,3e4388a56496457f91b30ff89d0b4be3,,4
avatar,science fiction film,Avatar is a science fiction film directed by James Cameron.,3e4388a56496457f91b30ff89d0b4be3,,4
"july 23, 2009",panel at san diego comic-con,"Zoe Saldana, Stephen Lang, Weaver, and producer Jon Landau appeared at a panel moderated by Tom Rothman to promote Avatar on July 23, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"july 23, 2009",tom rothman,"Tom Rothman moderated a panel at San Diego Comic-Con to promote Avatar on July 23, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"july 24, 2009",panel at san diego comic-con,"Sigourney Weaver appeared at a panel to promote Avatar on July 24, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"august 21, 2009",avatar day,"James Cameron announced at the Comic-Con Avatar Panel that August 21, 2009 would be 'Avatar Day'.",3e4388a56496457f91b30ff89d0b4be3,,4
"august 21, 2009",trailer release,"The trailer of Avatar was released on August 21, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"august 20, 2009",online trailer release,"The online trailer of Avatar was released on August 20, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"october 23, 2009",new trailer release,"A new 210-second trailer of Avatar was premiered in theaters on October 23, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
"october 29, 2009",online trailer release,"The new trailer of Avatar was premiered online on October 29, 2009.",3e4388a56496457f91b30ff89d0b4be3,,4
avatar,cast,"Zoe Saldana, Stephen Lang, and Sigourney Weaver appeared in Avatar.",3e4388a56496457f91b30ff89d0b4be3,,4
avatar,megastar cinema,"On October 30, Fox allowed Megastar Cinema to screen exclusive 16 minutes of Avatar as a celebration for the opening of the first 3-D cinema in Vietnam. This implies that Avatar and Megastar Cinema were related during this specific event.",7165024b0f86454384fa817b9e77da6c,,4
avatar,live trailer,"The three-and-a-half-minute trailer of the film premiered live on November 1, 2009, during a Dallas Cowboys football game at Cowboys Stadium in Arlington, Texas. This indicates that Avatar and the Live Trailer were related as they both appeared during the same event.",7165024b0f86454384fa817b9e77da6c,,4
avatar,diamond vision screen,"The three-and-a-half-minute trailer of the film premiered live on November 1, 2009, during a Dallas Cowboys football game at Cowboys Stadium in Arlington, Texas, on the Diamond Vision screen. This signifies that Avatar and the Diamond Vision screen were related as both were part of the same event.",7165024b0f86454384fa817b9e77da6c,,4
avatar,fox,"On October 30, Fox allowed Megastar Cinema to screen exclusive 16 minutes of Avatar. This suggests that Avatar and Fox were related as Fox was the entity responsible for allowing this screening.",7165024b0f86454384fa817b9e77da6c,,4
avatar,vietnam,"On October 30, to celebrate the opening of the first 3-D cinema in Vietnam, Fox allowed Megastar Cinema to screen exclusive 16 minutes of Avatar. This implies that Avatar and Vietnam were related as this screening was being conducted in Vietnam.",7165024b0f86454384fa817b9e77da6c,,4
the coca-cola company,avtr.com,"The Coca-Cola Company collaborated with Fox to launch a worldwide marketing campaign to promote the film Avatar, and the website AVTR.com was a highlight of this campaign. When specially marked bottles and cans of Coca-Cola Zero were held in front of a webcam, users could interact with the website's 3D features using augmented reality technology.",a1f95246258348de9ad98be7004e9165,,4
avtr.com,coca-cola zero,Users could interact with the website's 3D features using augmented reality technology by holding specially marked bottles and cans of Coca-Cola Zero in front of a webcam.,a1f95246258348de9ad98be7004e9165,,4
bones,avatar star joel david moore,"Avatar star Joel David Moore had a recurring role on the Fox series Bones, and he was seen anxiously awaiting the release of the film in an episode called 'The Gamer In The Grease' (Season 5, Episode 9).",a1f95246258348de9ad98be7004e9165,,4
adult swim,zoe saldana,"A week prior to the American release of Avatar, Zoe Saldana promoted the film on Adult Swim when she was interviewed by an animated Space Ghost.",a1f95246258348de9ad98be7004e9165,,4
mcdonald's,avatarize yourself,"McDonald's had a promotion mentioned in television commercials in Europe called 'Avatarize yourself', which encouraged people to go to the website set up by Oddcast and use a photograph of themselves to change into a Na'vi.",a1f95246258348de9ad98be7004e9165,,4
harper entertainment,avatar: a confidential report on the biological and social history of pandora,"Harper Entertainment released a 224-page book in the form of a field guide to the film's fictional setting of the planet of Pandora called 'Avatar: A Confidential Report on the Biological and Social History of Pandora' on November 24, 2009.",a1f95246258348de9ad98be7004e9165,,4
avatar,james cameron's avatar,"James Cameron's Avatar is a compilation of data collected by humans about Pandora and the life on it, presented as a film. The book 'The Art of Avatar' features detailed production artwork from the film.",ec311e89c5054f6cba68d00b7b4fe1ee,,4
maria wilhelm,harperfestival,Maria Wilhelm's James Cameron's Avatar: The Reusable Scrapbook for children was released by HarperFestival.,ec311e89c5054f6cba68d00b7b4fe1ee,,4
abrams books,the art of avatar,"Abrams Books released 'The Art of Avatar' on November 30, 2009. The book features detailed production artwork from the film.",ec311e89c5054f6cba68d00b7b4fe1ee,,4
jon landau,cameron,Producer Jon Landau wrote the foreword for 'The Art of Avatar' released by Abrams Books. Cameron wrote the epilogue and director Peter Jackson wrote the preface.,ec311e89c5054f6cba68d00b7b4fe1ee,,4
avatar novel,jim cameron,"In a 2009 interview, Cameron said that he planned to write a novel version of Avatar after the film was released. In February 2010, producer Jon Landau stated that Cameron plans a prequel novel for Avatar.",ec311e89c5054f6cba68d00b7b4fe1ee,,4
steven gould,jim cameron's avatar universe,"In August 2013, it was announced that Cameron hired Steven Gould to pen four standalone novels to expand the Avatar universe.",ec311e89c5054f6cba68d00b7b4fe1ee,,4
avatar game,cameron,Cameron chose Ubisoft Montreal to create an Avatar game for the film in 2007.,d70b479607fa49b88a4491edb109ff7e,,4
ubisoft montreal,avatar game,Cameron chose Ubisoft Montreal to create an Avatar game for the film in 2007.,d70b479607fa49b88a4491edb109ff7e,,4
avatar: the game,"december 1, 2009","Avatar: The Game was released on December 1, 2009,",d70b479607fa49b88a4491edb109ff7e,,4
"december 8, 2009",playstation portable,"A second game, Avatar: Frontiers of Pandora, was released on December 7, 2023.",d70b479607fa49b88a4491edb109ff7e,,4
avatar: the game,microsoft windows,"Avatar: The Game was released for Microsoft Windows,",d70b479607fa49b88a4491edb109ff7e,,4
playstation 3,avatar: the game,"Avatar: The Game was released for PlayStation 3,",d70b479607fa49b88a4491edb109ff7e,,4
xbox 360,avatar: the game,"Avatar: The Game was released for Xbox 360,",d70b479607fa49b88a4491edb109ff7e,,4
wii,avatar: the game,"Avatar: The Game was released for Wii,",d70b479607fa49b88a4491edb109ff7e,,4
nintendo ds,avatar: the game,"Avatar: The Game was released for Nintendo DS,",d70b479607fa49b88a4491edb109ff7e,,4
iphone,avatar: the game,"Avatar: The Game was released for iPhone,",d70b479607fa49b88a4491edb109ff7e,,4
cameron,film,"The filmmakers and game developers collaborated heavily,",d70b479607fa49b88a4491edb109ff7e,,4
ubisoft's vehicle and creature designs,film,Cameron decided to include some of Ubisoft's vehicle and creature designs in the film.,d70b479607fa49b88a4491edb109ff7e,,4
avatar: the game,film,"The filmmakers and game developers collaborated heavily,",d70b479607fa49b88a4491edb109ff7e,,4
"december 1, 2009",release,"Avatar: The Game was released on December 1, 2009.",d70b479607fa49b88a4491edb109ff7e,,4
"december 8, 2009",release,"A second game, Avatar: Frontiers of Pandora, was released on December 7, 2023.",d70b479607fa49b88a4491edb109ff7e,,4
"december 8, 2009",release,A series of toys representing six different characters from the film were also distributed globally in McDonald's Happy Meals.,d70b479607fa49b88a4491edb109ff7e,,4
"december 8, 2009",release,"France Post released a special limited edition stamp based on Avatar, coinciding with the film's worldwide release.",d70b479607fa49b88a4491edb109ff7e,,4
mattel toys,action figures,Mattel Toys announced in December 2009 that it would be introducing a line of Avatar action figures.,d70b479607fa49b88a4491edb109ff7e,,4
i-tag,action figures,"Each action figure will be made with a 3-D web tag, called an i-TAG,",d70b479607fa49b88a4491edb109ff7e,,4
on-screen content,i-tag,"consumers can scan using a web cam, revealing unique on-screen content that is exclusive to each specific action figure.",d70b479607fa49b88a4491edb109ff7e,,4
avatar,widest imax release,"The international IMAX release of Avatar included a total of 261 theaters worldwide, breaking the previous IMAX record opening held by Harry Potter and the Half-Blood Prince with its 161 US and around 70 international theaters.",e5c6fe2bb3f14de4b633ad176bdfe442,,4
avatar,simultaneously presented in imax 3d format,"The film was simultaneously presented in IMAX 3D format, with a total of 178 theaters showing it in the US on December 18, and additional theaters added in the coming weeks.",e5c6fe2bb3f14de4b633ad176bdfe442,,4
avatar,international opening,"Avatar opened internationally on a total of 14,604 screens in 106 territories, producing 56% of the first weekend gross.",e5c6fe2bb3f14de4b633ad176bdfe442,,4
harry potter and the half-blood prince,previous imax record opening,The international IMAX release of Harry Potter and the Half-Blood Prince held the previous IMAX record opening with its 161 US and around 70 international theaters.,e5c6fe2bb3f14de4b633ad176bdfe442,,4
avatar: special edition,july 2010,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,"august 27, 2010","In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,exclusively in 3d theaters and imax 3d,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,additional nine minutes of footage,"Avatar: Special Edition includes an additional nine minutes of footage, all of which is CG,",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,various other scenes that were cut from the original theatrical film.,"Avatar: Special Edition includes an additional nine minutes of footage, all of which is CG,",17eddc8982814ea3a347247d0566f3c7,,4
"august 27, 2010",re-release,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
"august 27, 2010",exclusively in 3d theaters and imax 3d,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
cameron,confirmed,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,july 2010,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
"august 27, 2010",additional nine minutes of footage,"Avatar: Special Edition includes an additional nine minutes of footage, all of which is CG,",17eddc8982814ea3a347247d0566f3c7,,4
"august 27, 2010",exclusively in 3d theaters and imax 3d,"In July 2010, Cameron confirmed that there would be an extended theatrical rerelease of the film on August 27, 2010, exclusively in 3D theaters and IMAX 3D.",17eddc8982814ea3a347247d0566f3c7,,4
avatar: special edition,china,"In March 2021, Avatar: Special Edition was later re-released in China,",17eddc8982814ea3a347247d0566f3c7,,4
avatar,limited two-week engagement,"The film was rereleased in theaters for a limited two-week engagement prior to the release of its sequel, Avatar: The Way of Water.",54d96faca0f24b0082ce1b411dcb9ede,,4
avatar,4k high-dynamic range,The film was remastered in 4K high-dynamic range for the September 2022 reissue.,54d96faca0f24b0082ce1b411dcb9ede,,4
avatar,select scenes at a high frame rate of 48 fps,Some scenes of the film were shown at a high frame rate of 48 fps during its September 2022 reissue.,54d96faca0f24b0082ce1b411dcb9ede,,4
walt disney studios motion pictures,avatar,"In September 2022, Walt Disney Studios Motion Pictures rereleased Avatar in theaters for a limited two-week engagement.",54d96faca0f24b0082ce1b411dcb9ede,,4
avatar: the way of water,december 2022 premiere,"The September 2022 reissue of Avatar was prior to the December 2022 premiere of its sequel, Avatar: The Way of Water.",54d96faca0f24b0082ce1b411dcb9ede,,4
"april 22, 2010",avatar,"The film was released on DVD and Blu-ray in the United States on April 22, 2010.",54d96faca0f24b0082ce1b411dcb9ede,,4
"april 26, 2010",avatar,"In the United Kingdom, Avatar was released on DVD and Blu-ray on April 26, 2010.",54d96faca0f24b0082ce1b411dcb9ede,,4
earth day,"april 22, 2010",The release of Avatar on DVD and Blu-ray in the United States was done to coincide with Earth Day.,54d96faca0f24b0082ce1b411dcb9ede,,4
avatar,optimal picture and sound,The first DVD and Blu-ray release of Avatar did not contain any supplemental features to preserve optimal picture and sound.,54d96faca0f24b0082ce1b411dcb9ede,,4
cameron,avatar,"James Cameron, the director of Avatar, was involved in the September 2022 reissue by prioritizing the film's original 1.78:1 (16:9) format over the scope version.",54d96faca0f24b0082ce1b411dcb9ede,,4
bd+ 5,avatar,The Blu-ray release of Avatar in 2010 contained DRM (BD+ 5).,54d96faca0f24b0082ce1b411dcb9ede,,4
avatar,first-day launch record,"Set a first-day launch record in the United States for Blu-ray sales at 1.5 million units sold, breaking the record previously held by The Dark Knight (600,000 units sold).",3654afd5f673458b9f7a9018ff689baa,,4
avatar,first-day dvd and blu-ray sales combined,"Sales of Avatar on Blu-ray reached over four million units sold in the United States and Canada in its first four days of release, combining with DVD sales.",3654afd5f673458b9f7a9018ff689baa,,4
the dark knight,first-day launch record previously held,"Previously held the first-day launch record for Blu-ray sales at 600,000 units sold in the United States.",3654afd5f673458b9f7a9018ff689baa,,4
avatar,best ever selling blu-ray release in the region,Broke the record for best ever selling Blu-ray release in the United States and Canada in its first four days of release.,3654afd5f673458b9f7a9018ff689baa,,4
avatar,blu-ray sales record in the united kingdom,Broke the Blu-ray sales record in the United Kingdom in its first week of release.,3654afd5f673458b9f7a9018ff689baa,,4
avatar three-disc extended collector's edition,dvd set,"The DVD set spreads the film across two discs, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar three-disc extended collector's edition,blu-ray set,"The Blu-ray set presents the film on a single disc, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar three-disc extended collector's edition,theatrical cut,"The original theatrical cut (162 minutes) is present on the discs, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar three-disc extended collector's edition,special edition cut,"The special edition cut (170 minutes) is present on the discs, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar three-disc extended collector's edition,collector's extended cut,"The collector's extended cut contains eight more minutes of footage, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar three-disc extended collector's edition,earth opening,"Cameron mentioned, ""you can sit down, and in a continuous screening of the film, watch it with the Earth opening"". This additional 4+1⁄2 minutes of scenes were in the film for much of its production but were ultimately cut before the film's theatrical release. It is a part of the collector's extended cut, which is a part of the Avatar three-disc Extended Collector's Edition.",092ac94828ac47d0bd7200aa07244071,,4
avatar,3d blu-ray version,"Initially, Cameron stated that Avatar would be released in 3D around November 2010. Later, Fox issued a correction stating that the 3D version would be released some time in 2011 due to the conceptual stage of 3D being in progress. In May 2010, it was revealed that Fox had given Panasonic an exclusive license for the 3D Blu-ray version and only with the purchase of a Panasonic 3DTV. The length of Panasonic's exclusivity period lasted until February 2012. Cameron stated in October 2010 that the standalone 3D Blu-ray would be the final version of the film's home release and was 'maybe one, two years out'. The Blu-ray 3D version was finally released on October 16, 2012.",a82afc34b19a4c59946ff6f575485025,,4
avatar,3d television world premiere,"On Christmas Eve 2010, Avatar had its 3D television world premiere on Sky.",a82afc34b19a4c59946ff6f575485025,,4
avatar,james cameron's,James Cameron is the director and writer of Avatar.,90b0c164b6064247ac49f570110dd9ce,,4
avatar,universal acclaim,"Avatar has received universal acclaim, with a Metacritic score of 83 out of 100 based on 38 critics.",90b0c164b6064247ac49f570110dd9ce,,4
avatar,storytelling,Some reviewers have noted that Avatar is more impressive on a technical level than as a piece of storytelling.,90b0c164b6064247ac49f570110dd9ce,,4
avatar,3d,Audience polls conducted by CinemaScore revealed that the main draw of Avatar was its use of 3D.,90b0c164b6064247ac49f570110dd9ce,,4
rotten tomatoes,avatar,"On review aggregator Rotten Tomatoes, 82% of 337 reviews for Avatar are positive.",90b0c164b6064247ac49f570110dd9ce,,4
avatar,fellowship of the ring,Roger Ebert compared the use of new generation special effects in Avatar to that seen in The Lord of the Rings: The Fellowship of the Ring.,90b0c164b6064247ac49f570110dd9ce,,4
avatar,green message,Roger Ebert noted that Avatar has a Green and anti-war message.,90b0c164b6064247ac49f570110dd9ce,,4
character,emotional resonance,"in a movie, the portrayal of a character's emotions and feelings can evoke strong emotional responses from the audience, contributing to the overall theme of the story.",cfa105112b8b47c5a3074226672d75ca,,4
editing,emotional resonance,"skilled editing techniques can be used to manipulate a viewer's emotions during certain scenes, enhancing the overall emotional impact of a movie and contributing to its thematic message.",cfa105112b8b47c5a3074226672d75ca,,4
theme,emotional resonance,"the exploration of emotional themes in a movie can deeply resonate with the audience, leaving a lasting impression and contributing to the overall impact of the film.",cfa105112b8b47c5a3074226672d75ca,,4
character,theme,"a well-developed character can serve as a powerful representation of a movie's theme, allowing the audience to more deeply understand and connect with the story's underlying message.",cfa105112b8b47c5a3074226672d75ca,,4
editing,theme,"skilled editing can be used to weave a movie's theme throughout its narrative, creating a cohesive and impactful viewing experience for the audience.",cfa105112b8b47c5a3074226672d75ca,,4
avatar's underlying social and political themes,militarism,Armond White of the New York Press criticized James Cameron's use of 'villainous American characters' to represent militarism in Avatar.,2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,capitalism,"Armond White of the New York Press accused James Cameron of misrepresenting facets of militarism, capitalism, and imperialism in Avatar.",2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,imperialism,"Armond White of the New York Press criticized James Cameron for misrepresenting facets of militarism, capitalism, and imperialism in Avatar.",2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,anti-imperialist message,"Adam Cohen of The New York Times referred to the film's anti-imperialist message as a '22nd-century version of the American colonists vs. The British, India vs. The Raj, or Latin America vs. United Fruit.'",2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,pantheism,Ross Douthat of The New York Times described the film as 'Cameron's long apologia for pantheism.',2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,eastern spirituality,Saritha Prabhu of The Tennessean criticized the film for being a 'misportrayal of pantheism and Eastern spirituality in general.',2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,consistency with teachings of hinduism,Maxim Osipov of The Hindustan Times commended the film for its overall consistency with the teachings of Hinduism in the Bhagavad Gita.,2f980c324b7d4abd923223807c7081ad,,4
avatar's underlying social and political themes,recurring 'fantasy about race',"Annalee Newitz of io9 observed that Avatar is another film with the recurring 'fantasy about race', whereby 'some white guy' becomes the 'most awesome' member of a non-white culture.",2f980c324b7d4abd923223807c7081ad,,4
avatar,ideological rorschach blot,Michael Phillips of the Chicago Tribune described Avatar as 'the season's ideological Rorschach blot'.,2f980c324b7d4abd923223807c7081ad,,4
avatar,ideological hammer,"Critics have accused James Cameron's Avatar of being heavy-handed with its social messages, with some comparing it to a blunt instrument or hammer. Miranda Devine of The Sydney Morning Herald, for example, described the film as an 'ideological Rorschach blot' and 'impossible to watch without being banged over the head with the director’s ideological hammer.'",bd39f29d4e054696917793faa5deebed,,4
avatar,social theme,"Nidesh Lawtoo has highlighted an underlying social theme in Avatar, relating to contemporary fascinations with virtual avatars and the transition from reality to virtual reality.",bd39f29d4e054696917793faa5deebed,,4
avatar,dances with wolves,"Critics and audiences have cited similarities between Avatar and Dances with Wolves, describing the perceived connections as ranging from simple 'borrowing' to outright plagiarism. Ty Burr of The Boston Globe called Avatar 'the same movie' as Dances with Wolves.",f27557c85c1b44689a34977cb13db260,,4
avatar,white savior movie,"Avatar has been characterized as being a 'white savior' movie, in which a 'backwards' native people is impotent without the leadership of a member of the invading white culture.",f27557c85c1b44689a34977cb13db260,,4
"poul anderson's 1957 novelette ""call me joe""",avatar,Parallels to the concept and use of an avatar are in Poul Anderson's 1957 novelette 'Call Me Joe'.,f27557c85c1b44689a34977cb13db260,,4
noon universe novels by arkady and boris strugatsky,avatar,"Cinema audiences in Russia have noted that Avatar has elements in common with the 1960s Noon Universe novels by Arkady and Boris Strugatsky, which are set in the 22nd century on a forested world called Pandora with a sentient indigenous species called the Nave.",f27557c85c1b44689a34977cb13db260,,4
ferngully: the last rainforest,avatar,Various reviews have compared Avatar to FernGully: The Last Rainforest.,f27557c85c1b44689a34977cb13db260,,4
pocahontas,avatar,Reviews have compared Avatar to Pocahontas.,f27557c85c1b44689a34977cb13db260,,4
the last samurai,avatar,"NPR's Morning Edition has compared the film to a montage of tropes, with one commentator stating that Avatar was made by 'mixing a bunch of film scripts in a blender.'",f27557c85c1b44689a34977cb13db260,,4
pandora,dense forests,"In the context provided, Pandora is described as having benevolent alien beings who happily inhabit dense forests while living in harmony with nature. This relation suggests a strong association between Pandora and dense forests.",16b8aa3300fd41dca18c6bd14871c075,,4
pandora,nature,"The inhabitants of Pandora are said to live in harmony with nature, implying a relationship between Pandora and nature.",16b8aa3300fd41dca18c6bd14871c075,,4
pandora,invading human soldiers,"Human soldiers who believe that the only good gook is a dead gook invade Pandora, indicating an antagonistic relationship between Pandora and these soldiers.",16b8aa3300fd41dca18c6bd14871c075,,4
pandora,earth,"The author of the text describes Ursula Le Guin's novella The Word for World Is Forest as being similar to Pandora, which is also mentioned in the context. This comparison suggests a possible relation between Pandora and Earth.",16b8aa3300fd41dca18c6bd14871c075,,4
pandora,fantastic images of dragons and floating rock formations,The author notes that some sources see similarities between the artwork of Roger Dean and Pandora. This relation implies a possible association between Pandora and these visual elements.,16b8aa3300fd41dca18c6bd14871c075,,4
dense forests,benevolent alien beings,The context describes benevolent alien beings who inhabit dense forests. This relationship suggests a close connection between the two concepts.,16b8aa3300fd41dca18c6bd14871c075,,4
dense forests,nature,"The text mentions that the inhabitants of dense forests live in harmony with nature, implying an association between these concepts.",16b8aa3300fd41dca18c6bd14871c075,,4
dense forests,human soldiers,Human soldiers attack and slaughter the benevolent alien beings who inhabit dense forests. This relation indicates a hostile connection between dense forests and human soldiers.,16b8aa3300fd41dca18c6bd14871c075,,4
dense forests,earth,"The text implies that Ursula Le Guin's novella The Word for World Is Forest, which is set in dense forests, may be related to Earth.",16b8aa3300fd41dca18c6bd14871c075,,4
dense forests,fantastic images of dragons and floating rock formations,"Some sources see similarities between the visual elements depicted in Roger Dean's artwork and dense forests, suggesting a possible connection.",16b8aa3300fd41dca18c6bd14871c075,,4
earth,alien beings,"Ursula Le Guin's novella The Word for World Is Forest, which is similar to Pandora and mentioned in the context, features benevolent alien beings. This comparison implies a possible relation between Earth and alien beings.",16b8aa3300fd41dca18c6bd14871c075,,4
earth,fantastic images of dragons and floating rock formations,"Some sources see similarities between the visual elements depicted in Roger Dean's artwork and Earth, implying a possible association.",16b8aa3300fd41dca18c6bd14871c075,,4
invading human soldiers,belief,"The text mentions that the invading human soldiers believe that the only good gook is a dead gook, indicating a relation between these concepts.",16b8aa3300fd41dca18c6bd14871c075,,4
invading human soldiers,earth,"The text implies that the invading human soldiers may be related to Earth as Ursula Le Guin's novella The Word for World Is Forest, which is similar to Pandora and mentioned in the context, features these soldiers.",16b8aa3300fd41dca18c6bd14871c075,,4
belief,earth,"The text suggests that the belief that the only good gook is a dead gook may be related to Earth as Ursula Le Guin's novella The Word for World Is Forest, which is similar to Pandora and mentioned in the context, features this belief.",16b8aa3300fd41dca18c6bd14871c075,,4
avatar,international release,"The movie Avatar was released internationally on more than 14,000 screens.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,opening day gross,"The movie Avatar grossed $26,752,099 on its opening day.",788ae060af754d4e9ddb44143c8c50da,,4
