node_1,node_2,edge,chunk_id,node_3,relation,count
rondavels,wakanda's skyscrapers,"Rondavels were incorporated into the tops of Wakanda's skyscrapers, inspired by the appearance of mountains at Blyde River Canyon in South Africa.",1a0f43ff769f4121bfd24c49dea33792,,,4
wakandan tribes,border tribe,"Beachler created different sigils and architecture for each of the Wakandan tribes, with the Border Tribe inspired by Lesotho.",7666781a14734a5e9a09ed2aa6f65756,,,4
wakandan tribes,merchant tribe,"Beachler created different sigils and architecture for each of the Wakandan tribes, with the Merchant Tribe having a sigil based on Nigerian writing.",7666781a14734a5e9a09ed2aa6f65756,,,4
wakandan tribes,golden tribe,"Beachler created different sigils and architecture for each of the Wakandan tribes, with the Golden Tribe using a sun symbol found throughout Africa.",7666781a14734a5e9a09ed2aa6f65756,,,4
jabari tribe,gorilla city,"Gorilla City, home to the Jabari Tribe, was originally set in a rain forest, but Coogler suggested that it be found up a mountain in snow.",7666781a14734a5e9a09ed2aa6f65756,,,4
wakandan language,written form of wakandan language,Beachler based the written form of the Wakandan language on an old Nigerian language.,7666781a14734a5e9a09ed2aa6f65756,,,4
vibranium technology,mining and metallurgy experts,"Beachler consulted with mining and metallurgy experts for the vibranium technology, including for the vibranium mine where the substance is depicted as glowing blue rocks before it is refined into the stainless steel look previously seen in the MCU.",7666781a14734a5e9a09ed2aa6f65756,,,4
kimoyo bead technology,comics,"The film also adapts the kimoyo bead technology from the comics,",7666781a14734a5e9a09ed2aa6f65756,,,4
wakandan vehicles,maglev and hovercraft technology,"The Wakandan vehicles include a maglev train for carrying vibranium; the king's Royal Talon Fighter, which looks like a mask from the top and bottom; and the Dragon Flyer, inspired by the Congo peafowl.",7666781a14734a5e9a09ed2aa6f65756,,,4
real world technology,consistency with projections of what real world technology may be like in 25 or 30 years,"The Wakandan futuristic elements were consistent with projections of what real world technology may be like in 25 or 30 years, such as the maglev and hovercraft technology used in vehicles.",7666781a14734a5e9a09ed2aa6f65756,,,4
tribal council,old ruin,The Tribal Council set was built with a glass floor through which an old ruin can be seen.,6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,oribi gorge,"The set for Warrior Falls was built on a backlot north of Atlanta, and was inspired by the Oribi Gorge.",6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,glass floor,"The Tribal Council set, which has a glass floor, is part of Warrior Falls as it was built with the glass floor through which an old ruin can be seen.",6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,six-foot-high (1.8 m) pool,The six-foot-high (1.8 m) pool is a part of Warrior Falls.,6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,thirty-foot-high (9.1 m) cliff faces,The thirty-foot-high (9.1 m) cliff faces are a part of Warrior Falls.,6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,oribi gorge,"The set for Warrior Falls, which is inspired by the Oribi Gorge, was built on a backlot north of Atlanta.",6abe9419db0e4320ae89b19b2a92a77d,,,4
set for warrior falls,backlot north of atlanta,The set for Warrior Falls was built on a backlot north of Atlanta.,6abe9419db0e4320ae89b19b2a92a77d,,,4
oribi gorge,gorge at the bottom,A waterfall above the ledge at the bottom of the pool in the set for Warrior Falls is inspired by the gorge at the bottom of Oribi Gorge.,6abe9419db0e4320ae89b19b2a92a77d,,,4
set for warrior falls,oribi gorge,"The set for Warrior Falls, which was built to be inspired by Oribi Gorge, is located on a backlot north of Atlanta.",6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,hand-sculpted framework from industrial styrofoam,"The set for Warrior Falls, which includes 30-foot-high (9.1 m) cliff faces that were designed to be extended to 100 feet (30 m), has a hand-sculpted framework from industrial styrofoam built into it.",6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,tunnels built-in to the design,"The set for Warrior Falls, which includes a system of tunnels built-in to the design to allow extras to climb up to different areas of the cliffs, was completed in four months and used for two weeks of filming.",6abe9419db0e4320ae89b19b2a92a77d,,,4
warrior falls,oribi gorge,The design of the 30-foot-high (9.1 m) cliff faces in the set for Warrior Falls was inspired by Oribi Gorge.,6abe9419db0e4320ae89b19b2a92a77d,,,4
red,african cultures,Reflected in the Dora Milaje costumes designed by Ruth E. Carter for Black Panther.,f041daecef75434894341fd622a0e55c,,,4
beaded tabards,talismans,Featured on the Dora Milaje costumes designed by Ruth E. Carter for Black Panthurrayed traditional African cultural significance and would be passed down from mother to daughter.,f041daecef75434894341fd622a0e55c,,,4
dora milaje costumes,full armor,Designed by Ruth E. Carter for Black Panther to reflect the practical needs for battle and avoid the 'girls in the bathing suits' look.,f041daecef75434894341fd622a0e55c,,,4
dora milaje costumes,maasai,"80% basis for the Dora Milaje costumes designed by Ruth E. Carter for Black Panther, according to Anthony Francisco.",f041daecef75434894341fd622a0e55c,,,4
dora milaje arm band and neck rings,southern ndebele people,"Reference for denoting stature in the Dora Milaje costumes designed by Ruth E. Carter for Black Panther, with gold bands and rings for General Okoye and silver for other members.",f041daecef75434894341fd622a0e55c,,,4
maasai,ifugao people from the philippines,"References for the Dora Milaje costumes designed by Ruth E. Carter for Black Panther, according to Anthony Francisco.",f041daecef75434894341fd622a0e55c,,,4
winnie mandela,angela bassett's costumes,Provided inspiration for the costume designer Ruth E. Carter in designing Angela Bassett's costumes for Black Panther.,f041daecef75434894341fd622a0e55c,,,4
issey miyake,yves saint laurent,Examined by costume designer Ruth E. Carter for inspiration in designing the Black Panther costumes.,f041daecef75434894341fd622a0e55c,Donna Karan,,4
principal photography,eue/screen gems studios,"Began by January 21, 2017, at EUE/Screen Gems Studios in the Atlanta metropolitan area.",6b0058a3e19549688b416271e57bac1a,,,4
principal photography,pinewood atlanta studios,"Filming also took place at Pinewood Atlanta Studios,",6b0058a3e19549688b416271e57bac1a,,,4
working title,motherland,Under the working title Motherland.,6b0058a3e19549688b416271e57bac1a,,,4
sweet auburn neighborhood,atlanta,Which doubled as Oakland;,6b0058a3e19549688b416271e57bac1a,,,4
high museum of art,london,"The High Museum of Art, which served as the fictional Museum of Great Britain in London;",6b0058a3e19549688b416271e57bac1a,,,4
atlanta city hall,united nations building,"And Atlanta City Hall, which served as a United Nations building.",6b0058a3e19549688b416271e57bac1a,,,4
rachel morrison,coogler,"Cinematographer Rachel Morrison, who was eager to work on Black Panther after working with Coogler on Fruitvale Station,",6b0058a3e19549688b416271e57bac1a,,,4
mcu films,established 'language',"First watched all of the other MCU films to understand the established ""language"".",6b0058a3e19549688b416271e57bac1a,,,4
arri alexa xt plus cameras,panavision primo lenses,"Filmed in 3.4K ArriRaw with Arri Alexa XT Plus cameras and Panavision Primo lenses,",6b0058a3e19549688b416271e57bac1a,,,4
visual effects supervisor geoff baumann,before-and-after shots of scenes from civil war,Provided Morrison with before-and-after shots of scenes from Civil War so she could understand what elements are captured on set and what is created digitally.,6b0058a3e19549688b416271e57bac1a,,,4
lighting,magnitude,"Lighting was her biggest challenge, the magnitude of which ""was much bigger than I'd experienced before"",",6b0058a3e19549688b416271e57bac1a,,,4
arri skypanel led light fixtures,completely surrounded by skypanels.,"Made extensive use of Arri SkyPanel LED light fixtures,",6b0058a3e19549688b416271e57bac1a,,,4
black panther,t'chaka,"Atandwa Kani stated that he would appear in the film alongside his father, John Kani, who would be reprising his role as T'Chaka from previous Marvel movies.",a7c5d9d9674241be8c3117b780aac196,,,4
black panther,everett k. ross,"Marvel announced that production was underway and confirmed the casting of Martin Freeman, who would be reprising his role as Everett K. Ross from Avengers: Age of Ultron.",a7c5d9d9674241be8c3117b780aac196,,,4
black panther,ulysses klaue,Marvel announced that production was underway and revealed that Andy Serkis would be reprising his role as Ulysses Klaue from Avengers: Age of Ultron.,a7c5d9d9674241be8c3117b780aac196,,,4
wakandan accents,atandwa kani,"Beth McGuire worked to ensure there was continuity between the various actors who had to use ""Wakandan accents"", including Atandwa Kani, who portrayed a younger version of his father's character and served as a cultural consultant during filming.",a7c5d9d9674241be8c3117b780aac196,,,4
black panther,chadwick boseman,"Since Black Panther and Avengers: Infinity War were filming simultaneously in Atlanta, both production teams worked together closely to ensure a unified presentation of Wakanda in the films.",a7c5d9d9674241be8c3117b780aac196,,,4
busan,car chase scene,The city of Busan served as the setting for a car chase scene involving 150 cars and over 700 people in Black Panther's movie.,c47f81fe07b049f7b302d11b7ea1e0f4,,,4
jagalchi fish market,busan,The Jagalchi Fish Market is a location within the city of Busan where additional filming for Black Panther's movie took place.,c47f81fe07b049f7b302d11b7ea1e0f4,,,4
marine city,busan,"Marine City, located in the Haeundae District, was another filming location within Busan for Black Panther's movie.",c47f81fe07b049f7b302d11b7ea1e0f4,,,4
gwangandaegyo bridge,busan,"Black Panther's movie also had filming at the Gwangandaegyo Bridge, which is located in Busan.",c47f81fe07b049f7b302d11b7ea1e0f4,,,4
bwindi impenetrable national park,uganda,"In addition to South Korea and South Africa, Uganda's Bwindi Impenetrable National Park was also used as a location for filming in Black Panther's movie.",c47f81fe07b049f7b302d11b7ea1e0f4,,,4
rwenzori mountains,uganda,The Rwenzori Mountains in Uganda were another location used for filming in Black Panther's movie.,c47f81fe07b049f7b302d11b7ea1e0f4,,,4
black panther's sequence,"car chase scenes from bullitt (1968), drive (2011), and the french connection (1971)","The car chase scene in Black Panther's movie was inspired by the sequences from Bullitt, Drive, and The French Connection.",c47f81fe07b049f7b302d11b7ea1e0f4,,,4
shuri,wright,Letitia Wright portrayed Shuri in Black Panther's movie.,c47f81fe07b049f7b302d11b7ea1e0f4,,,4
black panther,michael shawver,Edited by Michael Shawver and spent time on set during filming,58eeedadd9aa44849ab044516e14ec22,,,4
black panther,debbie berman,Edited by Debbie Berman after an initial director's cut was produced,58eeedadd9aa44849ab044516e14ec22,,,4
debbie berman,spider-man: homecoming,Completed work on Marvel's Spider-Man: Homecoming before joining Black Panther,58eeedadd9aa44849ab044516e14ec22,,,4
coogler,michael shawver,Worked with Michael Shawver on Creed,58eeedadd9aa44849ab044516e14ec22,,,4
warrior falls fight,initial versions fell flat,Discussions between Michael Shawver and editors about how editing was affecting the audience led to using techniques learned working with Coogler on Creed to have the editing move back-and-forth to mimic the back-and-forth of the fighters,58eeedadd9aa44849ab044516e14ec22,,,4
dora milaje,all-male jabari tribe,"Female Dora Milaje being rescued by all-male Jabari tribe in the final battle initially undermined the focus on female characters leading up to that moment, prompting additional photography with female Jabari fighters at the request of Debbie Berman",58eeedadd9aa44849ab044516e14ec22,,,4
debbie berman,south african,Chosen by Marvel because she is South African,58eeedadd9aa44849ab044516e14ec22,,,4
female jabari fighters,jabari fighters,"Berman added female Jabari fighters through additional photography, which was an important change that would not have been made if only men were editing the film.",5ccb7509c184492b8a09e114323e94ee,,,4
t'challa,united nations,"In the post-credit scene, T'Challa addresses the United Nations.",1bad224308de4cd0b6a7046b3547b282,,,4
sebastian stan,wakanda,Bucky Barnes is in Wakanda as depicted in the end-credit scene.,1bad224308de4cd0b6a7046b3547b282,,,4
black panther: wakanda forever,namor,"The character Namor will debut in the Marvel Cinematic Universe (MCU) film 'Black Panther: Wakanda Forever' instead of depicting wet footprints leading to the throne in the Wakandan palace as originally intended, due to rights issues with Namor.",6a79d2a7213e44878dced117d9f658a9,,,4
visual effects for the film,industrial light & magic (ilm),The visual effects for the film were created by Industrial Light & Magic (ILM).,966811f60780414482aebaf1b76f0011,,,4
industrial light & magic (ilm),virtuos,Help from Virtuos was provided to Industrial Light & Magic (ILM) for the visual effects of the film.,966811f60780414482aebaf1b76f0011,,,4
industrial light & magic (ilm),stereo d,Help from Stereo D was provided to Industrial Light & Magic (ILM) for the visual effects of the film.,966811f60780414482aebaf1b76f0011,,,4
industrial light & magic (ilm),scanline vfx,Help from Scanline VFX was provided to Industrial Light & Magic (ILM) for the visual effects of the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,double negative,Double Negative also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,luma pictures,Luma Pictures also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,mammal studios,Mammal Studios also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,method studios,Method Studios also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,perception,Perception also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,rise visual effects studios,Rise Visual Effects Studios also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,torm studios,Torm Studios also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
visual effects for the film,trixter,Trixter also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
cantina creative,visual effects for the film,Visual effects for the film were also created by Cantina Creative.,966811f60780414482aebaf1b76f0011,,,4
lola vfx,visual effects for the film,Lola VFX also created visual effects for the film.,966811f60780414482aebaf1b76f0011,,,4
capital t,visual effects for the film,Visual effects for the film were also created by Capital T.,966811f60780414482aebaf1b76f0011,,,4
exceptional minds,visual effects for the film,Visual effects for the film were also created by Exceptional Minds.,966811f60780414482aebaf1b76f0011,,,4
technicolor vfx,visual effects for the film,Visual effects for the film were also created by Technicolor VFX.,966811f60780414482aebaf1b76f0011,,,4
rodeo fx,visual effects for the film,Visual effects for the film were also created by Rodeo FX.,966811f60780414482aebaf1b76f0011,,,4
imageloom vfx,visual effects for the film,Visual effects for the film were also created by Imageloom VFX.,966811f60780414482aebaf1b76f0011,,,4
anibrain,visual effects for the film,Visual effects for the film were also created by Anibrain.,966811f60780414482aebaf1b76f0011,,,4
method pune,visual effects for the film,Visual effects for the film were also created by Method Pune.,966811f60780414482aebaf1b76f0011,,,4
bot vfx,visual effects for the film,Visual effects for the film were also created by Bot VFX.,966811f60780414482aebaf1b76f0011,,,4
pixstone images,visual effects for the film,Visual effects for the film were also created by Pixstone Images.,966811f60780414482aebaf1b76f0011,,,4
futureworks,visual effects for the film,Visual effects for the film were also created by Futureworks.,966811f60780414482aebaf1b76f0011,,,4
vertigo visual,visual effects for the film,Visual effects for the film were also created by Vertigo Visual.,966811f60780414482aebaf1b76f0011,,,4
fx3x,visual effects for the film,Visual effects for the film were also created by FX3X.,966811f60780414482aebaf1b76f0011,,,4
yannix thailand co.,visual effects for the film,Visual effects for the film were also created by Yannix Thailand Co.,966811f60780414482aebaf1b76f0011,,,4
warrior falls environment,digital spectators,"The visual effects department had to individually model each digital extra for the sequence due to the precise costume designs created by Carter for each tribe and character, as copy-and-pasting around the set would not be authentic to African culture and geography.",2956481609f648f2ad95277bc67fce3f,,,4
opening sequence,t'chaka's beard and suit,"Visual effects were used to digitally add some grey to T'Chaka's beard and gold trimmings to his suit to help differentiate the characters of T'Chaka and T'Challa, both dressed as the Black Panther, after test audiences were confusing the two.",2956481609f648f2ad95277bc67fce3f,,,4
wakanda,african culture,"ILM VFX supervisor Craig Hammack compared this work to his time on Tomorrowland (2015), but noted the additional challenge of not just building a futuristic city, but also one that was culturally appropriate. African culture has a 'certain amount of earthy material qualities that make things difficult to design as a futuristic city,' which would typically use much steel and glass.",c38797369058476eb9d26dac7ef2bdcf,,,4
ilm,one central park in sydney and the pearl of africa hotel in kampala,"ILM looked to real life examples that blend modern architecture with natural environments like One Central Park in Sydney and The Pearl of Africa Hotel in Kampala, but also had to 'depart from a strict understanding of physics and go into a movie cheat world' at times to produce the desired look.",c38797369058476eb9d26dac7ef2bdcf,,,4
ilm,uganda,"Hammack was also inspired by the architecture of Uganda, where he spent time while aerial footage for the film was being shot.",c38797369058476eb9d26dac7ef2bdcf,,,4
wakanda,"60,000 individual buildings","ILM began work on [Wakanda] and also the last thing they were doing when the film was completed. Other things that ILM worked on during the production included set extensions and blue-screen replacements for interior sets, and the first rhinoceros shown in the film.",c38797369058476eb9d26dac7ef2bdcf,,,4
t'challa's ancestral plane scenes,full cg environment including an acacia tree and animated panthers,"For T'Challa's ancestral plane scenes, ILM replaced the basic set that was used with a full CG environment including an acacia tree and animated panthers.",c38797369058476eb9d26dac7ef2bdcf,,,4
t'challa's ancestral plane scenes,northern lights,"The sky was based on the Northern Lights,",c38797369058476eb9d26dac7ef2bdcf,,,4
full cg environment,animated panthers,used with in a nighttime scene before being replicated for daytime scenes. The animators had to work hard to keep the effects visible.,d6957a925d76427494171ac9e9bdbc4a,,,4
full cg environment,acacia tree,included in the environment.,d6957a925d76427494171ac9e9bdbc4a,,,4
northern lights,sky,used as a basis for the sky in nighttime scenes before being replicated for daytime scenes. The animators had to work hard to keep the effects visible.,d6957a925d76427494171ac9e9bdbc4a,,,4
boseman,additional sand,required during filming so Boseman could breathe while being buried.,d6957a925d76427494171ac9e9bdbc4a,,,4
killmonger,heart-shaped herb,"burned in a scene, with additional flames added to keep the effects visible.",d6957a925d76427494171ac9e9bdbc4a,,,4
method studios,wakanda landscape,"Created many of the natural environments of Wakanda, including a 3,600 km2 (1,400 sq mi) landscape visible in various aerial shots in the film, which was based on multiple landscapes from across Africa.",16b9a6a6a14648529f16941f79879232,,,4
method studios,black panther's and killmonger's digital suits,"Responsible for creating Black Panther's and Killmonger's digital suits, including developing the look of the nanotechnology they use.",16b9a6a6a14648529f16941f79879232,,,4
method studios,"many of the film's digital characters, vehicles, and weapons","Created many of the film's digital characters, vehicles, and weapons.",16b9a6a6a14648529f16941f79879232,,,4
method studios,rhinoceroses for the final battle,"Created many of the digital creatures, with some being rhinoceroses for the final battle.",16b9a6a6a14648529f16941f79879232,,,4
ilm and method studios,character models for the digital rhinoceroses,"Shared between the two companies only basic structures, scale, and details of the character models had to be shared because these rhinoceroses did not have to be seen on screen with the one designed by ILM.",16b9a6a6a14648529f16941f79879232,,,4
method studios,vibranium mine,Worked on the vibranium mine.,16b9a6a6a14648529f16941f79879232,,,4
method studios,shuri's laboratory,Worked on Shuri's laboratory and animated the gadgets seen in the latter.,16b9a6a6a14648529f16941f79879232,,,4
vibranium sand,wakandan technology,"Several companies worked on the vibranium sand effects used in Wakandan technology, including ILM for the beginning of the film.",43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
vibranium sand,wakandan tech branding,Perception's designs for the vibranium sand were based on research being done with ultrasonic transducers for the purpose of mid-air haptics and acoustic levitation.,43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
wakandan tech branding,wakanda's traditional displays,Perception created the traditional displays on the royal talon fighter and in Shuri's lab.,43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
parallax,depth,"Perception experimented with parallax, depth, and volume in the information being displayed on the royal talon fighter.",43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
color palette,wakandan tech branding,Perception developed a unique color palette to brand the Wakandan tech.,43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
healing room,shuri's attire,"In Shuri's healing room, Perception proposed that the hexagonal pattern match her attire.",43bdc9ba5fb14eb69b35d0866e86e5ed,,,4
shuri,black panther's suit,Perception created the function of Black Panther's suit with nano technology and 'sub-dermal' luminescent tattoos.,881ffb851bc04ee8b55aa8f4c8751bd3,,,4
shuri,virtual car chase,Perception designed the virtual car chase with Shuri and T'Challa.,881ffb851bc04ee8b55aa8f4c8751bd3,,,4
wall in shuri's lab,hexagonal pattern seen on the wall,Proposed that the hexagonal pattern seen on the wall actually reveal itself to be articulating panels,881ffb851bc04ee8b55aa8f4c8751bd3,,,4
wall in shuri's lab,pulses and ripples,"In Shuri's lab, Perception adjusted the hues on the wall to match her attire, and for her healing room 'proposed that the hexagonal pattern seen on the wall actually reveal itself to be articulating panels' that 'pulse and ripple'",881ffb851bc04ee8b55aa8f4c8751bd3,,,4
ludwig göransson,africa,"After reading the script, composer Ludwig Göransson decided to go to Africa to do research for the film.",1304a7d2fb944bd39fdea89e2d7c69bc,,,4
baaba maal,ludwig göransson,"First traveling around with musician Baaba Maal on his tour,",1304a7d2fb944bd39fdea89e2d7c69bc,,,4
talking drum,character themes,"Göransson was particularly drawn to the talking drum and the tambin, or Fula flute, to use in his character themes,",1304a7d2fb944bd39fdea89e2d7c69bc,,,4
horns,character themes,along with horns.,1304a7d2fb944bd39fdea89e2d7c69bc,,,4
black panther: the album,coogler,Coogler wanted to include original songs from Lamar in the film because his 'artistic themes align with those we explore in the film',a157b42f31854bc2b080a039e4df41b4,,,4
kendrick lamar,black panther: the album,Produced the film's curated soundtrack,a157b42f31854bc2b080a039e4df41b4,,,4
anthony tiffith,black panther: the album,"Produced the film's curated soundtrack, after Coogler wanted to include original songs from Lamar in the film because his 'artistic themes align with those we explore in the film'",a157b42f31854bc2b080a039e4df41b4,,,4
lamar,coogler,His 'artistic themes align with those we explore in the film',a157b42f31854bc2b080a039e4df41b4,,,4
black panther: the album,three singles,Features songs that are heard in the film as well as others that are inspired by it,a157b42f31854bc2b080a039e4df41b4,,,4
göransson,black panther: the album,Collaborated with Lamar and producer Sounwave on the soundtrack,a157b42f31854bc2b080a039e4df41b4,,,4
lamar,göransson,Collaborated with Lamar and producer Sounwave on the soundtrack,a157b42f31854bc2b080a039e4df41b4,,,4
black panther: the album,two other artists featured,The majority of 'top-billing names' under Top Dawg Entertainment,a157b42f31854bc2b080a039e4df41b4,,,4
black panther: wakanda remixed,black panther: the album,"An extended play titled Black Panther: Wakanda Remixed, featuring remixes of five cues from Göransson's score",a157b42f31854bc2b080a039e4df41b4,,,4
göransson,black panther: wakanda remixed,Worked with several other artists to create the remixes,a157b42f31854bc2b080a039e4df41b4,,,4
game 4,popularity in social media,"According to comScore's PreAct service, the film 'Game 4' generated the most new social media conversations for the rest of the week.",b4c8ce6d109a47b19279fd5ced3b988c,,,4
game 4,second-most in social media,"In the week ending June 18, 'Game 4' ranked as the second-most popular subject for new social media conversations, after 'Homecoming', as reported by comScore.",b4c8ce6d109a47b19279fd5ced3b988c,,,4
black panther,disney,"Costumes from the film were on display at D23 Expo 2017 and the 2017 San Diego Comic-Con, organized by Disney.",198e3e52c229467eab684653b4f0439f,,,4
black panther,marvel comics,Marvel Comics published a prelude tie-in comic focusing on one of T'Challa's first missions as the Black Panther set around the time of Iron Man.,198e3e52c229467eab684653b4f0439f,,,4
black panther,iron man,Set around the time of Iron Man,198e3e52c229467eab684653b4f0439f,,,4
black panther,kendrick lamar,"The first College Football Playoff National Championship halftime show was organized by Disney for the 2018 championship game, with Kendrick Lamar performing to promote Black Panther: The Album and the beginning of ticket sales for the film.",198e3e52c229467eab684653b4f0439f,,,4
black panther,college football playoff national championship,The first College Football Playoff National Championship halftime show was organized by Disney for the 2018 championship game.,198e3e52c229467eab684653b4f0439f,,,4
black panther,disney,"Promoted through exclusive footage presented at the Congressional Black Caucus Foundation’s Annual Legislative Conference by cast members Chadwick Boseman, Danai Gurira, and Winston Duke.",198e3e52c229467eab684653b4f0439f,,,4
black panther,exclusive footage,"Promoted through exclusive footage presented at the Congressional Black Caucus Foundation’s Annual Legislative Conference by cast members Chadwick Boseman, Danai Gurira, and Winston Duke.",198e3e52c229467eab684653b4f0439f,,,4
black panther,congressional black caucus foundation's annual legislative conference,"Promoted through exclusive footage presented at the Congressional Black Caucus Foundation’s Annual Legislative Conference by cast members Chadwick Boseman, Danai Gurira, and Winston Duke.",198e3e52c229467eab684653b4f0439f,,,4
black panther,costumes,"Costumes from the film were on display at D23 Expo 2017 and the 2017 San Diego Comic-Con,",198e3e52c229467eab684653b4f0439f,,,4
black panther,d23 expo 2017,"Costumes from the film were on display at D23 Expo 2017 and the 2017 San Diego Comic-Con,",198e3e52c229467eab684653b4f0439f,,,4
black panther,san diego comic-con,"Costumes from the film were on display at D23 Expo 2017 and the 2017 San Diego Comic-Con,",198e3e52c229467eab684653b4f0439f,,,4
black panther,rolling stone,"Tre Johnson felt the trailer showed T'Challa as 'someone with the arrogance of [John] Shaft, the coolness of [Barack] Obama and the hot-headed impulsiveness of Kanye West'",198e3e52c229467eab684653b4f0439f,,,4
black panther,collider,"Dave Trumbore for Collider praised the trailer for showing an 'unmistakable sense of style' unique to the character,",198e3e52c229467eab684653b4f0439f,,,4
black panther,bamsmackpow,Brendan Day felt the trailer 'does everything right',198e3e52c229467eab684653b4f0439f,,,4
lancôme,makeup,Lancôme showcased a collection of makeup products that were used by Nyong'o and Wright at the premiere of 'Black Panther',48b07e2c67dd47459cc059d82493d5f6,,,4
nyong'o,lupita,The real name of the Oscar-winning actress who played Nakia in 'Black Panther',48b07e2c67dd47459cc059d82493d5f6,,,4
wright,danielle,"The actress who portrayed Shuri, T'Challa's younger sister and tech genius in 'Black Panther'",48b07e2c67dd47459cc059d82493d5f6,,,4
synchrony financial,marvel,"Synchrony Financial partnered with Marvel to award the Ghetto Film School Fellows program with a $50,000 grant",48b07e2c67dd47459cc059d82493d5f6,,,4
coogler,ryan,The director of 'Black Panther' who also attended the Ghetto Film School and spoke to its students as part of Synchrony Financial's grant,48b07e2c67dd47459cc059d82493d5f6,,,4
black panther,marvel non-sequel,"The advertising budget and line of merchandise for Black Panther was the most expansive among any Marvel non-sequel, estimated at $150 million by Deadline Hollywood.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,cultural event,"Disney and Marvel created a 'synergy program' with various television series and networks to make Black Panther feel like a cultural event, with a specific focus on appealing to black audiences while still trying to appeal to all.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,middle east audience,"In the Middle East, the marketing for Black Panther focused heavily on showing the character in-costume as a superhero, as superhero films have continued to work well there according to Front Row distributor Gianluca Chakra.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,asian audience,"The marketing for Black Panther was kept fairly uniform outside the United States, with a specific focus on showing the character in-costume as a superhero in both Middle Eastern and Asian territories.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,wakanda exhibit,"In seven Chinese cities, a Wakanda exhibit was featured in malls to promote Black Panther, along with displays showing the character with other Marvel Cinematic Universe characters.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,chinese audience,"For the Chinese audience, a special trailer was created for Black Panther featuring Boseman explaining the character's connection to other Marvel Cinematic Universe films.",3b91b2305ed945b8888f1595e7c0975e,,,4
black panther,saudi arabia,"When Black Panther premiered in Riyadh, Saudi Arabia, it marked the first public film viewing after a nearly-30-year-old ban on cinemas was lifted in December 2017. This premiere took place at a cinema owned by AMC Theatres in the King Abdullah Financial District of Riyadh.",1d102399d9be409692324bfba89344a6,,,4
black panther,italia film,"Disney's regional distributor, Italia Film, stated that 40 seconds of the film were removed during screenings in line with cuts made to the movie across the region.",1d102399d9be409692324bfba89344a6,,,4
black panther,amc theatres,"The Black Panther premiere in Riyadh was hosted by AMC Theatres, with Awwad Alawwad, Saudi Arabia's Minister of Culture and Information, and Adam Aron, CEO of AMC Entertainment, among the attendees.",1d102399d9be409692324bfba89344a6,,,4
black panther,avengers: infinity war,"After a five-day run in Saudi Arabia's King Abdullah Financial District, Black Panther was replaced by Avengers: Infinity War on April 26.",1d102399d9be409692324bfba89344a6,,,4
black panther,united states,"In honor of the start of Black History Month and its two Screen Actors Guild Awards, as well as an Academy Award Best Picture nomination, Black Panther returned to 250 AMC Theatres in the United States from February 1 until February 7, 2019.",1d102399d9be409692324bfba89344a6,,,4
black panther,disney,"In conjunction with Black Panther's week-long return to AMC Theatres in the United States, Disney provided a $1.5 million grant to the United Negro College Fund.",1d102399d9be409692324bfba89344a6,,,4
black panther,digital download,"The movie Black Panther was released for digital download on May 8, 2018, by Walt Disney Studios Home Entertainment.",83f4b30e3c4d46b6846cdd83a383be51,,,4
walt disney studios home entertainment,black panther,"Walt Disney Studios Home Entertainment released the movie Black Panther for digital download on May 8, 2018.",83f4b30e3c4d46b6846cdd83a383be51,,,4
"may 8, 2018",black panther,"The movie Black Panther was released for digital download by Walt Disney Studios Home Entertainment on May 8, 2018.",83f4b30e3c4d46b6846cdd83a383be51,,,4
blu-ray,black panther,"The movie Black Panther was released on Blu-ray on May 15, 2018.",83f4b30e3c4d46b6846cdd83a383be51,,,4
