node_1,node_2,edge,chunk_id,edge_1,count
stillsuits,atreides-harkonnen feud,"The Atreides-Harkonnen feud is similar to a real Greek and Roman tragedy, which inspired West's idea for the stillsuit's design as a flexible and comfortable suit that accurately represents the book.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,jordanian filming locations,"West dyed the gauze for Fremen cloth in desert colors, which was inspired by the sand and rocks in Jordanian filming locations.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,lawrence of arabia (1962),"West cited Lawrence of Arabia (1962) as an inspiration for costume diversity, which may have contributed to the design of the stillsuit.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,doctor zhivago (1965),"West cited Doctor Zhivago (1965) as further inspirations for costume diversity, which may have influenced the stillsuit's design.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,fahrenheit 451 (1966),"West also cited Fahrenheit 451 (1966) as further inspirations for costume diversity, possibly related to the stillsuit's design.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,acrylic fibers and porous cottons,"The stillsuits used over 250 times in Jordan were designed with 'micro-sandwiches' of acrylic fibers and porous cottons, which absorb moisture and allow actors to remain cool inside the suits.",8bc203c2fe654f05aa87ece88471db37,,4
stillsuits,archaic items (zippers and buttons),Zippers and buttons were not used in the stillsuit's design as they were deemed 'archaic'.,8bc203c2fe654f05aa87ece88471db37,,4
wadi rum,arrakis,"Wadi Rum in Jordan served as a double for Arrakis, the desert planet in Dune.",1ac4ca8f7c5f4a2db9266352cece1802,,4
liwa oasis,arrakis,"Liwa Oasis in the United Arab Emirates was used as a backdrop for Arrakis, especially for the heat shelters of the Fremens.",1ac4ca8f7c5f4a2db9266352cece1802,,4
rub' al khali desert,arrakis,The rock formations in Rub' al Khali desert functioned as the heat shelters for the Fremen people on Arrakis.,1ac4ca8f7c5f4a2db9266352cece1802,,4
"stadlandet, norway",caladan,"Stadlandet, Norway stood in for Caladan, another planet featured in the story.",1ac4ca8f7c5f4a2db9266352cece1802,,4
arrakeen invasion,gurney,"Parts of the Arrakeen invasion, such as shots of Gurney...",da9ce20e412a48ecbf2846e6d095fe2b,,4
arrakeen invasion,practical explosions,Arrakeen invasion includes practical explosions up to approximately five kilometers high.,da9ce20e412a48ecbf2846e6d095fe2b,,4
arrakeen invasion,extras,"Parts of the Arrakeen invasion, such as shots of...",da9ce20e412a48ecbf2846e6d095fe2b,,4
duke leto's death scene,isaac,Duke Leto's death scene was filmed by Isaac...,da9ce20e412a48ecbf2846e6d095fe2b,,4
duke leto's death scene,christ's crucifixion,Isaac decided to film Duke Leto's death scene nude as he felt it was similar to Christ's crucifixion.,da9ce20e412a48ecbf2846e6d095fe2b,,4
duke leto's death scene,bull's head,"including the bull's head, identifying it as an 'omen'",da9ce20e412a48ecbf2846e6d095fe2b,,4
ornithopter interiors,fraser,Ornithopter interiors were filmed on hilltops outside Budapest...,da9ce20e412a48ecbf2846e6d095fe2b,,4
idaho's combat style,greek and roman warfare techniques,"When working on the action sequence between Idaho and the Sardaukars, Tom Struthers based Idaho's combat style from Greek and Roman warfare techniques,",da9ce20e412a48ecbf2846e6d095fe2b,,4
sardaukar's combat style,russian soldiers in wwii,and the Sardaukar's combat style from Russian soldiers in WWII wanting to 'mow down the enemy',da9ce20e412a48ecbf2846e6d095fe2b,,4
paul,sandwalking technique,"Chalamet learned the sandwalking technique, designed by Benjamin Millepied, prior to filming Arrakis scenes in order to convey Paul's natural adeptness at it and 'responsibility to show Jessica in that moment'",da9ce20e412a48ecbf2846e6d095fe2b,,4
footage,helicopters flying over the uae,"Footage of helicopters flying over the UAE were filmed with six high-resolution cameras, being utilized as reference footage for ornithopters.",da9ce20e412a48ecbf2846e6d095fe2b,,4
dneg,visual effects supervisor paul lambert,"Contributed to over 28 scenes in the film and worked closely with visual effects supervisor Paul Lambert on creating 1,200 VFX shots out of the 1,700 total.",dfb4df7ded59417f994ce64f9293a361,,4
visual effects supervisor paul lambert,sandscreens,"Used 'sandscreens' for filming scenes in Arrakis and Arrakeen, which involved using sand-colored backgrounds that matched the establishing desert shots intended for backgrounds. This was a visual effects technique utilized by Paul Lambert while working on Dune.",dfb4df7ded59417f994ce64f9293a361,,4
visual effects supervisor paul lambert,ornithopter,"Used 'sandscreens' for filming scenes involving the ornithopter, which involved using sand-colored backgrounds that matched the establishing desert shots intended for backgrounds. The VFX team used the helicopter footage and replaced them with the ornithopter models, facilitating capture of sand displacement. This was a visual effects technique utilized by Paul Lambert while working on Dune.",dfb4df7ded59417f994ce64f9293a361,,4
visual effects supervisor paul lambert,caladan scenes,"Used 'grayscreens' for those with a 'slight blue tint' for interior and exterior scenes, respectively, while working on Dune.",dfb4df7ded59417f994ce64f9293a361,,4
visual effects supervisor paul lambert,salusa secundus scenes,"Used bluescreens while working on Dune for those with a 'slight blue tint' for interior and exterior scenes, respectively.",dfb4df7ded59417f994ce64f9293a361,,4
dneg,wylie co.,"Contributed to over 28 scenes in the film and worked with vendors including Wylie Co. On creating 1,200 VFX shots out of the 1,700 total.",dfb4df7ded59417f994ce64f9293a361,,4
dneg,rodeo fx,"Contributed to over 28 scenes in the film and worked with vendors including Rodeo FX on creating 1,200 VFX shots out of the 1,700 total.",dfb4df7ded59417f994ce64f9293a361,,4
vehicles,ornithopter,Ornithopters were filmed by encapsulating ornithopter models in black boxes with fans blowing dust while working on Dune.,dfb4df7ded59417f994ce64f9293a361,,4
backgrounds,sandscreens,Involved using sand-colored backgrounds that matched the establishing desert shots intended for backgrounds while working on Dune as a visual effects technique.,dfb4df7ded59417f994ce64f9293a361,,4
dneg,approximately 18 tons of sand and dust,Used approximately 18 tons of sand and dust while working on Dune.,dfb4df7ded59417f994ce64f9293a361,,4
sandworms,cgi,The sandworms were created through CGI.,4df5c05118454e6798aa57b2f7acd45b,,4
vfx team,sandworms,The VFX team found a lot of difficulty in deciding how the sandworm would move.,4df5c05118454e6798aa57b2f7acd45b,,4
body movements,sandworms,"The team spent over a year in figuring out the movements of the sandworm, and researched the body movements of various animals, such as worms and snakes.",4df5c05118454e6798aa57b2f7acd45b,,4
sand ripples,sandworms,The sand ripples created by the worms were inspired by implicit visual cues of the shark from Jaws (1975).,4df5c05118454e6798aa57b2f7acd45b,,4
vibrating steel plate,approaching sandworm,"Gerd Nefzer designed a vibrating 8x8 foot steel plate and placed it under the sand. This resulted in the formation of various patterns, used to signify an approaching sandworm.",4df5c05118454e6798aa57b2f7acd45b,,4
rigged explosives,sandworms breaking the surface in the desert,"The team initially considered using rigged explosives to capture the motion of the sandworms breaking the surface in the desert, but rejected the idea as this was impractical to perform in the Middle East.",4df5c05118454e6798aa57b2f7acd45b,,4
houdini software,sand emulating the motion of water,"Instead, they used the Houdini software to have sand emulate the motion of water.",4df5c05118454e6798aa57b2f7acd45b,,4
sound design,associated sound,"Villeneuve did not want the associated sound design to appear as a studio production. Sound designers Mark Mangini and Theo Green used a ""fake documentary realism"" approach to capture natural sounds and manipulate them for use in the film, such as recording the sounds of shifting sands in Death Valley using hydrophones.",4df5c05118454e6798aa57b2f7acd45b,,4
arrakeen space port,digital arrakeen space port,"The Montreal VFX supervisor Brian Connor created a digital Arrakeen space port, while the Vancouver team simulated explosions.",0592934d58a14016a6320978c8c5a3a8,,4
arrakeen space port,practical and digital effects,The Montreal and Vancouver facilities of DNEG were used for the Arrakeen invasion sequence. It involved combining practical and digital effects.,0592934d58a14016a6320978c8c5a3a8,,4
explosions,vancouver team,The Vancouver team simulated explosions.,0592934d58a14016a6320978c8c5a3a8,,4
explosions,practical explosions filmed in budapest backlots,Practical explosions filmed in Budapest backlots were later enhanced by the VFX team.,0592934d58a14016a6320978c8c5a3a8,,4
holzman shields,lambert,Lambert created the Holtzman shields' visual effects.,0592934d58a14016a6320978c8c5a3a8,,4
future frames,lambert,"Lambert combined past and future frames after experimenting with various visual filters on an action sequence from Seven Samurai (1954), resulting in a 'shimmering' look Villeneuve approved.",0592934d58a14016a6320978c8c5a3a8,,4
holtzman shields,blue for bouncing objects and red for penetrations,They also added colors; they used blue for bouncing objects and red for penetrations.,0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,motion-capture (mo-cap),The scene of Paul's future vision was filmed using motion-capture (mo-cap).,0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,animation supervisor robyn luckham helped with the scene,"The team did not know much about mo-cap, and Animation supervisor Robyn Luckham helped with the scene.",0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,many fighters,They also added many fighters to replicate mo-cap.,0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,explosions in the foreground,They added explosions in the foreground.,0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,sandworms in the background,They also added sandworms in the background.,0592934d58a14016a6320978c8c5a3a8,,4
future vision scene,sand displacement throughout,They used more simulations to render the scene in real-time and added sand displacement throughout.,0592934d58a14016a6320978c8c5a3a8,,4
team,"detailed practical stuffy model for the desert mouse, muad'dib","The team created a detailed practical stuffy model for the desert mouse, Muad'Dib.",12224b8ce22b4fb5bb728235076f5538,,4
muad'dib,jordan,The animation team used footage of idling animals as reference and animated the mouse so it 'expends effort when absolutely necessary' in Jordan for appropriate desert lighting.,12224b8ce22b4fb5bb728235076f5538,,4
creosote bush hologram,chalamet's face during plate photography,The creosote bush hologram was created by projecting different 'slices' of light on Chalamet's face during plate photography based on his filming location using a projector.,12224b8ce22b4fb5bb728235076f5538,,4
hunter-seeker,stick on set,"A stick on set was used as reference for the hunter-seeker, being later replaced with proper models via CGI.",12224b8ce22b4fb5bb728235076f5538,,4
baron,suspensor device attached to his back,"The levitation was occasionally done practically with a seesaw rig for the Baron. However, the suspensor device attached to his back was inserted using CGI.",12224b8ce22b4fb5bb728235076f5538,,4
hans zimmer,dune,Hans Zimmer affirmed he would be scoring Dune near the start of the film's production in March 2019.,73ae4e5db4a54d179d789f75f9407cd5,,4
hans zimmer,blade runner 2049,Zimmer previously worked with Villeneuve on Blade Runner 2049 (2017).,73ae4e5db4a54d179d789f75f9407cd5,,4
hans zimmer,christopher nolan's then-upcoming film tenet (2020),"Zimmer rejected director Christopher Nolan's request to compose the score for his then-upcoming film Tenet (2020), citing his personal love for the book.",73ae4e5db4a54d179d789f75f9407cd5,,4
dune,utah desert sounds,Hans Zimmer spent a week in a Utah desert to incorporate its sounds into the score.,73ae4e5db4a54d179d789f75f9407cd5,,4
house atreides theme,bagpipes,"The House Atreides theme includes bagpipes, which was suggested as Villeneuve's idea of something 'ancient and organic'.",73ae4e5db4a54d179d789f75f9407cd5,,4
hans zimmer,30 bagpipe players around edinburgh,Hans Zimmer found 30 bagpipe players around Edinburgh during the COVID-19 pandemic and recorded them playing in a church.,73ae4e5db4a54d179d789f75f9407cd5,,4
dune soundtrack pieces,eclectic set of instruments,"The music was performed using an eclectic set of instruments, including some created specifically for the soundtrack.",73ae4e5db4a54d179d789f75f9407cd5,,4
steve mazzaro,hans zimmer's pieces on theme,"Additional music was composed by Steve Mazzaro and David Fleming, both of whom worked in collaboration with Zimmer to keep his pieces on theme.",73ae4e5db4a54d179d789f75f9407cd5,,4
dune,the dune sketchbook (music from the soundtrack),Both are soundtrack albums released for the film 'Dune' by WaterTower Music.,e29b147038834bfdba7917a354f7d932,,4
villeneuve,zimmer,Villeneuve praised Zimmer's work on the film 'Dune'.,e29b147038834bfdba7917a354f7d932,,4
zimmer,eclipse,Zimmer supervised a choir via FaceTime for the recording of a cover of Pink Floyd's song 'Eclipse' for the first Dune trailer.,e29b147038834bfdba7917a354f7d932,,4
dune,paul's dream,Both are related as they are part of the soundtrack albums released for the film 'Dune' by WaterTower Music.,e29b147038834bfdba7917a354f7d932,,4
dune,ripples in the sand,Both are related as they are part of the soundtrack albums released for the film 'Dune' by WaterTower Music.,e29b147038834bfdba7917a354f7d932,,4
zimmer,32-person choir,Zimmer supervised a 32-person choir via FaceTime for the recording of a cover of Pink Floyd's song 'Eclipse',e29b147038834bfdba7917a354f7d932,,4
dune,pink floyd's song 'eclipse',The first Dune trailer featured a cover of Pink Floyd's song 'Eclipse.',e29b147038834bfdba7917a354f7d932,,4
zimmer,remote control studio,Choir members gathered in groups of four over eight separate sessions at Zimmer's Remote Control studio while he conducted from home.,e29b147038834bfdba7917a354f7d932,,4
dune,legendary entertainment,Exclusive partnership for game development related to the upcoming Dune films.,3a59a350a3074c40b99d132f2823703e,,4
dune,funcom,Game developer involved in game development related to the upcoming Dune films due to exclusive partnership with Legendary Entertainment.,3a59a350a3074c40b99d132f2823703e,,4
trailer,the first ten minutes of the film,"Presented together in select IMAX theaters worldwide on July 21 and 22, 2021.",3a59a350a3074c40b99d132f2823703e,,4
trailer,july 22,Also debuted on this day along with a behind-the-scenes look at the film.,3a59a350a3074c40b99d132f2823703e,,4
angela wattercutter,wired,Author of article stating that the trailer is begging you to see it in theaters.,3a59a350a3074c40b99d132f2823703e,,4
jennifer yuma,variety,"Author of article praising the cast and visuals, and praised its scope regarding the trailer.",3a59a350a3074c40b99d132f2823703e,,4
aaron couch,the hollywood reporter,Author of article praising the film as an 'ambitious sci-fi adaptation' regarding the trailer.,3a59a350a3074c40b99d132f2823703e,,4
anthony breznican,vanity fair,"Author of article giving the trailer a positive review and stating, 'It will seem more mysterious to those unfamiliar with the story, but like Chani does herself in those dream missives to Paul, it hints at big, impressive things to come'.",3a59a350a3074c40b99d132f2823703e,,4
zoe haylock,vulture,"Author of article impressed by the trailer, and advocated watching the film in theaters, praising the visuals as 'transcendental natural settings'.",3a59a350a3074c40b99d132f2823703e,,4
christian holub,entertainment weekly,Author of article stating that the trailer 'sets the stage cleanly'.,3a59a350a3074c40b99d132f2823703e,,4
dune,"november 20, 2020","Originally scheduled for release on November 20, 2020.",45d73780a5a242af9221c7131bbe9efa,,4
dune,"december 18, 2020","Pushed back to December 18, 2020.",45d73780a5a242af9221c7131bbe9efa,,4
dune,"october 1, 2021","Taking over the release date slot of The Batman on October 1, 2021.",45d73780a5a242af9221c7131bbe9efa,,4
dune,no time to die,Avoiding competition with No Time to Die.,45d73780a5a242af9221c7131bbe9efa,,4
dune,hbo max,"Available on HBO Max starting on the evening of October 21, 2021.",45d73780a5a242af9221c7131bbe9efa,,4
dune,us and canada,"In the US and Canada, the film made $41 million in its opening weekend from 4,125 theaters.",7364d097f2c44bc1b7dd9e446f5ef7a9,,4
dune,$30–35 million,The film surpassed its projected opening weekend estimates of $30–35 million.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
godzilla vs. kong,dune,"For the highest opening weekend for Warner Bros. During the pandemic era, Dune bested the debut of Godzilla vs. Kong ($31.6 million).",7364d097f2c44bc1b7dd9e446f5ef7a9,,4
villeneuve,dune,Dune had the best opening of Villeneuve's career.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
"november 25, 2021",dune,"Dune became the second Warner Bros. Film of the pandemic era to cross $100 million in the US and Canada on November 25, 2021.",7364d097f2c44bc1b7dd9e446f5ef7a9,,4
dune,russia and cis,The film grossed $8.9 million in Russia and CIS.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
france,dune,The film grossed $7.2 million in France.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
germany,dune,The film grossed $4.4 million in Germany.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
taiwan,dune,The film grossed $3.4 million in Taiwan.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
italy,dune,The film grossed $2.5 million in Italy.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
spain,dune,The film grossed $2.4 million in Spain.,7364d097f2c44bc1b7dd9e446f5ef7a9,,4
dune,warner brothers,"In China, Dune opened to a $21.6 million weekend according to estimates by Warner Brothers, ranking second on the country's box office behind The Battle at Lake Changjin.",4319cfc92efd49f79b0537d49b2b873e,,4
dune,imax,"After its return to IMAX for a week on December 2, the film earned an estimated $1.8 million during the weekend, primarily due to earning around $1 million from IMAX.",4319cfc92efd49f79b0537d49b2b873e,,4
dune,china,"In China, Dune opened to a $21.6 million weekend according to estimates by Warner Brothers, ranking second on the country's box office behind The Battle at Lake Changjin. It also fell by 78% to about $5 million in China, dropping to the third rank.",4319cfc92efd49f79b0537d49b2b873e,,4
dune,the battle at lake changjin,"In China, Dune opened to a $21.6 million weekend according to estimates by Warner Brothers, ranking second on the country's box office behind The Battle at Lake Changjin.",4319cfc92efd49f79b0537d49b2b873e,,4
dune,australia,"Dune debuted atop the box office chart in Australia, earning $3.4 million in the opening weekend.",4319cfc92efd49f79b0537d49b2b873e,,4
china,the battle at lake changjin,"In China, The Battle at Lake Changjin ranked ahead of Dune with an estimated $25.3 million weekend according to estimates by Universal Pictures.",4319cfc92efd49f79b0537d49b2b873e,,4
dune,most-watched film overall in the united states,"According to TV Time, it was the most-watched film overall in the United States from the first to the third week of its release consecutively, before dropping to the sixth rank in its fourth week.",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,streamed in 5.3 million households in the us,"By March 20, the film was streamed in 5.3 million households in the US, including 996,000 since the Oscar nomination announcements on February 8.",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,ranked seventh on google play,"After its release on PVOD services, Dune debuted at the second position on iTunes and Vudu charts and was ranked seventh on Google Play.",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,ranked fifth on vudu chart,"After falling out of the charts for two weeks, it rose to the tenth position on iTunes, seventh position on Google Play, and the fifth position on Vudu.",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,film rose to the third rank on tv time's chart in the final week of its availability.,It was the third rank on TV Time's chart in the final week of its availability.,31ba6f0b2a594a499bfe63585b5ad915,,4
dune,9.3 million us households watched the film within its first 30 days of release.,"According to Samba TV, 3.9 million US households watched the film within its first 30 days of release.",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,over 1.9 million us households during its first three days of release.,"According to Samba TV, the film was watched in over 1.9 million US households during its first three days of release,",31ba6f0b2a594a499bfe63585b5ad915,,4
dune,visually thrilling adaptation,"This visually thrilling adaptation, based on the epic science fiction novel by Frank Herbert, tells the story of Paul Atreides (Timothée Chalamet), a brilliant and young prince, as he leads his tribe in a fight for survival against horrible sandworms and traitorous nobles.",55210cf00b274c24a639f896748b578b,,4
dune,83% of 514 critics' reviews are positive,The popular review aggregator website Rotten Tomatoes has given the film Dune a positivity rating of 83% based on 514 reviews by film critics.,55210cf00b274c24a639f896748b578b,,4
dune,source material,"The movie adaptation of Dune, directed by Denis Villeneuve, is largely faithful to Frank Herbert's classic novel of the same name.",55210cf00b274c24a639f896748b578b,,4
dune,weighted average score of 74 out of 100,"Metacritic, a website that aggregates film reviews from critics around the world, has given Dune a weighted average score of 74 out of 100 based on 68 reviews.",55210cf00b274c24a639f896748b578b,,4
dune,a- grade,Audiences who saw the movie Dune at its premiere rated it with an average grade of 'A-' on an A+ to F scale.,55210cf00b274c24a639f896748b578b,,4
dune,frank herbert's novel,"The movie Dune is an adaptation of the popular science fiction novel by Frank Herbert, published in 1965.",55210cf00b274c24a639f896748b578b,,4
83%,rotten tomatoes,"As of October 2021, over 83% of the reviews on Rotten Tomatoes for the movie Dune have been positive.",55210cf00b274c24a639f896748b578b,,4
dune,generally favorable reviews,Metacritic's assessment of Dune is that it has received 'generally favorable reviews.',55210cf00b274c24a639f896748b578b,,4
dune,consensus reads,"According to Rotten Tomatoes, the consensus for the movie Dune is: 'Dune occasionally struggles with its unwieldy source material, but those issues are largely overshadowed by the scope and ambition of this visually thrilling adaptation.'",55210cf00b274c24a639f896748b578b,,4
timothée chalamet,brilliant and young prince paul atreides,"In the movie Dune, Timothée Chalamet plays the role of a brilliant and young prince named Paul Atreides.",55210cf00b274c24a639f896748b578b,,4
dune,science fiction novel by frank herbert,"The movie Dune is based on the science fiction novel of the same name, written by Frank Herbert and published in 1965.",55210cf00b274c24a639f896748b578b,,4
dune,epic,The movie adaptation of Dune is an epic science fiction film directed by Denis Villeneuve.,55210cf00b274c24a639f896748b578b,,4
villeneuve's style,david lynch's style,"Justin Chang, from the Los Angeles Times, preferred David Lynch's style over Villeneuve's style in terms of having 'feverish, pustular imagery'. However, Chang still praised Villeneuve's production values as being monochromatic.",43a8b50673714ea6be494d8428734d5c,,4
ending,ending,"Justin Chang deemed the ending to be 'abrupt, unsatisfying'. No other reviewers commented on this aspect.",43a8b50673714ea6be494d8428734d5c,,4
action sequences,tension regarding anticipation of action sequences,"Justin Chang mentioned that the plot had tension regarding anticipation of action sequences, which he thought were directed well.",43a8b50673714ea6be494d8428734d5c,,4
women,increased role of women in the story,Justin Chang praised the plot for increasing the role of women in the story.,43a8b50673714ea6be494d8428734d5c,,4
exposition,little exposition,"Leah Greenblatt mentioned that Dune had little exposition, while Manohla Dargis opined that Villeneuve had attempted to be faithful to the source material but also felt that Villeneuve was trying to satisfy the demands of the contemporary film industry.",43a8b50673714ea6be494d8428734d5c,,4
performances,highlighted chalamet and isaac's performances,"Leah Greenblatt highlighted Chalamet and Isaac's performances in her review, while Manohla Dargis admired the production values and worldbuilding in hers.",43a8b50673714ea6be494d8428734d5c,,4
jokes,did not appreciate the jokes,Leah Greenblatt did not appreciate the jokes in her review.,43a8b50673714ea6be494d8428734d5c,,4
pacing,appropriate to establish worldbuilding,"Manohla Dargis opined that Villeneuve had attempted to be faithful to the source material and felt that the pacing was appropriate to establish the latter, while Justin Chang appreciated the production values and worldbuilding.",43a8b50673714ea6be494d8428734d5c,,4
dune part i,presumptuous,"Owen Gleiberman's review in Variety labeled the use of 'Part I' in the film's title as presumptuous, comparing it to how other film franchises advertise future installments.",7e0e64fcc1d141689e6312e6b4325b8c,,4
storytelling,undermined,Owen Gleiberman in his review for Variety stated that the extensive focus on worldbuilding in 'Dune' had undermined the storytelling.,7e0e64fcc1d141689e6312e6b4325b8c,,4
title,presumptuous,Owen Gleiberman's review in Variety used the term 'presumptuous' to describe the use of 'Part I' in the film's title.,7e0e64fcc1d141689e6312e6b4325b8c,,4
story,disengages,"Gleiberman mentioned in his review for Variety that as the movie begins to run out of tricks, it turns woozy and amorphous, disengaging him from the story.",7e0e64fcc1d141689e6312e6b4325b8c,,4
spectacles,disengages,"Gleiberman also mentioned in his review for Variety that the spectacles, including the sandworm and ornithopter sequences, disengaged him from the story.",7e0e64fcc1d141689e6312e6b4325b8c,,4
story,mood piece,Steve Pond in his review for TheWrap referred to the film's dark tone as a tonal deviation but also allowed it to be 'giant mood piece that can be exhilarating in its dark beauty'.,7e0e64fcc1d141689e6312e6b4325b8c,,4
production design,positive elements,Pond appreciated the production design and scope as positive elements in his review for TheWrap.,7e0e64fcc1d141689e6312e6b4325b8c,,4
action sequences,enjoyed,Pond enjoyed the action sequences on Arrakis in his review for TheWrap.,7e0e64fcc1d141689e6312e6b4325b8c,,4
dune part i,darker tone,Hadadi's review in Vulture noted that the use of 'Part I' in the film's title remained consistent with its darker tone.,7e0e64fcc1d141689e6312e6b4325b8c,,4
film,flattened,Hadadi criticized the way the film flattened the cultural and religious complexities of the book and opted for a more generic portrayal of people of color without specific representation from Middle Eastern or North African (MENA) actors.,7e0e64fcc1d141689e6312e6b4325b8c,,4
orientalism,film,"Some commentators perceived the film to have neglected and appropriated Arabian and Islamic elements, reducing them to 'exotic aesthetics' and 'broad abstractions', leading to accusations of Orientalism.",de976d8b5c9c4e0cbb00f5918bd9db15,,4
film,lack of mena actors,"Serena Rasoul, founder of Muslim Casting, wanted more representation for MENA actors but acknowledged the film's overall diversity. However, she labelled the lack of MENA actors an 'erasure'.",de976d8b5c9c4e0cbb00f5918bd9db15,,4
film,exclusion of mena actors,"Ali Karjoo-Ravary, an Assistant Professor of Islamic Studies at Bucknell University, felt that the casting of African actors excluded MENA actors and that characters portrayed by African people felt 'ultimately empty' as they had died or were not as developed as Paul and Lady Jessica.",de976d8b5c9c4e0cbb00f5918bd9db15,,4
dune,nominated for ten academy awards,Dune was nominated for ten Academy Awards in recognition of its artistic and technical merits.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won six academy awards,"In the 94th Academy Awards ceremony, Dune won six prestigious awards in various categories, including Best Original Score, Best Cinematography, and Best Production Design.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for three golden globe awards,"Along with the Academy Awards, Dune also received nominations in three categories at the 79th Golden Globe Awards.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one golden globe award,"At the same awards ceremony where it was also nominated, Dune took home the award for Best Original Score - Motion Picture.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for eleven british academy film awards,The British Academy of Film and Television Arts (BAFTA) also recognized Dune's excellence by nominating it in eleven different categories.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won five british academy film awards,"At the 75th edition of the BAFTA Awards, Dune walked away with a total of five awards, including Best Cinematography, Best Production Design, and Best Original Score.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for ten critics' choice movie awards,Several critics' organizations also showered Dune with nominations across various categories at their annual awards events.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won three critics' choice movie awards,"At the 28th edition of the Critics' Choice Movie Awards, Dune received three prestigious awards for its outstanding visual effects, cinematography, and editing.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for two aacta international awards,The Australian Academy of Cinema and Television Arts (AACTA) recognized Dune's artistic excellence by nominating it in two different categories at the 7th edition of their awards.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one aacta international award,"In recognition of its outstanding cinematography, Dune won an award at the 7th edition of the AACTA International Awards.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for ten satellite awards,"The Satellite Awards, presented by the International Press Academy, also recognized Dune's artistic merits by nominating it in ten different categories.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won five satellite awards,"At the 26th edition of the Satellite Awards, Dune received a total of five awards, including Best Motion Picture - Drama and Best Cinematography.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for one grammy award,The Recording Academy also recognized Dune's exceptional musical score by nominating it in the category of Best Score Soundtrack for Visual Media.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one hollywood music in media awards,The Hollywood Music in Media Awards also recognized Dune's outstanding musical score by presenting it with an award in the category of Best Original Score - Feature Film.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for four people's choice awards,Several popular culture awards shows also recognized Dune's artistic excellence by nominating it in four different categories.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one people's choice award,"At the 48th edition of the People's Choice Awards, Dune won an award in recognition of its outstanding cinematography.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for one screen actors guild awards,The Screen Actors Guild also recognized Dune's artistic merits by nominating it in the category of Outstanding Performance by a Cast in a Motion Picture.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for three dorian awards,The Society of Queer Entertainment recognized Dune's artistic excellence by nominating it in three different categories at their annual awards event.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one dorian award,"At the 36th edition of the Dorian Awards, Dune won an award in recognition of its outstanding cinematography.",13d35977b72e4ee6a208f15757b8a8a2,,4
dune,nominated for one nickelodeon kids' choice award,The Nickelodeon Kids' Choice Awards also recognized Dune's artistic excellence by nominating it in the category of Favorite Movie.,13d35977b72e4ee6a208f15757b8a8a2,,4
dune,won one movieguide award,"The MovieGuide Awards, presented by the Christian Film & Television Commission, also recognized Dune's artistic excellence by presenting it with an award in recognition of its outstanding cinematography.",13d35977b72e4ee6a208f15757b8a8a2,,4
kara kennedy,some parts of the movie,"Are very faithful to the source material, according to Kara Kennedy.",a6203657155847908b5e8fa92add6a5e,,4
frank jacob,the film's orientalization of the fremen,"Is stronger than Lynch's film adaptation, as pointed out by Frank Jacob.",a6203657155847908b5e8fa92add6a5e,,4
edwardo pérez,paul's nature,"According to Edwardo Pérez, contributes to his initial androgynous nature in the movie.",a6203657155847908b5e8fa92add6a5e,,4
