node_1,node_2,edge,chunk_id,node_3,node_4,node_5,node_6,count
interior of arkham state hospital,white wall,"In the first and last scenes of the film, a white wall is shown inside Arkham State Hospital. This wall creates an enigmatic visual contrast with the dirty yellow wall seen in another scene, possibly implying that Arthur Fleck was not actually in hospital the entire time, or that there is some sort of ambiguity or confusion surrounding his whereabouts.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
interior of arkham state hospital,dirty yellow wall,"In a scene of the film, Arthur runs with a medical report while being pursued by the security guards. During this chase sequence, a wall inside Arkham State Hospital is shown to be dirty yellow in color.",96c4ca3a1adc48288f82e94c7ddc5813,,,,,4
arthur,little tramp,One of the most important inspirations for Arthur's behavior came from the Little Tramp in Modern Times (1936).,fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
arthur,charlie chaplin,Arthur's 'ridiculous' movement was inspired by Charlie Chaplin.,fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
arthur's dance,ray bolger,"Arthur's dance was influenced by that of Ray Bolger,",fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
the scarecrow in the wizard of oz (1939),arthur,Arthur's gesture of making a smile from two fingers was from the Scarecrow in The Wizard of Oz (1939).,fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
joker,arthur's normal face,"Phillips identified Arthur's normal face as being his 'real mask', while Joker served as his true personality,",fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
book about political assassinations,arthur,Joaquin Phoenix read a book about political assassinations so he could understand killers and their motivations.,fa96cb7f00104d54b04bac59a5aabd4c,,,,,4
arthur fleck,handmade and realistic,Nicki Ledermann and Kay Georgiou tried to portray Arthur as handmade and realistic.,58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck,unwashed hair,Georgiou designated Arthur as a man with unwashed hair.,58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck's costume,"aged, overdyed and distressed","Arthur's costumes were matched to look 'aged, overdyed and distressed' through wearing him with cheap polyester pants and an acrylic sweater.",58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck's costume color,juvenile mode,Bridges explained Arthur's costume color started from a 'juvenile mode'.,58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck's costume color,tones of the film,Bridges explained Arthur's costume color started from a 'juvenile mode' and later changing to align with the tone of the film.,58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck's hooded jacket,childish concept,"In the first scene, Arthur's 'too small' hooded jacket and white socks emphasizes the childish concept, being a reflection of him living with his mother Penny, with her calling him 'my little boy',",58ab01bc076141228cf6138eb80c583b,,,,,4
arthur fleck,charlie chaplin,The influence of Charlie Chaplin.,58ab01bc076141228cf6138eb80c583b,,,,,4
joker suit,original batman series' joker suit,"In this film, the design of the Joker's suit was changed from the one in the original Batman series. The new suit had different colors compared to previous films.",00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
joker suit,terracotta-colored suit (script),"The color of the Joker's suit in the script was set to terracotta, but it was changed to red by costume designer Mark Bridges to give 'more expressive' emotion.",00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
joker suit,philips' intention,The change in the color of the Joker's suit was a result of director Todd Phillips' intention to not want to be 'connected to anything else'.,00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
joker makeup,"classic, antique feel","The Joker's clown makeup was drawn with a classic, antique feel, with darker colors and tones and menacing eyebrows.",00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
joker,arthur,"After turning Arthur into Joker, his design was also changed.",00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
composer,phillips,"Hildur worked on the Joker score alongside the score for the drama miniseries Chernobyl; she met with Phillips, who 'had a lot of strong ideas' about how he thought the score should sound.",00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
script,original batman series',The design of the Joker's suit in this film was changed from the one in the original Batman series (script).,00eb9f7e40bb4fa6a6291069d59b466a,,,,,4
hildur's music,best original score,"won numerous awards including an Academy Award, a Satellite Award, a Saturn Award, the Hollywood Music in Media Awards (HMMA) and the Golden Globe Award for Best Original Score, with the latter making her the first woman to win as a solo composer in that category.",142d75e757824b88b002102c17d5d898,,,,,4
the song,"""rock and roll part 2"" ","generated controversy when it was reported that its singer, convicted child sex offender Gary Glitter, would receive royalties,",142d75e757824b88b002102c17d5d898,,,,,4
the song,"""rock and roll part 2"" ",but it was later confirmed he would not since he had long since sold the rights.,142d75e757824b88b002102c17d5d898,,,,,4
phillips,joker,Phillips promoted Joker by posting on set photos on his Instagram account.,e5822cb071c2475d83c556692812b641,,,,,4
phoenix,joker,"Phillips released test footage of Phoenix in-costume as the Joker, with 'Laughing' by The Guess Who accompanying the footage.",e5822cb071c2475d83c556692812b641,,,,,4
phoenix,joker,"In the trailer for the film, Phoenix is seen in-costume as the Joker and his performance is compared to that of Taxi Driver and Requiem for a Dream.",e5822cb071c2475d83c556692812b641,,,,,4
joker,dark and gritty,The trailer for the film appears more like a psychological thriller than a comic book film.,e5822cb071c2475d83c556692812b641,,,,,4
joker,smile,The trailer prominently features the song 'Smile' performed by Jimmy Durante.,e5822cb071c2475d83c556692812b641,,,,,4
phillips,trailer,Phillips unveiled the first trailer for the film at CinemaCon.,e5822cb071c2475d83c556692812b641,,,,,4
joker,mark hamill,Actor Mark Hamill expressed enthusiasm about the Joker's portrayal in the trailer.,e5822cb071c2475d83c556692812b641,,,,,4
trailer,views,The trailer received over eight million views in a few hours of release.,e5822cb071c2475d83c556692812b641,,,,,4
trailer,too little information,Writer Germain Lussier felt that the trailer revealed too little information.,e5822cb071c2475d83c556692812b641,,,,,4
joker,warner bros.,"Joker, directed by Todd Phillips and distributed by Warner Bros., was released theatrically by Warner Bros. Pictures on October 4, 2019.",d306689481f8435f8a19bac77c0d813f,,,,,4
venice international film festival,joker,"Joker had its world premiere at the 76th Venice International Film Festival on August 31, 2019.",d306689481f8435f8a19bac77c0d813f,,,,,4
toronto international film festival,joker,"Joker also screened at the Toronto International Film Festival on September 9, 2019.",d306689481f8435f8a19bac77c0d813f,,,,,4
president donald trump,joker,"The film was screened at the White House for President Donald Trump on November 16, 2019, and he reportedly enjoyed it.",d306689481f8435f8a19bac77c0d813f,,,,,4
70mm film,joker,"Some theaters released this movie on 70mm film, by original intention of the movie's director.",d306689481f8435f8a19bac77c0d813f,,,,,4
warner bros. pictures,negative critics on joker for promotion,"Following its nominations at various awards shows, Warner Bros. Pictures scheduled to rerelease the movie in theaters across North America, beginning on January 17, 2020.",d306689481f8435f8a19bac77c0d813f,,,,,4
joker,the dark knight rises (2012),"The film did not play at the Aurora, Colorado movie theater where the 2012 mass shooting occurred during a screening of The Dark Knight Rises (2012).",b72f5a4c85c841cfb80174a22c450f48,,,,,4
joker,"aurora, colorado movie theater","The film did not play at the Aurora, Colorado movie theater where the 2012 mass shooting occurred during a screening of The Dark Knight Rises (2012).",b72f5a4c85c841cfb80174a22c450f48,,,,,4
joker,"three families of victims, as well as the mother of a witness",These individuals signed a letter to Warner Bros. With the request.,b72f5a4c85c841cfb80174a22c450f48,,,,,4
landmark theaters,joker costumes,Landmark Theaters prohibited moviegoers from wearing Joker costumes during its run.,b72f5a4c85c841cfb80174a22c450f48,,,,,4
"los angeles police department, new york city police department",joker screenings,"These departments increased police visibility at area theaters, though they did not receive 'any specific threat'.",b72f5a4c85c841cfb80174a22c450f48,,,,,4
screenings of joker,no reports of violent incidents,Concluded with no reports of violent incidents.,b72f5a4c85c841cfb80174a22c450f48,,,,,4
joker,highest-grossing film of 2019,"In the United States and Canada, Joker grossed $335.5 million in 2019, making it the sixth-highest-grossing film of that year. This surpasses many other major releases from 2019 such as Avengers: Endgame, The Lion King, and Frozen II.",9122472b645b420ea257d64d45d4d86c,,,,,4
joker,second highest-grossing r-rated film of all time,"As of 2021, Joker is the second highest-grossing R-rated film in history, with a worldwide gross of $1.079 billion.",9122472b645b420ea257d64d45d4d86c,,,,,4
joker,most profitable film based on a comic book,"Given its small budget and little decline in week-to-week grosses during its theatrical run, Joker is considered the most profitable film based on a comic book according to Deadline Hollywood's estimates. This title was previously held by Deadpool (2016).",9122472b645b420ea257d64d45d4d86c,,,,,4
joker,first and only r-rated film to pass the billion-dollar mark until deadpool & wolverine in 2024,"At the time of its release, Joker was the first and only R-rated film to gross over $1 billion worldwide. This title was retained by Joker until the release of Deadpool 3 (expected in 2024), which will also feature Wolverine.",9122472b645b420ea257d64d45d4d86c,,,,,4
joker,small budget,"Compared to other major studio releases, Joker had a relatively small production budget. This factor contributed significantly to the film's profitability, as estimated by Deadline Hollywood.",9122472b645b420ea257d64d45d4d86c,,,,,4
joker,october release,"Joker is the first October release to open to over $100 million, surpassing the record set by Venom (2018).",7ce635b7af244a41852585133ea7579b,,,,,4
joker,r-rated film,Atom Tickets announced pre-sale totals for Joker were outpacing those of other R-rated films such as Venom and It Chapter Two.,7ce635b7af244a41852585133ea7579b,,,,,4
joker,blockbuster movie,BoxOffice magazine analyst Shawn Robbins predicted Joker could gross $60–90 million during its opening weekend in North America and potentially become the first October release to open to over $100 million.,7ce635b7af244a41852585133ea7579b,,,,,4
joker,comedy genre,BoxOffice's senior media analyst Paul Dergarabedian suggested that Joker would open closer to $50 million because it is not a 'typical comic-book movie'.,7ce635b7af244a41852585133ea7579b,,,,,4
joker,horror genre,Atom Tickets announced pre-sale totals for Joker were outpacing those of other horror films such as It Chapter Two.,7ce635b7af244a41852585133ea7579b,,,,,4
venom,october release,Joker surpassed the October record set by Venom (2018).,7ce635b7af244a41852585133ea7579b,,,,,4
it chapter two,blockbuster movie,Atom Tickets announced pre-sale totals for Joker were outpacing those of It Chapter Two.,7ce635b7af244a41852585133ea7579b,,,,,4
joker,highest domestic gross for an r-rated film,"After 155 days, Joker's American theatrical run wrapped up on March 5, 2020, with a final gross of $355.5 million, making it the fourth-highest domestic gross for an R-rated film, behind The Passion of the Christ (2004), Deadpool and American Sniper (2014).",6b482fe74be6409ba46f2710505fb922,,,,,4
joker,biggest october opening weekend,"It went on to break Venom's record for having the biggest October opening weekend, finishing with a domestic total of $96.2 million.",6b482fe74be6409ba46f2710505fb922,,,,,4
joker,fourth-largest debut for an r-rated film of all time,"The film set career records for Phoenix, Phillips and De Niro and was the fourth-largest debut for an R-rated film of all time.",6b482fe74be6409ba46f2710505fb922,,,,,4
joker,second weekend,"In its second weekend, the film fell just 41.8% to $55.9 million, remaining in first and marking the best second-weekend October total (besting Gravity (2013)'s $43.1 million in 2013).",6b482fe74be6409ba46f2710505fb922,,,,,4
joker,third weekend,It made $29.2 million in its third weekend.,6b482fe74be6409ba46f2710505fb922,,,,,4
joker,fourth weekend,"It made $19.2 million in its fourth weekend, finishing second behind Maleficent: Mistress of Evil both times.",6b482fe74be6409ba46f2710505fb922,,,,,4
worldwide debut,approximately $155 million,The film was projected to debut worldwide to around $155 million.,2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
overseas territories,around $75 million,The film was projected to debut in 73 overseas territories and earn approximately $75 million.,2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
first day,$5.4 million,"On its first day, the film made $5.4 million from four countries.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
second day,$18.7 million,"On its second day, the film made $18.7 million from 47 countries.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
worldwide opening,$234 million,"After two days, the film had grossed a total of $234 million worldwide.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
south korea,$16.3 million,The film made a record-breaking $16.3 million in South Korea.,2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
united kingdom,$14.8 million,The film grossed $14.8 million in the United Kingdom.,2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
mexico,$13.1 million,"In Mexico, the film earned $13.1 million.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
japan,$7 million,The film grossed $7 million in Japan.,2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
$125.7 million,internationally,"During its second weekend, the film grossed an additional $125.7 million internationally.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
$77.9 million,in its third weekend,"The film continued to perform well in its third weekend, earning $77.9 million.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
$47.8 million,internationally,"During its fourth weekend, the film grossed $47.8 million internationally.",2346a8f7f4104c919b3d3b0248ca2b99,,,,,4
joker,rotten tomatoes,Joker holds an approval rating of 69% based on 601 reviews on the review aggregator Rotten Tomatoes.,55d9eaa8c997422cb428d3a33ea70d81,,,,,4
joker,approval rating,Joker holds an approval rating of 69%.,55d9eaa8c997422cb428d3a33ea70d81,,,,,4
joker,average rating,Joker has an average rating of 7.3/10.,55d9eaa8c997422cb428d3a33ea70d81,,,,,4
critical consensus,joker,"The critical consensus for Joker is ""Joker gives its infamous central character a chillingly plausible origin story that serves as a brilliant showcase for its star – and a dark evolution for comics-inspired cinema"". ",55d9eaa8c997422cb428d3a33ea70d81,,,,,4
metacritic,joker,Metacritic assigned Joker a score of 59 out of 100 based on 60 critics.,55d9eaa8c997422cb428d3a33ea70d81,,,,,4
joker,joaquin phoenix's mesmerizingly physical portrayal of a man who would be king,Mark Kermode of The Observer rated the film 4 out of 5 stars and stated that Joker has an ace card in the form of Joaquin Phoenix's mesmerizingly physical portrayal of a man who would be king.,86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,engrossing character study,"According to Jim Vejvoda from IGN, Joker 'would work just as well as an engrossing character study without any of its DC Comics trappings; that it just so happens to be a brilliant Batman-universe movie is icing on the Batfan cake'.",86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,oscar-worthy performance,Xan Brooks from The Observer described Joaquin Phoenix's performance as the Joker in Joker as 'Oscar-worthy'.,86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,mentally ill geek,Phoenix's character in Joker is described by Variety's Owen Gleiberman as a 'mentally ill geek'.,86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,killer-clown joker,"According to Variety's Owen Gleiberman, Phillips' neo-Taxi Driver knockout 'expresses what's happening in the real world' by featuring Phoenix as the killer-clown Joker.",86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,neo-taxi driver knockout,"The Hollywood Reporter's Peter Debruge refers to Joker as a 'neo-Taxi Driver knockout', comparing it to Martin Scorsese's Taxi Driver.",86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,todd phillips' joker,"In his review for The Guardian, Peter Bradshaw describes Joker as 'a brilliantly unnerving study of a man on the edge by Todd Phillips'.",86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,gloriously daring and explosive,Xan Brooks from The Observer calls Joker 'gloriously daring and explosive'.,86281a3e1fb84f6cafeb7bc7b1c1b471,,,,,4
joker,derivative,Glenn Kenny of RogerEbert.com criticized the social commentary in Joker and described the film as too derivative.,abfd331fbdab4154aa0758c9cd5f0331,,,,,4
joker,self-importance,Kenny also believed that the film's focus was 'less in entertainment than in generating self-importance',abfd331fbdab4154aa0758c9cd5f0331,,,,,4
joker,phoenix's performance,Both David Ehrlich of IndieWire and Onmanorama's Sajesh Mohan praised Joaquin Phoenix's performance in Joker.,abfd331fbdab4154aa0758c9cd5f0331,,,,,4
joker,toxic,David Ehrlich of IndieWire described the film as 'potentially toxic',abfd331fbdab4154aa0758c9cd5f0331,,,,,4
joker,exciting superhero movie,Ehrlich also called Joker 'the boldest and most exciting superhero movie since The Dark Knight',abfd331fbdab4154aa0758c9cd5f0331,,,,,4
phillips' direction,criticism,"Kenny criticized Todd Phillips' direction in Joker, finding it lacking.",abfd331fbdab4154aa0758c9cd5f0331,,,,,4
stephanie zacharek,phoenix's performance,"Zacharek labeled Phoenix's performance over-the-top in a negative review and felt that while Phillips tried to ""[give] us a movie all about the emptiness of our culture ... he's just offering a prime example of it""",fd337c887aef463e8237d53bde2e3754,,,,,4
phoenix's performance,joker,The Joker character portrayed by Phoenix in the movie 'Joker',fd337c887aef463e8237d53bde2e3754,,,,,4
zacharek,comic book character joker,Zacharek compared the sympathetic take on the Joker in the movie 'Joker' to the comic book character Joker,fd337c887aef463e8237d53bde2e3754,,,,,4
weldon,phillips' film,"Weldon felt that Phillips' film, which is referred to as 'Joker' in the context, lacked innovation and offered a phony philosophy",fd337c887aef463e8237d53bde2e3754,,,,,4
phoenix's performance,taxi driver,"Weldon described Joker as trying too hard to deviate from the comics and, as a result, coming off as an imitation of films like Taxi Driver",fd337c887aef463e8237d53bde2e3754,,,,,4
bradshaw,joker,Bradshaw called 'Joker' the most disappointing film of the year,fd337c887aef463e8237d53bde2e3754,,,,,4
phoenix's performance,phillips' first act,Bradshaw praised Phoenix's performance and Phillips' first act in 'Joker',fd337c887aef463e8237d53bde2e3754,,,,,4
zacharek,phillips' film,Zacharek criticized the political plot developments of Phillips' film,fd337c887aef463e8237d53bde2e3754,,,,,4
phoenix's performance,scorsese films,Bradshaw found 'Joker' too derivative of various Scorsese films,fd337c887aef463e8237d53bde2e3754,,,,,4
joker generated positive responses from industry figures.,industry figures,The film received positive feedback from notable individuals in the entertainment industry.,82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
dc comics chief creative officer jim lee,joker generated positive responses from industry figures.,"Praised the film as 'intense, raw and soulful' and commended its adherence to the character despite deviations from source material.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
mark hamill,joker generated positive responses from industry figures.,Thought the film brilliantly reinvented the character and gave it '[two] thumbs up'.,82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
richard donner,joker generated positive responses from industry figures.,"Called the film 'brilliant', 'fascinating' and 'really well-written' and praised Phoenix's performance as 'genius'.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
michael moore,joker generated positive responses from industry figures.,Labeled the film a 'cinematic masterpiece' and warned against society's potential danger if it went unseen.,82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
josh brolin,the film's power,"According to the actor, people who have experienced trauma or understand true compassion will appreciate the film.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
vincent d'onofrio,joaquin phoenix's performance,"Commended the actor on Twitter, stating that he 'deserve[d] recognition for this performance'.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
jessica chastain,joaquin phoenix's performance,"Agreed with D'Onofrio's praise, calling it 'one of the greatest pieces of acting I've ever seen'.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
phoebe waller-bridge,the film,"Praised the movie, stating that its discomforting nature was due to its 'true, raw' portrayal.",82d85b04e2d647c2babdf2eb1867d8f1,,,,,4
joker,the dark knight,"Nobody would have thought they had a shot at a giant hit with Joker had The Dark Knight not been as massive as it was. I don't think anyone would have looked at that material and thought, 'Yeah, let's take [Taxi Driver's] Travis Bickle and [The King of Comedy's] Rupert Pupkin and conflate them, then trap him in a betrayal of the mentally ill and trot it out for a billion dollars'",e5d1fb1554b4430395c928991e783ee4,,,,,4
joker,taxi driver,Let's take [Taxi Driver's] Travis Bickle,e5d1fb1554b4430395c928991e783ee4,,,,,4
joker,the king of comedy,Let's take [The King of Comedy's] Rupert Pupkin,e5d1fb1554b4430395c928991e783ee4,,,,,4
joker,violence,apparent way it celebrated violence,e5d1fb1554b4430395c928991e783ee4,,,,,4
phoenix,joker,played the Joker,e5d1fb1554b4430395c928991e783ee4,,,,,4
scott,phoenix,felt 'blown away' by Phoenix's performance in Joker,e5d1fb1554b4430395c928991e783ee4,,,,,4
scott,phoenix,felt that Phoenix was an 'amazing asset',e5d1fb1554b4430395c928991e783ee4,,,,,4
gleeson,phoenix,felt that Phoenix's performance in Joker was absolutely 'indelible' and one of the most magnificent achievements in cinema he has ever seen,e5d1fb1554b4430395c928991e783ee4,,,,,4
joker,golden lion,"In September 2019, Joker was awarded the Golden Lion, the festival's highest prize, at the 76th Venice International Film Festival.",f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,best picture,The film received overall eleven nominations (including Best Picture) from the Academy Awards ceremony.,f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,best actor,The film won the Best Actor (Phoenix) award at the 92nd Academy Awards.,f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,best original score,The film won the Best Original Score award at the 92nd Academy Awards and at the 77th Golden Globe Awards ceremony.,f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,golden globe awards,"The film was nominated for four awards at the 77th Golden Globe Awards ceremony, winning two.",f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,critics' choice awards,"The film was nominated for seven awards at the 25th Critics' Choice Awards, winning two.",f0dfcb76ee81447ab969c6b531986848,,,,,4
hildur guðnadóttir,best original score,Guðnadóttir became the first woman to win an original score Oscar since The Full Monty (1997) in 1998 for Joker's soundtrack.,f0dfcb76ee81447ab969c6b531986848,,,,,4
joker,british academy film awards,"The film won Best Actor in a Leading Role (Phoenix), Best Casting, and Best Original Music at the 73rd British Academy Film Awards.",f0dfcb76ee81447ab969c6b531986848,,,,,4
mental illness,joker,depiction of the Joker in Joker has been described as reminiscent of those who commit mass shootings and members of the incel community due to its themes of mental illness.,926422947dfe40119ae1210f956789f0,,,,,4
incel community,joker,"Christina Newland of The Guardian concludes that Fleck is not an incel, but writes that incels are likely to relate to him.",926422947dfe40119ae1210f956789f0,,,,,4
society's disregard,person like the joker,"Vejvoda, Hammond and Newland interpreted the film as a cautionary tale—society's disregard of those who are less fortunate will create a person like the Joker.",926422947dfe40119ae1210f956789f0,,,,,4
mass shooters,arthur fleck,"Stephen Kent, writing for the Washington Examiner, described Arthur Fleck as blending shared aspects of mass shooters and interpreted its message as a reminder that society is riddled with men like the Joker.",926422947dfe40119ae1210f956789f0,,,,,4
broken system,person like the joker,"Writing in People's World, Chauncey K. Robinson said the film 'walks a fine line between exploration and validation' of Joker's character and is 'ultimately an in-your-face examination of a broken system that creates its own monsters.'",926422947dfe40119ae1210f956789f0,,,,,4
joker's sympathetic portrayal,real-world violence,Some writers have expressed concern that Joker's sympathetic portrayal of a homicidal maniac could inspire real-world violence.,25f60359ed114b8eb67ab5ea0df4c774,,,,,4
white men who commit heinous crimes,joker's sympathetic portrayal,Richard Lawson found the film was too sympathetic towards 'white men who commit heinous crimes',25f60359ed114b8eb67ab5ea0df4c774,,,,,4
evils that are far more easily identifiable,joker's sympathetic portrayal,Richard Lawson found the sociopolitical ideologies represented in the film are 'evils that are far more easily identifiable',25f60359ed114b8eb67ab5ea0df4c774,,,,,4
"angry, paranoid, emotionally unstable young men",joker's sympathetic portrayal,"Jim Geraghty wrote he was 'worried that a certain segment of America's angry, paranoid, emotionally unstable young men will watch Joaquin Phoenix descending into madness and a desire to get back at society by hurting as many people as possible and exclaim, 'finally, somebody understands me!'",25f60359ed114b8eb67ab5ea0df4c774,,,,,4
joaquin phoenix,real-world violence,Some writers have expressed concern that Joker's sympathetic portrayal of a homicidal maniac could inspire real-world violence.,25f60359ed114b8eb67ab5ea0df4c774,,,,,4
joaquin phoenix,"angry, paranoid, emotionally unstable young men","Jim Geraghty wrote he was 'worried that a certain segment of America's angry, paranoid, emotionally unstable young men will watch Joaquin Phoenix descending into madness and a desire to get back at society by hurting as many people as possible and exclaim, 'finally, somebody understands me!'",25f60359ed114b8eb67ab5ea0df4c774,,,,,4
flecks,meek somnambulists,"Michael Shindler contends (drawing on insights from Sigmund Freud and Jacques Lacan) that it is for precisely that reason that the film will, if anything, preemptively quell real-world violence by rendering 'the Flecks of the world into meek somnambulists'",25f60359ed114b8eb67ab5ea0df4c774,,,,,4
adrian raine,film's depiction of psychology of a murderer,Adrian Raine described the film's depiction of the psychology of a murderer as 'a great educational tool' in an interview with Vanity Fair.,07734c644e644308bcc9c3b61c48dbee,,,,,4
kamran ahmed,factors in arthur's childhood such as parental abuse and loss and family history of mental illness,Kamran Ahmed highlighted the factors in Arthur's childhood such as parental abuse and loss and family history of mental illness in the genesis of his condition.,07734c644e644308bcc9c3b61c48dbee,,,,,4
arthur,mental disorders,American psychiatrist Imani Walker analyzed the Joker's apparent mental disorders and circumstances.,07734c644e644308bcc9c3b61c48dbee,,,,,4
society,real people,Imani Walker says of Arthur and others in poverty who have mental illness: 'We as a society don't even pretend that they're real people and that's what this movie is about. He never had a chance.',07734c644e644308bcc9c3b61c48dbee,,,,,4
mentally ill,dangerous,Forensic psychiatrist Ziv Cohen criticized the film as misrepresenting the mentally ill as violent.,07734c644e644308bcc9c3b61c48dbee,,,,,4
psychopathy,mental illness,"Ziv Cohen argued the film conflates psychopathy (a lack of conscience) with mental illness, thereby creating a false impression of the mentally ill as dangerous.",07734c644e644308bcc9c3b61c48dbee,,,,,4
joker,political film,"The director and co-screenwriter of Joker, Todd Phillips, has stated that Joker is 'certainly not a political film'.",fd9286502e7743778227e8f2ae8b8f76,,,,,4
discourse surrounding the film,joker,"The film's discussions regarding violence have led to a discourse about it, as expressed by Phillips.",fd9286502e7743778227e8f2ae8b8f76,,,,,4
far left,far right,"Phillips has commented on political backlash to the film, stating that 'the far left can sound like the far right when it suits their agenda'.",fd9286502e7743778227e8f2ae8b8f76,,,,,4
alison willmore,impossible and deliberately contradictory politics,Willmore wrote in Vulture that the film has 'impossible' and 'deliberately contradictory' politics.,fd9286502e7743778227e8f2ae8b8f76,,,,,4
beppe grillo,joker's makeup,"During a Five Star Movement event in October 2019, Italian comedian and politician Beppe Grillo gave a speech wearing the Joker's makeup.",24b34dc31e0145c7b1d4bc853fd133f3,,,,,4
yusuke kawai,joker costume,"Candidate for governor of Chiba Prefecture, appeared on NHK with a Joker costume in 2021.",24b34dc31e0145c7b1d4bc853fd133f3,,,,,4
ashekm,joker holding a molotov cocktail,"During the 17 October Revolution, a group of graffiti artists called Ashekm painted a mural of the Joker holding a Molotov cocktail.",24b34dc31e0145c7b1d4bc853fd133f3,,,,,4
statue,we are all clowns,"During the 2019–2022 Chilean protests, the phrase ""We are all clowns"", which is adopted by Gotham City protesters in the movie, was written at the foot of a statue.",24b34dc31e0145c7b1d4bc853fd133f3,,,,,4
protesters in hong kong,masks,"During the George Floyd protests, Argentine president Alberto Fernández compared the pictures of the protests to those seen in the film. In France, during the Yellow Vest Protests, firefighters donned Joker makeup holding placards.",24b34dc31e0145c7b1d4bc853fd133f3,,,,,4
