node_1,node_2,edge,chunk_id,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,count
courtesan au chocolat,mendl's,The signature courtesan au chocolat from Mendl's is a pastry in The Grand Budapest Hotel.,73befb3c56294685b7880629958f7eb6,,,,,,,,,4
religiousse,french dessert,The French dessert religieuse is similar to the signature courtesan au chocolat from Mendl's in The Grand Budapest Hotel.,73befb3c56294685b7880629958f7eb6,,,,,,,,,4
craftsmen,period filmmaking,"According to Ann Atkins, 'The beautiful thing about period filmmaking is that you're creating graphic design for a time before graphic designers existed, per se.'",73befb3c56294685b7880629958f7eb6,,,,,,,,,4
blacksmith,craftsmen,"According to Ann Atkins, 'In period filmmaking, the blacksmith designed the lettering in the cast iron gates'.",73befb3c56294685b7880629958f7eb6,,,,,,,,,4
glazier,craftsmen,"According to Ann Atkins, 'In period filmmaking, the glazier sculpted the lettering in the stained glass'.",73befb3c56294685b7880629958f7eb6,,,,,,,,,4
sign-painter,craftsmen,"According to Ann Atkins, 'In period filmmaking, the sign-painter drew the lettering for the shopfronts'.",73befb3c56294685b7880629958f7eb6,,,,,,,,,4
printer,craftsmen,"According to Ann Atkins, 'In period filmmaking, the printer chose the type blocks for the stationery'.",73befb3c56294685b7880629958f7eb6,,,,,,,,,4
veteran costume designer milena canonero,capturing essence of film's characters,Endeavored to capture the essence of the film's characters,0d9f9f4e77564e0492ac17d06867243d,,,,,,,,,4
distinct looks,filmmakers,gave,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
facial hair,men,distinguished,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
dapper style,men with facial hair,augmented,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
perfection and control,gustave's wardrobe,evoked,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
mexico-shaped facial birthmark,agatha,visualized,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
wheat blade in her hair,agatha,costumed,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
working-class stature,agatha,reflected,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
brightness of her pastries,agatha,reflected,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
silk velvet coat-and-gown-ensemble,madame,dressed,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
klimtesque handprint patterns,silk velvet coat-and-gown-ensemble,had,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
mink trim,silk velvet coat-and-gown-ensemble,had,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
fendi,gray astrakhan fur overcoat for norton's albert,developed,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
furs,assisted the needs of the shoot,loaned,64b4b65a623f4ff691ba7534f0386d6e,,,,,,,,,4
anderson,desplat,Anderson recruited Alexandre Desplat to compose the film's Russian folk-influenced score,a102128237794467a833b7be29bf0795,,,,,,,,,4
desplat,eastern european musical approach,Desplat felt his exposure to Anderson's idiosyncratic filmmaking style was integral to articulating an Eastern European musical approach for the film's score.,a102128237794467a833b7be29bf0795,,,,,,,,,4
balalaika,musical core,The balalaika formed the score's musical core.,a102128237794467a833b7be29bf0795,,,,,,,,,4
anderson,desplat,Anderson and music supervisor Randall Poster spent about six months consulting experts to hone their vision.,a102128237794467a833b7be29bf0795,,,,,,,,,4
desplat,fantastic mr. fox and moonrise kingdom,The scope of Desplat's responsibilities entailed differentiating The Grand Budapest Hotel's sprawling cast of characters with distinctive melodic themes and motifs.,a102128237794467a833b7be29bf0795,,,,,,,,,4
desplat,osipov state russian folk orchestra,Features sampled recordings and contributions from orchestras such as the Osipov State Russian Folk Orchestra,a102128237794467a833b7be29bf0795,,,,,,,,,4
nostalgia,anderson's repertoire,Nostalgia is a major theme in Anderson's repertoire.,af31f805bc464f36a790d4fea0776238,,,,,,,,,4
the grand budapest hotel universe,nostalgia,The Grand Budapest Hotel universe is envisioned with nostalgic yearning.,af31f805bc464f36a790d4fea0776238,,,,,,,,,4
characters,the grand budapest hotel universe,Characters perpetuate the 'illusion of a time where they don't belong',af31f805bc464f36a790d4fea0776238,,,,,,,,,4
tragedy,themes in interviews conducted during the press junkets,"Studies cite intertwining messages of tragedy, war, fascism, and nostalgia as the film's thematic center.",af31f805bc464f36a790d4fea0776238,,,,,,,,,4
nostalgia,tragedy,"One theory among critics suggests 'profound' subtext of the science of human memory within the film's nonlinear narrative structure, linked to nostalgia.",af31f805bc464f36a790d4fea0776238,,,,,,,,,4
collectivism,donna kornhaber,"According to the academic Donna Kornhaber, The Grand Budapest Hotel reinforces the increasingly dark subtext of collectivism defining late period Anderson films.",af31f805bc464f36a790d4fea0776238,,,,,,,,,4
anderson's sensibilities,the grand budapest hotel,"According to some critics, The Grand Budapest Hotel is an introspection of Anderson's sensibilities both as a writer and as a director.",af31f805bc464f36a790d4fea0776238,,,,,,,,,4
gustave,expertise,"embraces the flaws of his peers because he values their heart and effort, despite his own expertise.",428b76f076914890bcf9a544ed342596,,,,,,,,,4
gustave,contemptuous,is not because he recognizes that a scarred or crippled body deserves respect and compassion.,428b76f076914890bcf9a544ed342596,,,,,,,,,4
gustave,desire,"is not surprised by, implying that he does not judge it negatively.",428b76f076914890bcf9a544ed342596,,,,,,,,,4
gustave,anxiety,"is not surprised by, implying that he does not judge it negatively.",428b76f076914890bcf9a544ed342596,,,,,,,,,4
gustave,values,"shares with his staff and Zero, indicating a positive evaluation of their actions or traits.",428b76f076914890bcf9a544ed342596,,,,,,,,,4
the grand budapest hotel,narrative tones,The film's use of color accentuates narrative tones and conveys visual emphasis to the subject matter and passage of time.,5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
the grand budapest hotel,pre-war grand budapest scenes,"In pre-war Grand Budapest scenes, the film eschews Anderson's trademark pale yellow for a sharp palette of vibrant reds, pinks and purples.",5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
the grand budapest hotel,post-war grand budapest scenes,"Subdued beiges, orange, and pale blue characterize the visual palette of post-war Grand Budapest scenes.",5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
the grand budapest hotel,gradual tonal shift,"As the timeline forebodes impending war, sometimes in complete black-and-white in scenes exploring Zero's memory of wartime.",5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
kornhaber,mismatched pairing,Contends the focus on the dynamic of a mismatched pairing forms the crux of The Grand Budapest Hotel's central theme.,5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
gustave,zero friendship,"The unusual circumstance of the Gustave–Zero friendship seems to reflect an attachment to 'an idea of historical and cultural belonging that they find ultimately to be best expressed through one another', and by proxy, the two men discover a fundamental kinship through their shared esteem of the Grand Budapest.",5531907398a740e4914fb3fcffc5baaa,,,,,,,,,4
the grand budapest hotel,berlin international film festival,The Grand Budapest Hotel premiered in competition at the 64th Berlin International Film Festival.,eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
anderson,grand budapest hotel,Anderson's third film in competition at the festival was The Grand Budapest Hotel.,eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
glasgow film festival,the grand budapest hotel,The Grand Budapest Hotel headlined the 10th Glasgow Film Festival as the event's opening film.,eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
mendl's baked goods,instructional videos,Fox Searchlight used fan footage submitted to the producers for TV-commercial spots on cooking networks to create instructional videos detailing the creation of desserts mirroring Mendl's baked goods.,eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
prada,the grand budapest hotel,"In conjunction with their collaboration with Anderson, Prada showcased its capsule collection of custom luggage from in-store displays at the Berlin flagship store.",eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
zubrowkan culture,mock websites,Fox Searchlight created mock websites about Zubrowkan culture to promote The Grand Budapest Hotel.,eaae8ecf192140579212d6a9616554a0,,,,,,,,,4
the grand budapest hotel,france,"released in France on February 26, 2014",a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,germany,expanded to Germany,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,belgium,expanded to Belgium,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,united kingdom,expanded to the United Kingdom,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,united states,"released in a few US theaters as part of a month-long limited platform release, initially screening from four arthouse theaters in New York and Los Angeles",a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,fox searchlight,released by Fox Searchlight,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
murray,the grand budapest hotel,featured actor Bill Murray in the film,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
anderson,the grand budapest hotel,directed by Wes Anderson,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
dvd,the grand budapest hotel,"released on DVD and Blu-ray on June 17, 2014",a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
fox searchlight,dvd,released by Fox Searchlight,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
blu-ray,the grand budapest hotel,issued as a director-approved special edition Blu-ray and DVD releases,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
criterion collection,the grand budapest hotel,issued by The Criterion Collection,a9f9ca7a907045fa93aa7dc0eeb5bec7,,,,,,,,,4
the grand budapest hotel,highest-grossing film in the region,"In North America, The Grand Budapest Hotel finished its theatrical run as Wes Anderson's highest-grossing film.",a88f893bad984dc5a52b3c8bf38769ce,,,,,,,,,4
the grand budapest hotel,most lucrative market,"Germany was the most lucrative market for The Grand Budapest Hotel, and its link to that country boosted the film's box office performance.",a88f893bad984dc5a52b3c8bf38769ce,,,,,,,,,4
the grand budapest hotel,considered a surprise box office success,"In context, 'The Grand Budapest Hotel was considered a surprise box office success.'",a88f893bad984dc5a52b3c8bf38769ce,,,,,,,,,4
the grand budapest hotel,supercondriaque,"In France, during their opening weeks in February 2014, The Grand Budapest Hotel earned $2.8 million from 172 theaters and Supercondriaque earned a higher amount of $3.6 million from an unspecified number of theaters in Paris. This places Supercondriaque ahead of The Grand Budapest Hotel in terms of box office performance.",efbe5b50dd3d4d23a9bfd720c6d6c149,,,,,,,,,4
the grand budapest hotel,non-stop,"During their opening weeks in February 2014, The Grand Budapest Hotel earned $2.8 million from 172 theaters and Non-Stop earned a higher amount of $3.7 million from an unspecified number of theaters in France.",efbe5b50dd3d4d23a9bfd720c6d6c149,,,,,,,,,4
the grand budapest hotel,anderson-directed project,"As of March 24, 2014, The Grand Budapest Hotel was Anderson's highest-grossing film in France among his directorial works, with a total gross of $8.2 million.",efbe5b50dd3d4d23a9bfd720c6d6c149,,,,,,,,,4
the grand budapest hotel,paris,"In Paris during its opening week in February 2014, The Grand Budapest Hotel had the highest box office numbers among all films, with earnings of $169,550 from 27 theaters.",efbe5b50dd3d4d23a9bfd720c6d6c149,,,,,,,,,4
the grand budapest hotel,belgium,"earned $156,000 from 12 theaters in Belgium during the week of March 6",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,austria,"earned $162,000 from 29 theaters in Austria during the week of March 6",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,germany,"['earned $1.138\xa0million from 163 theaters in Germany during the week of March 6', 'increased 11 percent to $1.1\xa0million in Germany during the following weekend', 'earned $5.2\xa0million from German cinemas by the week of March 31']",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,united kingdom,"['top-three debut with £1.53\xa0million ($1.85\xa0million) from 284 theaters during its first week of UK general release', 'sustained box office momentum into the second week of UK general release with improved sales from an expanded theater presence', 'topped the national top ten with £1.27\xa0million ($1.55\xa0million) from 458 screens during its third week', 'earned $13.2 million in the UK after a month']",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,sweden,"had its first place debut with $498,108 during significant releases in Sweden toward the end of March",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,spain,earned $1 million during its third week of release in Spain,dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,south korea,"[""had the country's biggest specialty film opening ever with $622,109 from 162 cinemas during its first week of release in South Korea"", 'box office ballooned by 70 percent to $996,000 during its second week of release in South Korea']",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,australia,earned $1.8 million during its opening week elsewhere,dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,brazil,"earned $382,000 during its opening week elsewhere",dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,italy,earned $1 million during its opening week elsewhere,dc444c7b1f6b42b282da58027c52bdc6,,,,,,,,,4
the grand budapest hotel,australia,earned $1.8 million in,e7893e4dd29b44e0afce6975cb4269f9,,,,,,,,,4
the grand budapest hotel,brazil,"earned $382,000 in",e7893e4dd29b44e0afce6975cb4269f9,,,,,,,,,4
the grand budapest hotel,italy,earned $1 million in,e7893e4dd29b44e0afce6975cb4269f9,,,,,,,,,4
the grand budapest hotel,us box office success,"The Grand Budapest Hotel opened to a $202,792-per theater average from a four-theater $811,166 overall gross in the United States, breaking the record for most robust live-action limited release previously held by Paul Thomas Anderson's The Master (2012). This early box office success can be attributed to fading interest in films hoping to capitalize on Academy Awards prestige and its crossover appeal to younger, casual moviegoers.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
the grand budapest hotel,wes anderson-directed project with best us opening for an anderson-directed project to date.,"The Grand Budapest Hotel's $811,166 overall gross and $202,792-per theater average from a four-theater opening in the United States is the best US opening for an Anderson-directed project to date.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
the grand budapest hotel,"moonrise kingdom's $130,749 per-theater average.","The Grand Budapest Hotel's opening week performance, with a $202,792-per theater average from a four-theater release, exceeded Moonrise Kingdom's $130,749 per-theater average.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
the grand budapest hotel,north american cities with highest box office.,"The Grand Budapest Hotel had its most successful North American cities in New York, Los Angeles, San Francisco, Toronto, Washington, and Montreal.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
the grand budapest hotel,domestic gross of $50 million.,"By the end of March 2015, The Grand Budapest Hotel's domestic gross had surpassed $50 million.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
us box office success,live-action limited release previously held by paul thomas anderson's the master (2012).,"The Grand Budapest Hotel broke the record for most robust live-action limited release previously held by Paul Thomas Anderson's The Master (2012) in the United States with a $202,792-per theater average from a four-theater opening.",90d789db7a4f41aea0e22d3d45c5f0c3,,,,,,,,,4
mr. anderson,realist,"In this context, the term 'realist' is used to describe Mr. Anderson's perspective, implying that he views the world in a practical and unidealistic manner. The use of the term 'no realist' suggests that Mr. Anderson may not fully conform to this definition, potentially making him an ironic or sarcastic use of the term.",c4e7f9d8e8ab4cfd8166bcafc32f8979,,,,,,,,,4
history,horrors,"The context implies a relationship between history and horrors, suggesting that history is often associated with negative and distressing events. This could be interpreted as a thematic or narrative relationship in which history is presented as a series of frightening occurrences.",c4e7f9d8e8ab4cfd8166bcafc32f8979,,,,,,,,,4
graceful jokes,history,"The context implies that the movie transforms historical events into amusing and entertaining situations, suggesting a humorous or lighthearted interpretation of history. This could be interpreted as a thematic relationship in which the movie seeks to present historical events in an engaging and appealing way.",c4e7f9d8e8ab4cfd8166bcafc32f8979,,,,,,,,,4
mischievous gestures,history,"The context implies that the movie transforms historical events into playful or mischievous situations, suggesting a lighthearted and humorous interpretation of history. This could be interpreted as a thematic relationship in which the movie seeks to present historical events in an engaging and entertaining way.",c4e7f9d8e8ab4cfd8166bcafc32f8979,,,,,,,,,4
the grand budapest hotel,critical acclaim,received widespread critical acclaim and various critics selected the film in their end-of-2014 lists.,9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
the grand budapest hotel,greatest films of the twenty-first century,"appeared on professional rankings from BBC and IndieWire, based on retrospective appraisal",9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
a. o. scott,the new york times,The Grand Budapest Hotel[91],9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
the grand budapest hotel,anderson's expertise,"singled out the film's zany sensibility and Anderson's expertise for further praise,",9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
the grand budapest hotel,onscreen world,creation of a fanciful onscreen world which does not take itself too seriously.,9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
the grand budapest hotel,madcap adventure story,"a devotion to a ""kitschy adventure story that feels curiously weightless, at times even arbitrary"" undermined any thoughtful moral.",9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
the grand budapest hotel,emotional continuity,following a sequence of events that seemed to lack emotional continuity,9a6741f6523e47b9a52639967ebf194c,,,,,,,,,4
gustave,depth of other prolific heroes in the anderson canon,"reviewers described Gustave as lacking depth compared to other protagonists in Anderson's films, emblematic of a film that doesn't fully flesh out its core cast of characters.",1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
gustave,characterization in the grand budapest hotel,"reviewers had varying responses to characterization in the movie, with Gustave being described as a man 'of convincing feelings' and 'sweetly wistful'",1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
gustave,reviewers,"reviewers routinely mentioned the actors' performances, particularly Ralph Fiennes', in their reviews of The Grand Budapest Hotel",1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
ensemble,the grand budapest hotel ethos,journalists felt the ensemble brought The Grand Budapest Hotel ethos to life in comedic and dramatic moments,1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
ralph fiennes,reviewers',reviewers routinely mentioned Ralph Fiennes' performances in their reviews of The Grand Budapest Hotel,1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
ralph fiennes,journalists',journalists felt Ralph Fiennes brought The Grand Budapest Hotel ethos to life in comedic and dramatic moments,1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
fiennes' casting,the study of a reserved actor exhibiting the fullest extent of his emotional range,San Francisco Chronicle's Mick LaSalle believed Fiennes' casting was the study of a reserved actor exhibiting the fullest extent of his emotional range,1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
fiennes' performance,total perfection',reviewers called Fiennes' performance 'total perfection',1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
fiennes' performance,transformative',reviewers called Fiennes' performance 'transformative',1c1f15f01b4441e7b5ede161530fac11,,,,,,,,,4
the grand budapest hotel,wes anderson,The Grand Budapest Hotel is a film directed by Wes Anderson.,cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
92%,the grand budapest hotel,"As per the review aggregator website Rotten Tomatoes, 92% of critics have given the film a positive review based on 319 reviews.",cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
8.40,the grand budapest hotel,The average rating of the film on Rotten Tomatoes is 8.40 out of 10.,cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
rotten tomatoes,the grand budapest hotel,The review aggregator website Rotten Tomatoes has been used to determine the positive reviews and average rating of The Grand Budapest Hotel based on 319 reviews.,cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
critics consensus,the grand budapest hotel,"According to Rotten Tomatoes' critics consensus, The Grand Budapest Hotel is 'typically stylish but deceptively thoughtful'.",cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
metacritic,the grand budapest hotel,"As of [insert date], The Grand Budapest Hotel has an average score of 88 out of 100 on Metacritic, with 94% positive reviews based on 48 critics.",cff0823278054d2ab88bf58332e10fae,,,,,,,,,4
the grand budapest hotel,best picture,The film received a nomination for Best Picture at the Academy Awards.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
wes anderson,best director,Anderson was nominated for his direction of The Grand Budapest Hotel at the Academy Awards.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
the grand budapest hotel,best original screenplay,"The film received a nomination for Best Original Screenplay, written by Anderson and Kaulitzky at the Academy Awards.",7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
robert yeoman,best cinematography,Yeoman was nominated for his cinematography work on The Grand Budapest Hotel at the Academy Awards.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
andrew weisblum,best film editing,Weisblum was nominated for his editing work on The Grand Budapest Hotel at the Academy Awards.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
alexandre desplat,best original score,Desplat won the Academy Award for Best Original Score for his score in The Grand Budapest Hotel.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
"martin arnold, louise kazan, and valli o'reilly",best makeup and hairstyling,"Arnold, Kazan, and O'Reilly won the Academy Award for Best Makeup and Hairstyling for their work in The Grand Budapest Hotel.",7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
milena canonero,best costume design,Canonero won the Academy Award for Best Costume Design for her work in The Grand Budapest Hotel.,7160c72431d14e1d84879d523d02fe2a,,,,,,,,,4
the grand budapest hotel,excellence in writing,The Grand Budapest Hotel was a candidate for other awards for excellence in writing.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
the grand budapest hotel,excellence in acting,"The Grand Budapest Hotel was a candidate for other awards for excellence in acting, directing, and technical achievement.",7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
the grand budapest hotel,excellence in directing,"The Grand Budapest Hotel was a candidate for other awards for excellence in writing, acting, and directing.",7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
the grand budapest hotel,technical achievement,"The Grand Budapest Hotel was a candidate for other awards for excellence in writing, acting, and technical achievement.",7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
the grand budapest hotel,nominations such as the screen actors guild award,The Grand Budapest Hotel received nominations such as the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
the grand budapest hotel,césar award for best foreign film,The Grand Budapest Hotel received the César Award for Best Foreign Film.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
three critics' choice movie awards,the grand budapest hotel,The Grand Budapest Hotel won three Critics' Choice Movie Awards.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
five british academy film awards,the grand budapest hotel,The Grand Budapest Hotel won five British Academy Film Awards.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
golden globe in the category of best motion picture—musical or comedy,the grand budapest hotel,The Grand Budapest Hotel won a Golden Globe in the category of Best Motion Picture—Musical or Comedy.,7e2e17c87905485ca963a777d2cf1a47,,,,,,,,,4
