node_1,node_2,edge,chunk_id,sub_edges,count
logan,fourth-biggest x-men opening,"Earning a total of $88.4 million during its opening weekend, the film scored the fourth-biggest X-Men opening,",38e63d598ca54322ac386d8baf859779,,4
logan,third-biggest r-rated opening day,"On its opening day, the film scored the biggest R-rated March opening with $33.1 million,",38e63d598ca54322ac386d8baf859779,,4
logan,the lego batman movie,"Logan achieved the fifth-highest opening weekend for any 20th Century Fox film, trailing only behind Deadpool ($132.4 million), Star Wars: Episode III – Revenge of the Sith ($108.4 million), X-Men: The Last Stand ($102.7 million) and X-Men: Days of ",38e63d598ca54322ac386d8baf859779,,4
deadpool,x-men: days of future past,"Both Deadpool and X-Men: Days of Future Past are superhero films that fall under the genre of action and science fiction. While Deadpool is a standalone film, X-Men: Days of Future Past serves as the seventh installment in the X-Men film series. Both movies experienced commercial success, with Deadpool earning $132.4 million worldwide and X-Men: Days of Future Past making $90.8 million globally.",cad515685d1f4b4283e4d8dd7b125913,,4
deadpool,star wars: episode iii – revenge of the sith,"Both Deadpool and Star Wars: Episode III – Revenge of the Sith are blockbuster movies that had successful box office runs. While Deadpool is a superhero film, Star Wars: Episode III – Revenge of the Sith falls under the science fiction genre. Deadpool earned $132.4 million worldwide, and Star Wars: Episode III – Revenge of the Sith grossed $108.4 million globally.",cad515685d1f4b4283e4d8dd7b125913,,4
deadpool,x-men: the last stand,"Both Deadpool and X-Men: The Last Stand are superhero movies that fall under the genre of action and science fiction. While Deadpool is a standalone film, X-Men: The Last Stand is the third installment in the X-Men film series. Both movies experienced commercial success, with Deadpool earning $132.4 million worldwide and X-Men: The Last Stand making $102.7 million globally.",cad515685d1f4b4283e4d8dd7b125913,,4
star wars: episode iii – revenge of the sith,x-men: days of future past,"Both Star Wars: Episode III – Revenge of the Sith and X-Men: Days of Future Past are blockbuster movies that had successful box office runs. While Star Wars: Episode III – Revenge of the Sith falls under the science fiction genre, X-Men: Days of Future Past is a superhero film that also has elements of science fiction. Star Wars: Episode III – Revenge of the Sith grossed $108.4 million worldwide, and X-Men: Days of Future Past made $90.8 million globally.",cad515685d1f4b4283e4d8dd7b125913,,4
star wars: episode iii – revenge of the sith,x-men: the last stand,"Both Star Wars: Episode III – Revenge of the Sith and X-Men: The Last Stand are blockbuster movies that had successful box office runs. While Star Wars: Episode III – Revenge of the Sith falls under the science fiction genre, X-Men: The Last Stand is a superhero movie that also has elements of science fiction. Star Wars: Episode III – Revenge of the Sith grossed $108.4 million worldwide, and X-Men: The Last Stand made $102.7 million globally.",cad515685d1f4b4283e4d8dd7b125913,,4
opening-weekend audience,males,The opening-weekend audience was 63% males.,3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
opening-weekend audience,people between 18 and 44 years old,"In the given context, the opening-weekend audience was 83% people between 18 and 44 years old.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
fandango,more superhero films should be rated r,"In an opening-weekend poll conducted by Fandango, 71% of responders said that more superhero films should be rated R.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
fandango,"interested in seeing a more violent, adult x-men film","In an opening-weekend poll conducted by Fandango, 86% were interested in seeing a more violent, adult X-Men film that weekend.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
fandango,excited to see hugh jackman,96% said they were excited to see Hugh Jackman,3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
fandango,intrigued to see patrick stewart,"94% were intrigued to see Patrick Stewart reprise his role as Professor X,",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
x-men: apocalypse,second weekend,"In its second weekend, the film dropped 56.9%, grossing $38.1 million and finishing second at the box office behind newcomer Kong: Skull Island.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
x-men: apocalypse,third weekend,"In its third weekend, it made $17.8 million, finishing in third behind Beauty and the Beast and Kong: Skull Island.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
x-men: apocalypse,fourth weekend,"In its fourth weekend, it made $10.1 million, dropping 43.1% from the previous week and finishing 5th at the box office.",3b3f2cbbbf51493fb5cbe0f9343e30cb,,4
logan,$105 million,Logan was projected to open as high as $105 million.,fdd4a6245f8347f5b48e79f8ab047364,,4
logan,us forecasters,US forecasters believed that it could post an even higher opening if it were to overperform in major markets—most notably China.,fdd4a6245f8347f5b48e79f8ab047364,,4
china,logan,"It opened day-and-date in almost every major market except Japan, where Doraemon the Movie 2017 was released. Fox ultimately decided to postpone the film's release there in order to avoid competition.",fdd4a6245f8347f5b48e79f8ab047364,,4
logan,fox international's third-biggest launch of all time,"Fox ultimately decided to postpone the film's release there in order to avoid competition. Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets.",fdd4a6245f8347f5b48e79f8ab047364,,4
x-men: days of future past,fox international's third-biggest launch of all time,"Fox ultimately decided to postpone the film's release there in order to avoid competition. Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. Fox International's third-biggest launch of all time is X-Men: Days of Future Past ($172 million).",fdd4a6245f8347f5b48e79f8ab047364,,4
avatar,fox international's third-biggest launch of all time,"Fox ultimately decided to postpone the film's release there in order to avoid competition. Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. Fox International's third-biggest launch of all time is X-Men: Days of Future Past ($172 million). Avatar ($164 million) is also in the list.",fdd4a6245f8347f5b48e79f8ab047364,,4
logan,highest international opening weekend for an r-rated film,"Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. It debuted at No. 1 in 80 markets, surpassing Fifty Shades of Grey ($156 million) to have the highest international opening weekend for an R-rated film.",fdd4a6245f8347f5b48e79f8ab047364,,4
fifty shades of grey,highest international opening weekend for an r-rated film,"Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. It debuted at No. 1 in 80 markets, surpassing Fifty Shades of Grey ($156 million) to have the highest international opening weekend for an R-rated film. Fifty Shades of Grey ($156 million) was previously the one holding this position.",fdd4a6245f8347f5b48e79f8ab047364,,4
logan,$10.6 million,"Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. It broke the record for the biggest R-rated IMAX release ever and the biggest 2D IMAX opening, with $10.6 million on 687 screens.",fdd4a6245f8347f5b48e79f8ab047364,,4
imax,$10.6 million,"Through Sunday, the film exceeded expectations and posted a five-day opening worth $159 million from 81 markets. It broke the record for the biggest R-rated IMAX release ever and the biggest 2D IMAX opening, with $10.6 million on 687 screens.",fdd4a6245f8347f5b48e79f8ab047364,,4
china,best-grossing market outside america,"China is the movie's best-grossing market outside America, contributing $106 million in box office.",ce6deb6fe1f847b08cdab0b066928353,,4
movie,best-grossing market outside america,"China is the movie's best-grossing market outside America, contributing $106 million in box office.",ce6deb6fe1f847b08cdab0b066928353,,4
movie,first to feature an age-restriction warning in its marketing material,"The film was the first to feature an age-restriction warning in its marketing material, as required by a Film Promotion Law that took effect on March 1, 2017.",ce6deb6fe1f847b08cdab0b066928353,,4
film promotion law,first to feature an age-restriction warning in its marketing material,"The film was the first to feature an age-restriction warning in its marketing material, as required by a Film Promotion Law that took effect on March 1, 2017.",ce6deb6fe1f847b08cdab0b066928353,,4
movie,trimmed by 14 minutes,"The film is still trimmed by 14 minutes, totaling 123 minutes.",ce6deb6fe1f847b08cdab0b066928353,,4
"state administration of press, publication, radio, film and television",trimmed by 14 minutes,"The move was due to usual censorship by the State Administration of Press, Publication, Radio, Film and Television, because of the violence depicted.",ce6deb6fe1f847b08cdab0b066928353,,4
movie,second-biggest x-men opening in china,"The film managed to debut with a better-than-expected $48.9 million, including previews, according to data from Ent Group (Fox reported $46.3 million).",ce6deb6fe1f847b08cdab0b066928353,,4
china,second-biggest x-men opening in china,"The film managed to debut with a better-than-expected $48.9 million, including previews, according to data from Ent Group (Fox reported $46.3 million).",ce6deb6fe1f847b08cdab0b066928353,,4
movie,"opening with 85,000 screenings on friday","Tracking showed that the film opened with 85,000 screenings on Friday,",ce6deb6fe1f847b08cdab0b066928353,,4
movie,"opening with about 95,000 screenings on saturday and sunday","Tracking showed that the film opened with 85,000 screenings on Friday,
and increased to about 95,000 on Saturday and Sunday,",ce6deb6fe1f847b08cdab0b066928353,,4
movie,from a 9.98 million attendance,Included within that total was $4.4 million from 388 IMAX screens.,ce6deb6fe1f847b08cdab0b066928353,,4
imax screens,from a 9.98 million attendance,Included within that total was $4.4 million from 388 IMAX screens.,ce6deb6fe1f847b08cdab0b066928353,,4
logan,the lego batman movie,"In the UK, Logan made $11.4 million during its opening weekend, beating The Lego Batman Movie to reach the number one spot",f0c5b33726fb49f8b33fd3b747c93bb4,,4
logan,sing,"Meanwhile, in India, the film debuted with an estimated 17 crore ($2.5 million) net, equating to a gross of $3.4 million, on 1,400 screens. According to Fox, that was the highest debut for any X-Men title in the territory, marginally ahead of X-Men: Apocalypse. While the debut was not enough to break any significant records, it ranked as the second-biggest opening weekend for a Hollywood release in the January–March quarter, behind Batman v Superman: Dawn of Justice.",f0c5b33726fb49f8b33fd3b747c93bb4,,4
logan,superhero film,"In terms of tone and content, Logan is Deadpool's polar opposite but both productions refuse to play by traditional superhero movie rules.",0aeb2c25460a45d295ba06e198a916ac,,4
logan,traditional superhero movie rules,"In terms of tone and content, Logan is Deadpool's polar opposite but both productions refuse to play by traditional superhero movie rules.",0aeb2c25460a45d295ba06e198a916ac,,4
logan,deadpool,"In terms of tone and content, Logan is Deadpool's polar opposite",0aeb2c25460a45d295ba06e198a916ac,,4
logan,real stakes,"Logan has stakes that feel real,",0aeb2c25460a45d295ba06e198a916ac,,4
logan,fluid and gorgeous fight choreography,"With his glimpse into what superhero movies can be, James Mangold has given us something sadly lacking in recent genre entries: hope.",0aeb2c25460a45d295ba06e198a916ac,,4
logan,computer-generated effects,"Most importantly, Logan has characters with which you identify and about whom you care. It's not just 'great for a superhero movie', it's a great movie for any genre.",0aeb2c25460a45d295ba06e198a916ac,,4
logan,four out of five,"Peter Bradshaw of The Guardian gave it four out of five,",0aeb2c25460a45d295ba06e198a916ac,,4
logan,survivalist thriller,"Logan is more like a survivalist thriller than a superhero film, and signals its wintry quality with the title itself",0aeb2c25460a45d295ba06e198a916ac,,4
logan,basil fawlty,Peter Bradshaw of The Guardian compared Wolverine's hitting of his truck during the film to Basil Fawlty from Fawlty Towers.,0aeb2c25460a45d295ba06e198a916ac,,4
logan,wolverine outing,Logan is easily the best Wolverine outing,04ca077da928496fb28bfa9871318fca,,4
logan,dark knight of the mutant-filled x-franchise,Logan is the Dark Knight of the mutant-filled X-franchise,04ca077da928496fb28bfa9871318fca,,4
brian truitt,logan,"Brian Truitt said, ""Easily the best Wolverine outing""",04ca077da928496fb28bfa9871318fca,,4
rolling stone,logan,"Peter Travers of Rolling Stone gave three and a half out of four, and called it ""a hard-ass, R-rated rager that explodes with action""",04ca077da928496fb28bfa9871318fca,,4
mtv,logan,"Amy Nicholson of MTV called it ""a phenomenal, throat-slashing, gut-stabbing superhero movie""",04ca077da928496fb28bfa9871318fca,,4
io9,logan,"Germain Lussier of io9 said, ""Logan is beautiful, sophisticated, and still a kick-ass superhero film""",04ca077da928496fb28bfa9871318fca,,4
consequence of sound,logan,"Michael Roffman of Consequence of Sound called the film ""A game-changing masterpiece""",04ca077da928496fb28bfa9871318fca,,4
we got this covered,logan,"Matt Donato of We Got This Covered said, ""It's not just one of the best superhero movies ever, it's a damn-fine cinematic representation of the human condition in all its agonizing forms""",04ca077da928496fb28bfa9871318fca,,4
wolverine,huamn condition,"The script also has several powerful themes, and is truly deft in its handling of them",04ca077da928496fb28bfa9871318fca,,4
wall street journal,logan,"Joe Morgenstern of The Wall Street Journal said, ""It's the best superhero film to come out of the comic-book world, and I'm not forgetting Christopher Nolan's 'The Dark Knight'""",04ca077da928496fb28bfa9871318fca,,4
hollywood reporter,logan performance,"Jackman's acting as Wolverine has been praised, and his performance topped The Hollywood Reporter's Greatest Superhero Movie Performances of All Time list",04ca077da928496fb28bfa9871318fca,,4
laura,logan,"The sequel to Logan, titled Laura, will focus on the continuation of Laura's story with archive footage of Logan being represented. The future of Laura's character is uncertain after Disney's acquisition of Fox stalled all X-Men films in development.",b7ccfe5330dc4a95b97b818f4655466b,,4
laura,marvel studios film deadpool & wolverine,"In the Marvel Studios film Deadpool & Wolverine, an older and more mature Laura motivates an alternate version of Logan by referencing her experiences with her father.",b7ccfe5330dc4a95b97b818f4655466b,,4
logan,marvel studios film deadpool & wolverine,"In the Marvel Studios film Deadpool & Wolverine, Logan is visited by Wade Wilson at his grave in North Dakota.",b7ccfe5330dc4a95b97b818f4655466b,,4
logan,disney's acquisition of fox,"After Disney's acquisition of Fox was finalized in 2019, all X-Men films in development were stalled, leaving the future of Logan uncertain.",b7ccfe5330dc4a95b97b818f4655466b,,4
james mangold,laura,"Director James Mangold had begun writing a sequel to Logan, tentatively titled Laura, focusing on Laura and the continuation of her story.",b7ccfe5330dc4a95b97b818f4655466b,,4
james mangold,the future of laura's character,"After Disney's acquisition of Fox was finalized in 2019, all X-Men films in development were stalled, leaving the future of Laura uncertain.",b7ccfe5330dc4a95b97b818f4655466b,,4
