node_1|node_2|edge|chunk_id|node_3
barbie|helen mirren|Helen Mirren appears as herself in a post-credits scene with Midge, played by Emerald Fennell, giving birth.|915d27d7696742a785dfc9942a382806|
barbie|oppenheimer|Barbenheimer phenomenon resulted in both films gaining interest, as many social media users created memes and ironic posts about the tonal and genre contrast between the two. Cillian Murphy, the star of Oppenheimer, endorsed viewing them as a double feature.|6c1efeee1ac3483d99b63c61434b645f|
barbie|warner bros.|Barbie was released on digital download and Ultra HD Blu-ray, Blu-ray, and DVD by Warner Bros. Home Entertainment.|6c1efeee1ac3483d99b63c61434b645f|
barbie|max|Barbie was available for streaming exclusively on Max from December 15, 2023.|6c1efeee1ac3483d99b63c61434b645f|
barbie|nine-dash line|The controversy over the alleged appearance of the nine-dash line in the film Barbie began when Vietnam's film censorship authority banned the film for allegedly displaying such lines. The Tiền Phong newspaper reported that the nine-dash line 'appears multiple times in the film.' This highlights the maritime border disputes between China, Vietnam, Taiwan, Malaysia, Brunei, and the Philippines, which is a contentious issue.|53295b3fe9f341ca84ba9a50f87c9c33|
abominable|nine-dash line|Both countries (Vietnam and Philippines) have banned the films Abominable and Uncharted for featuring the actual nine-dash line due to maritime border disputes between China, Vietnam, Taiwan, Malaysia, Brunei, and the Philippines. The controversy over the alleged appearance of the nine-dash line in the film Abominable led Vietnam's film censorship authority to ban it.|53295b3fe9f341ca84ba9a50f87c9c33|
nine-dash line|maritime border disputes|The nine-dash line is a contentious issue due to maritime border disputes between China, Vietnam, Taiwan, Malaysia, Brunei, and the Philippines.|53295b3fe9f341ca84ba9a50f87c9c33|
vietnam's film censorship authority|barbie|Vietnam's film censorship authority banned Barbie for allegedly displaying the offending image of the nine-dash line.|53295b3fe9f341ca84ba9a50f87c9c33|
philippines|nine-dash line|The counterpart from the Philippines requested that the lines in question be blurred due to maritime border disputes between China, Vietnam, Taiwan, Malaysia, Brunei, and the Philippines.|53295b3fe9f341ca84ba9a50f87c9c33|
china|nine-dash line|The nine-dash line is a depiction of the South China Sea from Chinese perspective, which is a contentious issue due to maritime border disputes between China, Vietnam, Taiwan, Malaysia, Brunei, and the Philippines.|53295b3fe9f341ca84ba9a50f87c9c33|
anti-china sentiment|censorship system|The government is surely using legitimate nationalist reasoning to strengthen its entire censorship system because anti-China sentiment runs deep into the country's political culture.|2563a5d2d8f440fda55b455866f668f1|
legitimate nationalist reasoning|censorship system|The government is surely using legitimate nationalist reasoning to strengthen its entire censorship system.|2563a5d2d8f440fda55b455866f668f1|
anti-china sentiment|superiors and the public|The censors will even be praised for overreacting to the unclear map, by both their superiors and the public, because anti-China sentiment runs deep into the country's political culture.|2563a5d2d8f440fda55b455866f668f1|
maps|censorship|The context mentions censorship in relation to maps being overreacted to because of anti-China sentiment.|2563a5d2d8f440fda55b455866f668f1|
historical wounds|borders|Maps are political, and borders often bear historical wounds,|2563a5d2d8f440fda55b455866f668f1|
transitional justice|free and open discussion|rather than ensuring free and open discussion, the knee jerk response to censor seldom supports historical or transitional justice.|2563a5d2d8f440fda55b455866f668f1|
nine-dash line|south china sea|In Chinese perception, the nine-dash line represents their legitimate claims to the South China Sea.|96941a2f70644d01815f58039f65438a|
nine-dash line|brazen act of imperialist bullying|To the Vietnamese, the nine-dash line symbolizes a brazen act of imperialist bullying that elevates Chinese national interest over an older shared set of interests of socialist brotherhood.|96941a2f70644d01815f58039f65438a|
barbie movie|china's view of geography|The producers of the film were willing to accept China's view of geography in order to gain access to the mainland Chinese market.|96941a2f70644d01815f58039f65438a|
south china sea issue|normal cultural exchange|Chinese Foreign Ministry spokesperson Mao Ning stated at a press briefing on July 4 that the 'South China Sea issue' should not be linked with 'normal cultural exchange.'|96941a2f70644d01815f58039f65438a|
barbie|vietnam's ban|When news of Vietnam's ban reached the Philippines, Senator Francis Tolentino suggested that Barbie may also be banned in the country because it 'denigrates' Filipino sovereignty.|a97b407a50d540b28fa90fdda7cab265|
barbie|filipino sovereignty|Senator Francis Tolentino suggested that Barbie may also be banned in the country because it 'denigrates' Filipino sovereignty.|a97b407a50d540b28fa90fdda7cab265|
barbie|philippines|When news of Vietnam's ban reached the Philippines, Senator Francis Tolentino suggested that Barbie may also be banned in the country.|a97b407a50d540b28fa90fdda7cab265|
filipino movie 'the battle of lake changjin'|mtrcb|The MTRCB reviewed the movie and decided that there was no basis to ban it due to its cartoonish map and lack of clear depiction of the nine-dash line. The board gave the film a PG rating and requested Warner Bros. To blur the lines to avoid further misinterpretations.|af7e156205844a1987689679596c9550|
filipino senator tolentino|mtrcb's decision|Senator Tolentino expressed his dismay at the MTRCB's decision emerging a day before the seventh anniversary of Philippines' victory in an arbitration over the nine-dash line, implying that he disagrees with the decision.|af7e156205844a1987689679596c9550|
the battle of lake changjin'|mtrcb|The MTRCB reviewed the movie and decided that there was no clear nor outright depiction of the nine-dash line, as the line in the film was 'not U-Shaped' and had 'eight dots or dashes' instead of nine.|af7e156205844a1987689679596c9550|
the battle of lake changjin'|philippines|The movie, which is based on a true event during the Korean War, was released in the Philippines on July 19, 2023.|af7e156205844a1987689679596c9550|
nine-dash line|china|With the rising concerns over the alleged appearance of the nine-dash line, several media outlets pointed to a drawing of a world map which appears in a trailer for the film. The Los Angeles Times described the particular image as a 'map of 'the real world' [which] looks as if it's been drawn in crayon by a child' with a line of dashes 'alongside the coast of what should be China.' Jordan Richard Schoenherr from Concordia University said that while the map might seem innocuous, the repeated presentation of images that supported the goals of the Chinese government risks increasing their acceptance by international publics and is therefore a cause for concern.|d9ad06bad9ec47e68d64776bbb898242|
world map drawing|barbie land|The Los Angeles Times described the particular image as a 'map of 'the real world' [which] looks as if it's been drawn in crayon by a child' with dashed lines depicting Barbie's journey from Barbie Land to the real world. Warner Bros. Issued a statement explaining that the map in the concerned image is a 'child-like crayon drawing', with the dashed lines depicting Barbie's journey from Barbie Land to the real world and was 'not intended to make any type of statement.'|d9ad06bad9ec47e68d64776bbb898242|
muslim-majority countries|film|In some Muslim-majority countries, there were attempts to ban the film on moral grounds or for allegedly showing LGBTQ+ themes. Some of them were successful.|d9ad06bad9ec47e68d64776bbb898242|
in pakistan|july 21, 2023|The film was released nationwide on this date in Pakistan.|622f8e69e246430fb05f2111a8588ba9|
pakistan|punjab film censor board|Handles the censorship in the Punjab province.|622f8e69e246430fb05f2111a8588ba9|
punjab province's caretaker minister of information and culture amir mir|halts the screenings of the film|In the Punjab province, he allegedly halted the screenings due to showing homosexuality.|622f8e69e246430fb05f2111a8588ba9|
homosexuality|the film|According to Punjab province's caretaker Minister of Information and Culture Amir Mir, the film allegedly shows homosexuality.|622f8e69e246430fb05f2111a8588ba9|
punjab province|dubai|The film was sent to Dubai for a censorship review by Punjab's Information Secretary Ali Nawaz Malik.|622f8e69e246430fb05f2111a8588ba9|
final approval|punjab province|On August 1, the final approval was given for the film to be shown in the province.|622f8e69e246430fb05f2111a8588ba9|
middle east|august 31, 2023|The film was initially scheduled to be released on this date in the Middle East.|622f8e69e246430fb05f2111a8588ba9|
middle east|august 10, 2023|Later, Vox Cinemas announced that the film would be released in the region on this date.|622f8e69e246430fb05f2111a8588ba9|
middle east censorship authorities|transgender actress|It was suggested that the inclusion of a transgender actress in one of the Barbie roles might have been the issue with the film.|622f8e69e246430fb05f2111a8588ba9|
middle east censorship authorities|lgbtq+ matters|Similarly, narrations and dialogs related to LGBTQ+ matters might have been the issues with the film.|622f8e69e246430fb05f2111a8588ba9|
barbie|lebanon's minister of culture mohammad mortada|proposed ban and criticism for promoting homosexuality and contradicting values of faith and morality|43f974b1870c4f76b0dc363880adeeb2|
barbie|minister of interior and municipalities bassam mawlawi|asked relevant authority to review the film and give recommendation for ban|43f974b1870c4f76b0dc363880adeeb2|
lebanon's minister of culture mohammad mortada|minister of interior and municipalities bassam mawlawi|both requested review and potential ban of Barbie in Lebanon|43f974b1870c4f76b0dc363880adeeb2|
barbie|lebanese authority (general security and ministry of economy and trade)|found no reason to ban the film in Lebanon|43f974b1870c4f76b0dc363880adeeb2|
barbie|kuwaiti authority|announced formal ban, with criticism of encouraging unacceptable behavior and distorting society's values|43f974b1870c4f76b0dc363880adeeb2|
talk to me|kuwaiti authority|formally banned for carrying ideas that encourage unacceptable behavior and distort society's values, along with Barbie|43f974b1870c4f76b0dc363880adeeb2|
barbie|algeria|In Algeria, screenings of Barbie were halted due to concerns that the film promotes Western deviances and does not align with Algeria's religious and cultural beliefs.|30350c72fe4c41a28bddd38bc9f6d716|
barbie|$636.2 million|Barbie grossed $636.2 million in the United States and Canada, contributing to its worldwide total of $1.446 billion.|30350c72fe4c41a28bddd38bc9f6d716|
barbie|$809.4 million|Barbie also grossed $809.4 million in other territories, bringing its worldwide total to $1.446 billion.|30350c72fe4c41a28bddd38bc9f6d716|
warner bros.|barbillion|Warner Bros. described Barbie's success as 'reaching a Barbillion.'|30350c72fe4c41a28bddd38bc9f6d716|
deadline hollywood|most valuable blockbusters|Barbie was ranked second on Deadline Hollywood's list of 2023's 'Most Valuable Blockbusters', based on factors such as box office grosses, television and streaming revenues, and home media sales.|30350c72fe4c41a28bddd38bc9f6d716|
deadline hollywood|net profit|According to Deadline Hollywood's calculation, Barbie's net profit was $421 million, taking into account various costs and revenues.|30350c72fe4c41a28bddd38bc9f6d716|
barbie|record-breaking|During its opening weekend, Barbie was described as a 'record-breaking' box office success.|ee46edd520864d52b656e0b8a6b4886e|
barbie|highest-grossing live-action comedy film of all time|Barbie became the highest-grossing live-action comedy film of all time, surpassing Home Alone and The Hangover Part II simultaneously.|ee46edd520864d52b656e0b8a6b4886e|
barbie|gerwig's highest-grossing film|After crossing the $1 billion mark worldwide, Barbie became Gerwig's highest-grossing film, surpassing Little Women.|ee46edd520864d52b656e0b8a6b4886e|
barbie|warner bros.'s highest-grossing film|Barbie became Warner Bros.'s highest-grossing film, surpassing Harry Potter and the Deathly Hallows – Part 2.|ee46edd520864d52b656e0b8a6b4886e|
barbie|super mario bros. movie|In September 2023, Barbie surpassed The Super Mario Bros. Movie as the highest-grossing film of the year.|ee46edd520864d52b656e0b8a6b4886e|
barbie|jia ling|Barbie became the highest-grossing film by a solo female director, surpassing Jia Ling's previous record for Hi, Mom.|ee46edd520864d52b656e0b8a6b4886e|
barbie|oppenheimer|Both films, Barbie and Oppenheimer, were released simultaneously in the United States and Canada and were projected to gross $90–125 million in their opening weekend. This announcement was made by AMC Theatres as over 40,000 AMC Stubs members pre-booked tickets for both films on the same day.|cc7021971dd0483ea1e0e00826775189|
barbie|amc theatres|Barbie's release was announced by AMC Theatres as over 40,000 AMC Stubs members pre-booked tickets for both Barbie and Oppenheimer on the same day.|cc7021971dd0483ea1e0e00826775189|
barbie|robbie|Barbie's opening weekend gross of $162 million marked Margot Robbie's highest opening weekend, surpassing her previous film, Suicide Squad (2016).|cc7021971dd0483ea1e0e00826775189|
barbie|gosling|Barbie's opening weekend gross also surpassed Blade Runner 2049 (2017) to have Ryan Gosling's largest opening weekend.|cc7021971dd0483ea1e0e00826775189|
barbie|warner bros.|Barbie had a $162 million opening weekend gross, which marked the third-highest opening weekend for a Warner Bros. Film, following Batman v Superman: Dawn of Justice (2016) and Harry Potter and the Deathly Hallows – Part 2.|cc7021971dd0483ea1e0e00826775189|
barbie|transformers: revenge of the fallen|Barbie's opening weekend gross surpassed that of Transformers: Revenge of the Fallen (2009) to achieve the biggest opening for a film based on a toy.|cc7021971dd0483ea1e0e00826775189|
barbie|the secret life of pets|Barbie's opening weekend gross also dethroned The Secret Life of Pets (2016) to achieve the biggest non-sequel July opening weekend.|cc7021971dd0483ea1e0e00826775189|
barbie|the secret life of pets (2016)|In July 2021, Barbie surpassed The Secret Life of Pets (2016) to achieve the biggest non-sequel opening weekend.|aa045db294164e2c99ac968a1a88a43c|
barbie|oppenheimer|In its opening weekend, Barbie overtook Oppenheimer, Mission: Impossible – Dead Reckoning Part One and Sound of Freedom to secure the top spot at the box office.|aa045db294164e2c99ac968a1a88a43c|
barbie|the dark knight|Barbie surpassed The Dark Knight as the highest Monday gross ever for a Warner Bros. film.|23a1eeb1f718441e8ce7b8df350016fd|
barbie|la la land|Barbie quickly beat La La Land to become Gosling's highest-grossing film of all time.|23a1eeb1f718441e8ce7b8df350016fd|
barbie|the super mario bros. movie|Barbie finished in second place again, this time behind The Super Mario Bros. Movie.|23a1eeb1f718441e8ce7b8df350016fd|
barbie|south korea|Underperformed in South Korea's box office during the period between July 28 and 30, 2023, finishing in fifth place with around 81,000 admissions.|dd1dc350c0a647dda2a06d761682abc7|
barbie|animosity against feminist messages|Contributed to the film's under-performance in South Korea due to the animosity against feminist messages in the film, as reported by film critic Youn Sung-Eun.|dd1dc350c0a647dda2a06d761682abc7|
barbie|lack of popularity of barbie dolls|Contributed to the film's under-performance in South Korea due to the lack of popularity of Barbie dolls in South Korea, as reported by sources.|dd1dc350c0a647dda2a06d761682abc7|
south korea|feminism|Recognition of feminism is not good in South Korea, as noted by film critic Youn Sung-Eun.|dd1dc350c0a647dda2a06d761682abc7|
barbie|social issues|The later half of the film preaches about social issues, which might be hard to accept in South Korea, as noted by film critic Youn Sung-Eun.|dd1dc350c0a647dda2a06d761682abc7|
smugglers|barbie|Competed with Barbie at the box office in South Korea during the period between July 28 and 30, 2023, as noted by sources.|dd1dc350c0a647dda2a06d761682abc7|
smugglers|elemental|Competed with Elemental at the box office in South Korea during the period between July 28 and 30, 2023, as noted by sources.|dd1dc350c0a647dda2a06d761682abc7|
smugglers|mission: impossible – dead reckoning part one|Competed with Mission: Impossible – Dead Reckoning Part One at the box office in South Korea during the period between July 28 and 30, 2023, as noted by sources.|dd1dc350c0a647dda2a06d761682abc7|
smugglers|detective conan: black iron submarine|Competed with Detective Conan: Black Iron Submarine at the box office in South Korea during the period between July 28 and 30, 2023, as noted by sources.|dd1dc350c0a647dda2a06d761682abc7|
barbie|south korean box office|Underperformed at the South Korean box office during the period between July 28 and 30, 2023, earning around $667,000 with approximately 81,000 admissions.|dd1dc350c0a647dda2a06d761682abc7|
barbie|fifth place|Finished in fifth place in the South Korean box office during the period between July 28 and 30, 2023.|dd1dc350c0a647dda2a06d761682abc7|
barbie|k-pop|There is no direct relation found between Barbie and K-pop in the given context.|dd1dc350c0a647dda2a06d761682abc7|
barbie|american culture of the last 50 years|The author of The Korea Times, professor emeritus Mark Peterson at Brigham Young University, stated that the under-performance of the Barbie movie in South Korea could be attributed to it being a 'fully-loaded package of American culture of the last 50 years' which did not convey much meaning to Korean audiences.|ec4c88c0658647bd9468c163dbacaebe|
barbie|japan|Barbie ranked at no. 16 in Japan according to a source.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|china|Barbie earned over $32 million in China as of August 2023.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|twitter account for barbie film|The official Twitter account for the Barbie film responded positively to several Barbenheimer memes, which depicted atomic bombing mushroom clouds comically.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|japanese public|The Japanese public criticized the ignorance of the official Twitter account for the Barbie film towards the history of the atomic bombings of Hiroshima and Nagasaki.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|mitsuki takahata|Mitsuki Takahata, who provided Barbie's voice in the Japanese dub of the film, was disappointed and considered dropping out of one of the film's promotional events.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|critics|Barbie attained critical acclaim according to Rotten Tomatoes and Metacritic.|25fe6677e3c34dbfb7e667abdc44b1dc|
barbie|mattel|The movie is produced by Mattel, which is the company that produces Barbie.|27653433e11843fa9b9ce64e0b9859f8|
barbie|three out of five stars|Peter Bradshaw awarded Barbie a three out of five stars in The Guardian.|27653433e11843fa9b9ce64e0b9859f8|
barbie|giant two-hour commercial for a product|According to Peter Bradshaw, Barbie might be a 'giant two-hour commercial for a product'.|27653433e11843fa9b9ce64e0b9859f8|
barbie|beamingly affectionate and deliriously pink-themed|Peter Bradshaw described Barbie as 'beamingly affectionate and deliriously pink-themed' in The Guardian.|27653433e11843fa9b9ce64e0b9859f8|
gosling|scene-stealer|According to Peter Bradshaw, Gosling is a 'scene-stealer' in Barbie.|27653433e11843fa9b9ce64e0b9859f8|
barbie|fascist|In the movie, Barbie is calmly eviscerated by a teenage girl who dubs her a 'fascist'.|27653433e11843fa9b9ce64e0b9859f8|
barbie|legacy|According to Amann Mahajan in India Currents, the movie comes closest to actually critiquing Barbie's legacy when a teenage girl calls her a 'fascist'.|27653433e11843fa9b9ce64e0b9859f8|
subversion|corporate fealty|Lovia Gyarke called the film a 'tricky balancing act of corporate fealty and subversion'|1d4627c66d47417fba746b6e45585e30|
gerwig's direction|lead performances|Lovia Gyarke lauded Gerwig's direction and the lead performances in the film|1d4627c66d47417fba746b6e45585e30|
set design|costumes|Lovia Gyarke lauded the set design and costumes in the film|1d4627c66d47417fba746b6e45585e30|
soundtrack|lead performances|Lovia Gyarke praised the lead performances and the soundtrack in the film|1d4627c66d47417fba746b6e45585e30|
muddled politics|flat emotional landing|Lovia Gyarke criticized the 'muddled politics' and 'flat emotional landing' in the film|1d4627c66d47417fba746b6e45585e30|
intelligent experience|emotional experience|Peter Debruge concluded that the film is an 'intellectual experience, not an emotional one'|1d4627c66d47417fba746b6e45585e30|
earnestness|humor|Alison Willmore commended the lead performance of Robbie for being capable of both humor and earnestness|1d4627c66d47417fba746b6e45585e30|
self aware|subversive|Stephanie Zacharek expressed doubts about the treatment of the topical issue and found that it is not 'subversive'|1d4627c66d47417fba746b6e45585e30|
kitsch derision|doll|GQ-France regretted that the 'doll drowned itself in kitsch derision'|1d4627c66d47417fba746b6e45585e30|
barbie|criticism of barbie brand's portrayal of women and lack of diversity|The New York Times stated that the script addressed past criticisms of the Barbie brand's portrayal of women and lack of diversity.|b8a867d76f1543b7ad2d103901a737b8|
barbie|humor|The New York Times mentioned that the script infused humor.|b8a867d76f1543b7ad2d103901a737b8|
barbie|consumerism and beauty standard|Some felt that the movie did not go far enough in critiquing consumerism and beauty standards.|b8a867d76f1543b7ad2d103901a737b8|
barbie|national board of review|The National Board of Review named Barbie one of the top-ten films of 2023.|b8a867d76f1543b7ad2d103901a737b8|
barbie|american film institute|The American Film Institute named Barbie one of the top-ten films of 2023.|b8a867d76f1543b7ad2d103901a737b8|
barbie soundtrack album and score|66th annual grammy awards|The Barbie soundtrack album and score received 12 nominations at the 66th Annual Grammy Awards.|b8a867d76f1543b7ad2d103901a737b8|
barbie|golden globe awards|Barbie tied with Cabaret (1972) for the second-most nominations in Golden Globe Awards history, earning a leading nine at the 81st edition.|b8a867d76f1543b7ad2d103901a737b8|
barbie|golden globe award for best original song|Barbie won the Golden Globe Award for Best Original Song (for 'What Was I Made For') at the ceremony.|b8a867d76f1543b7ad2d103901a737b8|
barbie|inaugural golden globe for cinematic and box office achievement|Barbie won the inaugural Golden Globe for Cinematic and Box Office Achievement at the ceremony.|b8a867d76f1543b7ad2d103901a737b8|
robbie|performances|The performances of Robbie received near universal praise.|b8a867d76f1543b7ad2d103901a737b8|
gosling|performances|The performances of Gosling received near universal praise.|b8a867d76f1543b7ad2d103901a737b8|
barbie|satire|The film, Barbie, can be seen as a satire due to the discussions surrounding feminism and related themes in the movie.|74d77797e8ac42faae90c485d417b515|
barbie|capitalism|Some reviews for the film saw it as satirizing capitalism, while others perceived it as being a satire utilizing capitalist themes.|74d77797e8ac42faae90c485d417b515|
existentialism|barbie|Barbie has been characterized as exploring themes of existentialism.|79df3b0132784857be7705d7fcf54e39|
barbie|oppressive patriarchal society|in the film, Barbie and Ken go on 'opposite but equal' journeys of self-discovery, after venturing out into the Real World and learning that it is an oppressive patriarchal society as opposed to the matriarchal utopia that is Barbieland,|79df3b0132784857be7705d7fcf54e39|
barbieland|matriarchal utopia|in the film, Barbie and Ken go on 'opposite but equal' journeys of self-discovery, after venturing out into the Real World and learning that it is an oppressive patriarchal society as opposed to the matriarchal utopia that is Barbieland,|79df3b0132784857be7705d7fcf54e39|
real world|oppressive patriarchal society|in the film, Barbie and Ken go on 'opposite but equal' journeys of self-discovery, after venturing out into the Real World and learning that it is an oppressive patriarchal society as opposed to the matriarchal utopia that is Barbieland,|79df3b0132784857be7705d7fcf54e39|
performance|gender in barbieland|Professor of Philosophy Wiebke Deimling compared a scene in the film, in which Barbie has to make a choice between going back to her perfect life in Barbieland or learning the truth about her existence in the Real World, to the experience machine, a thought experiment by American philosopher Robert Nozick. Diemling also observed that gender in Barbieland is performative, noting how the Kens behave before and after a patriarchy is established.|79df3b0132784857be7705d7fcf54e39|
adam|barbie and ken as inverted parallels of adam and eve|Alissa Wilkinson of Vox compared Barbieland to the biblical Garden of Eden, with Barbie and Ken as inverted parallels of Adam and Eve. She saw Barbie and Ken's first impression 'that they're suddenly self-conscious and aware of being looked at'|79df3b0132784857be7705d7fcf54e39|
eve|barbie and ken as inverted parallels of adam and eve|Alissa Wilkinson of Vox compared Barbieland to the biblical Garden of Eden, with Barbie and Ken as inverted parallels of Adam and Eve. She saw Barbie and Ken's first impression 'that they're suddenly self-conscious and aware of being looked at'|79df3b0132784857be7705d7fcf54e39|
barbieland|the matriarchy|Katie Pickles of The Conversation has stated that Barbie shows how the matriarchy can be 'as bad' as the patriarchy.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|objectified and excluded sex|Katie Pickles of The Conversation has stated that in Barbieland, the Kens are the objectified and excluded sex.|3e5cc91411fd4deb92717e14a0f37de8|
weird barbie|outcasts|According to Katie Pickles of The Conversation, the true heroes in Barbieland were outcasts such as Weird Barbie.|3e5cc91411fd4deb92717e14a0f37de8|
allan|outcasts|According to Katie Pickles of The Conversation, the true heroes in Barbieland were outcasts such as Allan.|3e5cc91411fd4deb92717e14a0f37de8|
weird barbie|outcasts|According to Katie Pickles of The Conversation, Weird Barbie was an outcast in Barbieland.|3e5cc91411fd4deb92717e14a0f37de8|
allan|outcasts|According to Katie Pickles of The Conversation, Allan was an outcast in Barbieland.|3e5cc91411fd4deb92717e14a0f37de8|
barbie land|institution of male hierarchy|Ken must return to Barbie land to institute a male hierarchy that supposedly dominates the world, according to Jack Butler of National Review.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|shallow female dominance|According to Jack Butler of National Review, Robbie's Barbie restores shallow female dominance in Barbieland.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|collapses|According to Jack Butler of National Review, what is instituted in Barbie land collapses almost as quickly as it is set up.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|barbie chooses not to stay there|According to Jack Butler of National Review, Robbie's Barbie chooses not to stay in Barbieland.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|humanity|According to Jack Butler of National Review, though Robbie's Barbie restores female dominance in Barbieland, she chooses not to stay there and instead becomes fully human.|3e5cc91411fd4deb92717e14a0f37de8|
ken|attempts to join the male hierarchy|According to Jack Butler of National Review, Ken is rebuffed in all his attempts to join the male hierarchy that supposedly dominates the world.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|shallow and repulsive screed|The perception of the film as a 'shallow, man-hating, and repulsive screed' is rejected by Jack Butler of National Review.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|post-feminist satire|According to Jack Butler of National Review, the film is instead a 'post-feminist satire of what feminists imagine a perfect world looking like and of what they imagine male dominance is like'.|3e5cc91411fd4deb92717e14a0f37de8|
barbieland|feminism|Ross Douthat argues that the film 'is a movie with a feminist default', but also has complicated and sometimes muddled feelings about what the sexual revolution has done and where feminism ought to go. However, he comments that the female-centric nature of Barbieland is dystopian, where men are nothing more than 'arm-candy' and pregnant women and children are marginalized.|667146ad5fbc49368ed05568a67a6cfe|
barbieland|girlboss alternative|Ross Douthat describes the film as 'against the resilient patriarchy, but wary of the girlboss alternative.'|667146ad5fbc49368ed05568a67a6cfe|
barbieland|womanhood and motherhood|Ross Douthat notes that the film 'wants womanhood and motherhood'|667146ad5fbc49368ed05568a67a6cfe|
resilient patriarchy|barbieland|Ross Douthat refers to Barbieland as being 'against the resilient patriarchy'|667146ad5fbc49368ed05568a67a6cfe|
barbie|taylor swift's eras tour|Many journalists coupled Barbie with Taylor Swift's Eras Tour for the concurrent representation of recontextualized mainstream femininity.|9df7de2987e245a7a66b82ebbda84e87|
female coming-of-age stories marked by existential crises and bitter confrontations with sexism|barbie|Michelle Goldberg described the launch of the film and the tour, their rave public reception, and the associated critical discourses as the biggest cultural phenomena of 2023 summer, explaining that 'beneath their slick, exuberant pop surfaces, [both the film and the tour] tell female coming-of-age stories marked by existential crises and bitter confrontations with sexism.'|9df7de2987e245a7a66b82ebbda84e87|
barbie|critiques of patriarchy|Ben Sisario considered both the film and the tour as critiques of patriarchy.|9df7de2987e245a7a66b82ebbda84e87|
girlhood|barbie|Talia Lakritz of Business Insider said both 'reclaim girlhood without rescinding power.'|9df7de2987e245a7a66b82ebbda84e87|
patriarchy|barbie|Chris Willman stated that both use patriarchy as a subject of irony 'while being utterly friendly to and welcoming of men as much as anybody', eventually becoming a billion-dollar-earning phenomenon.|9df7de2987e245a7a66b82ebbda84e87|
taylor swift's eras tour|critiques of patriarchy|Ben Sisario considered both the film and the tour as critiques of patriarchy.|9df7de2987e245a7a66b82ebbda84e87|
women's empowerment|invites men to reimagine masculinity for their own sake|The film acknowledges the identity crisis and loss of hope, economic promise and life purpose among American men. These struggles are often ignored by progressives, but conveniently and poisonously exploited by right-wing manfluencers from Andrew Tate to Josh Hawley. The film invites men to reimagine masculinity for their own sake and offers a radical story that also invites women to reimagine feminism so that it doesn't ignore male struggles.|631ac63748dd41979620c0efb9bfda19|
inverted form of patriarchy|a world that disregards men and their feelings is cruel|In the Los Angeles Times, Jean Guerrero presented a subtext to the film's feminist exterior, where 'a world that disregards men and their feelings is an inverted form of patriarchy and also cruel'|631ac63748dd41979620c0efb9bfda19|
barbie|masculinity|Nicholas Balaisis suggests in Psychology Today that Barbie provides a relatively nuanced portrayal of masculinity, particularly regarding the over-valuation of a woman's gaze and attention on male sense of self-esteem and even existential sense of identity. This can lead to Ken turning to patriarchal expression and masculine dominance due to a lack of attractiveness, worth, and general self-value from Barbie's gaze and attention.|513722f2a53543d987772fb75ce03ae4|
barbie|shame or existential solitude|Dr. Balaisis compares the way Ken interprets Barbie's approach in the third act of the film as a sexual advance to 'the same way that shame can quickly morph into resentment and anger.' This highlights the potential conversion of loneliness and existential angst into a sexual plea for solace.|513722f2a53543d987772fb75ce03ae4|
ken|adolescence|"Megan Garber of The Atlantic found that Ken and his journey of self-discovery ""mimics adolescence"", writing: ""Like any teenager, Ken is figuring out who he is, and trying the world's possibilities on for size. But his immaturity is not contained, and this is its problem. His adolescent approach to the world, instead, inflicts itself on everyone else."""|80f39421c32142a78c0c1eb1905b1cf7|
ken|patriarchy|"Megan Garber concluded that Ken embodies a ""core idea"" in the film ""that patriarchy is a profound form of immaturity."""""|80f39421c32142a78c0c1eb1905b1cf7|
ken's radicalization|men's rights movement|"Eliana Dockterman of Time noted that Ken's radicalization resembles the men's rights movement, particularly in his ""feelings of emasculation"", male fragility and evangelization of the patriarchy."""|80f39421c32142a78c0c1eb1905b1cf7|
patriarchy|immaturity|"Megan Garber concluded that Ken embodies a ""core idea"" in the film ""that patriarchy is a profound form of immaturity."""|80f39421c32142a78c0c1eb1905b1cf7|
