node_1,node_2,edge,chunk_id,node_3,node_4,intermediate,count
three war sequences,filmed,"The given context states that Three war sequences were filmed in Rajasthan, Madhya Pradesh and Maharashtra.",ff5928e257574202a4124d0e5e544c8e,,,,4
chatterjee,war sequences,Chatterjee found the war sequences challenging and faced many difficulties while filming in the deserts of Rajasthan.,ff5928e257574202a4124d0e5e544c8e,,,,4
bhansali,night-time war sequence,"Wanting to break with norms, Bhansali wanted a night-time war sequence;",ff5928e257574202a4124d0e5e544c8e,,,,4
lighting,challenging,"Bhansali found lighting a large, open field became very difficult while filming the war sequences in Rajasthan.",ff5928e257574202a4124d0e5e544c8e,,,,4
visibility issues,challenging,Bhansali faced visibility issues that were inevitable while filming the war sequences in Rajasthan.,ff5928e257574202a4124d0e5e544c8e,,,,4
very clear images,wanted,Bhansali wanted very clear images during the night-time war sequence.,ff5928e257574202a4124d0e5e544c8e,,,,4
main war scene,filmed,"The main war scene featuring 800 extras, 500 horses and twenty-five elephants was filmed over twenty days near Jaipur.",ff5928e257574202a4124d0e5e544c8e,,,,4
extras,costuming,The extras would begin costuming at 04:00 for the start of filming at 08:00.,ff5928e257574202a4124d0e5e544c8e,,,,4
costumes,washing,"After finishing the shoot, the costumes would be washed in readiness for 04:00 the following day.",ff5928e257574202a4124d0e5e544c8e,,,,4
war sequences,extensive research,"Extensive research was done before filming the war sequences,",ff5928e257574202a4124d0e5e544c8e,,,,4
graph,designed,... And a rough graph was designed nine months before the filming.,ff5928e257574202a4124d0e5e544c8e,,,,4
war sequences,could not be filmed in one take,"The entire sequence could not be filmed in one take on location and was completed later in a studio in Film City,",ff5928e257574202a4124d0e5e544c8e,,,,4
enhanced,war sequences,... And was enhanced in post production.,ff5928e257574202a4124d0e5e544c8e,,,,4
bhansali,d'souza,"Chose D'Souza, who had only choreographed modern dance numbers at that time, to choreograph the song 'Pinga'",c6767d5a7aa74d7d82323f2b2d19191b,,,,4
pinga,ganesh acharya,One of the choreographers for the film's song sequences,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
remo d'souza,pinga,Choreographed the song 'Pinga',c6767d5a7aa74d7d82323f2b2d19191b,,,,4
pinga,bhansali,"The film's song sequences were choreographed by Ganesh Acharya, Remo D'Souza, Pony Verma, Shampa Gopikrishna and Pandit Birju Maharaj",c6767d5a7aa74d7d82323f2b2d19191b,,,,4
pinga,chopra,Chopra and Padukone had to rehearse for several days before shooting,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
pinga,padukone,Chopra and Padukone had to rehearse for several days before shooting,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
torches,fiming,The filming was challenging for Chopra and Padukone; they had to shoot for the dance sequences multiple times whenever the diyas and torches used to light up the background would snuff.,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
diyas,fiming,The filming was challenging for Chopra and Padukone; they had to shoot for the dance sequences multiple times whenever the diyas and torches used to light up the background would snuff.,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
candles,relighting,More than twelve people would run around the set with candles and oil to relight them.,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
sound recording,location,Sound designer Nihar Ranjan Samal said they had to be careful that sounds of vehicles and honking did not make their way into the recording.,c6767d5a7aa74d7d82323f2b2d19191b,,,,4
interior architecture,set extensions,NY VFXWAALA created interior architecture and set extensions for the film using visual effects.,f33b63e93b9e4367800a5dc895be8aca,,,,4
backgrounds,interior architecture,Backgrounds were incorporated into the interiors of the sets through visual effects.,f33b63e93b9e4367800a5dc895be8aca,,,,4
war weapons,cgi arrows,Arrows flying over the battlefield in the opening night-time war scene were created using CGI.,f33b63e93b9e4367800a5dc895be8aca,,,,4
multiplication of army soldiers,"live action army, soldiers and horses","The live action army, soldiers and horses from the war close-up shots were multiplied in post-production using visual effects.",f33b63e93b9e4367800a5dc895be8aca,,,,4
sky,cgi forts,"In some shots, the sky was digitally replaced and CGI forts were added.",f33b63e93b9e4367800a5dc895be8aca,,,,4
live action scene,climax sequence,"The climax sequence was filmed live in water and later enhanced using CGI horses, arrows, and fireballs.",f33b63e93b9e4367800a5dc895be8aca,,,,4
bhansali,grand opening title design,"wanted a grand opening title design, which the team decided to create using animation.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
bajirao,kingdom,"crafted hand-drawn storyboards and drew a narration of Bajirao and his kingdom, and designed it digitally using animation within a limited timeline.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
singh,boat,"A sequence in which Singh crosses the sea in a boat at night was created using visual effects. Splashing waves, falling rain falling (except for the water falling on Singh and the night sky were created in post production.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
scenes,outside views,"The scenes that were shot on set and featured outside views, such as views from windows, were completed in post production.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
background,emotional scenes,"For dark, emotional scenes, a low-key background was created, whereas bright, colourful backgrounds were created with effects for light scenes.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
soundtrack,original score,The original score of the film was composed by Sanchit Balhara and the soundtrack album was composed by Bhansali.,2ec6d6ea15f54029a5c294088f6a7219,,,,4
lyrics,songs,"The lyrics are written by Siddharth–Garima, A. M. Turaz and Prashant Ingole.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
vocals,shreya ghoshal,"The album consists of ten original songs with vocals by Shreya Ghoshal,",2ec6d6ea15f54029a5c294088f6a7219,,,,4
vocals,arijit singh,"...Arijit Singh, Vishal Dadlani, Shashi Suman, Kunal Pandit, Prithvi Gandharva, Kanika Joshi,",2ec6d6ea15f54029a5c294088f6a7219,,,,4
vocals,rashi raagga,"...Rashi Raagga, Geetikka Manjrekar, Payal Dev, Shreyas Puranik,",2ec6d6ea15f54029a5c294088f6a7219,,,,4
vocals,javed bashir,"...Javed Bashir, Ganesh Chandanshive and Sukhwinder Singh.",2ec6d6ea15f54029a5c294088f6a7219,,,,4
soundtrack album,melodious and fresh,"R. M. Vijayakar of India-West gave the album 4.5 out of 5, calling it ""unforgettable"" and complimented the use of musical instruments and orchestration, noting portions of the score as the most significant standout.",cb1cf8a4ede4440fb593360a71ba8455,,,,4
soundtrack album,high on classical base,"Joginder Tuteja of Bollywood Hungama gave a rating of 3.5 out of 5, calling it ""high on classical base"" and saying half of the compositions were situational and narrative-based that can ""be expected to make a good impression on screen""",cb1cf8a4ede4440fb593360a71ba8455,,,,4
soundtrack album,distinct sound,"The Indian Express also gave it a 3.5 out of 5, noting its distinct sound and its ""balance between restraint and exuberance""",cb1cf8a4ede4440fb593360a71ba8455,,,,4
soundtrack album,fresh,"Firstpost gave a highly positive review, praising the ""elegantly arranged and opulently orchestrated"" songs and writing, ""exhilarating soundtrack ... recreates an era gone-by through sounds that are authentic ... yet operatic, steeped in the classical ethos, yet contemporary""",cb1cf8a4ede4440fb593360a71ba8455,,,,4
soundtrack album,soulful compositions,"The soundtrack album was well received by music critics, who praised the soulful compositions and called them ""melodious and fresh"".[72]",cb1cf8a4ede4440fb593360a71ba8455,,,,4
musical instruments,use of musical instruments and orchestration,"R. M. Vijayakar of India-West called it ""unforgettable"" and complimented the use of musical instruments and orchestration, noting portions of the score as the most significant standout.",cb1cf8a4ede4440fb593360a71ba8455,,,,4
bajirao mastani,anticipated releases of 2015,Bajirao Mastani was one of the most anticipated releases of 2015.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani,secrecy,Everything was done in secrecy during production to avoid leaks.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,teaser poster,"On 15 July 2015, producers Eros International shared the first images of the three characters and a teaser poster of the film before releasing the three-minute teaser trailer.",9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani,teaser trailer,The three-minute teaser trailer was released on 16 July 2015.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,one line of dialogue,"With only one line of dialogue, the three-minute teaser trailer was released on 16 July 2015.",9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,high praise from all quarters,"The three-minute teaser trailer, with only one line of dialogue, was deemed 'grand' and 'epic'.",9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,"regal, grand and breathtaking","News18 called the teaser 'regal, grand and breathtaking'.",9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,big sets,The teaser had all the signature Bhansali elements such as 'the big sets'.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani teaser trailer,larger than life characters,"News18 called the teaser 'regal, grand and breathtaking' and wrote that it had all the signature Bhansali elements such as 'the big sets', 'larger than life characters', 'lots of colours' and a 'tragic love story in the midst of all this grandeur'.",9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani trailer,early november 2015,Characters posters of the three characters were also unveiled in early November 2015.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
bajirao mastani trailer,well received,The trailer was released on 20 November 2015 and was also well received.,9d3a6ebd935548888e8b0fbc2277c9d1,,,,4
blazing bajirao,india's first graphic web series,"As a part of the promotions for the film, a multi-episode animated series based on Bajirao's life was released digitally in November 2015.",edc73eb121dd448c8f6284a5e29dba65,,,,4
blazing bajirao,bajirao,The graphic web series narrates the tales of Bajirao's heroism and his relationship with his two wives.,edc73eb121dd448c8f6284a5e29dba65,,,,4
blazing bajirao - the game,blazing bajirao,"Following the release of the web series, a video game featuring animated avatars of Bajirao and his wives was released in December 2015.",edc73eb121dd448c8f6284a5e29dba65,,,,4
press tour,blazing bajirao,A multi-city promotional event for the film saw visits by Singh and Padukone to several cities in India.,edc73eb121dd448c8f6284a5e29dba65,,,,4
quantico,priyanka chopra,"During the promotions, Priyanka Chopra was unable to participate due to her involvement in the American television series Quantico.",edc73eb121dd448c8f6284a5e29dba65,,,,4
new york city,priyanka chopra,"To promote the film, Priyanka Chopra held a press conference for the media in New York City.",edc73eb121dd448c8f6284a5e29dba65,,,,4
malhari dance sequence,"descendants of bajirao, kashibai and mastani","The descendants expressed disapproval towards the Malhari dance sequence, as they feel it takes excessive creative liberty.",3a05ed47216e4d8f891b876e010c557a,,,,4
pinga dance sequence,"descendants of bajirao, kashibai and mastani","The descendants expressed disapproval towards the Pinga dance sequence, as they feel it takes excessive creative liberty.",3a05ed47216e4d8f891b876e010c557a,,,,4
midriff-baring saris worn by kashibai and mastani in the song 'pinga',"descendants of bajirao, kashibai and mastani","The descendants expressed disapproval towards the midriff-baring saris worn by Kashibai and Mastani in the song 'Pinga', as they feel it is vulgar.",3a05ed47216e4d8f891b876e010c557a,,,,4
dialogue deeming it 'vulgar',"descendants of bajirao, kashibai and mastani",The descendants expressed disapproval towards a dialogue deemed vulgar.,3a05ed47216e4d8f891b876e010c557a,,,,4
private moment shown in the trailer,"descendants of bajirao, kashibai and mastani",The descendants expressed disapproval towards a 'private moment' shown in the trailer.,3a05ed47216e4d8f891b876e010c557a,,,,4
film release,"descendants of bajirao, kashibai and mastani","The descendants did not object to the film's release, but asked the makers to remove two songs and review other 'objectionable content'.",3a05ed47216e4d8f891b876e010c557a,,,,4
petition filed by an activist in bombay high court seeking stay on the film,film release,"The Bombay High Court rejected a petition filed by an activist seeking stay on the film, as it did not interfere with the film's release.",3a05ed47216e4d8f891b876e010c557a,,,,4
bajirao mastani,most expensive hindi film ever made,"Bajirao Mastani is a Hindi film that cost approximately ₹125 crore to make, making it one of the most expensive films in Indian cinema history.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,total budget,The total budget for the production and marketing of Bajirao Mastani was approximately ₹145 crore.,44deec216ec441059beca74039098db9,,,,4
bajirao mastani,recovery of production costs,"Before its release, Bajirao Mastani had already recovered almost all of its production costs through the sale of satellite, music, and overseas rights.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,release date clash,"Bajirao Mastani was initially scheduled for release on 18 December 2015, but faced a release date clash with another major Bollywood film.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,screen sharing ratio,"Due to the release date clash, Bajirao Mastani had to share screens with the competing film in a 40:60 ratio.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,critical acclaim,"Upon release, Bajirao Mastani received widespread critical acclaim from the film industry and critics.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,dvd and blu-ray release,"The DVD and Blu-ray versions of Bajirao Mastani were released in all regions on 18 March 2016, and included documentaries about the film's making, sets, costumes, music, movie images, and deleted scenes.",44deec216ec441059beca74039098db9,,,,4
bajirao mastani,digital release,The film was also released digitally on platforms such as iTunes.,44deec216ec441059beca74039098db9,,,,4
bajirao mastani,streaming service availability,Bajirao Mastani is also available for streaming on the Eros Now platform.,44deec216ec441059beca74039098db9,,,,4
bajirao mastani,world television premiere,The film had its world television premiere on 23 April 2016 on the Colors TV network.,44deec216ec441059beca74039098db9,,,,4
sanjay leela bhansali,mughal-e-azam-esque scale of grandiosity,"Sanjay Leela Bhansali narrates his version of the story in a Mughal-e-Azam-esque scale of grandiosity, replete with breathtakingly beautiful sets, elaborate and well thought of costumes and accessories and dreamy cinematography which transports the viewers to a 'unique and stunningly beautiful world.'",7d10fea9c4c746c985ee14823c948f23,,,,4
sanjay leela bhansali,mughal-e-azam-esque scale of grandiosity,Sanjay Leela Bhansali in his characteristic style narrates his version of the story in a Mughal-e-Azam-esque scale of grandiosity,7d10fea9c4c746c985ee14823c948f23,,,,4
mughal-e-azam-esque scale of grandiosity,breathtakingly beautiful sets,"Sanjay Leela Bhansali narrates his version of the story in a Mughal-e-Azam-esque scale of grandiosity, replete with breathtakingly beautiful sets",7d10fea9c4c746c985ee14823c948f23,,,,4
mughal-e-azam-esque scale of grandiosity,elaborate and well thought of costumes and accessories,"Sanjay Leela Bhansali narrates his version of the story in a Mughal-e-Azam-esque scale of grandiosity, replete with breathtakingly beautiful sets, elaborate and well thought of costumes and accessories",7d10fea9c4c746c985ee14823c948f23,,,,4
mughal-e-azam-esque scale of grandiosity,dreamy cinematography,"Sanjay Leela Bhansali narrates his version of the story in a Mughal-e-Azam-esque scale of grandiosity, replete with breathtakingly beautiful sets, elaborate and well thought of costumes and accessories and dreamy cinematography which transports the viewers to a 'unique and stunningly beautiful world.'",7d10fea9c4c746c985ee14823c948f23,,,,4
sanjay leela bhansali,love-storyteller,Bhansali is a master love-storyteller,7d10fea9c4c746c985ee14823c948f23,,,,4
deepika padukone,sanjay leela bhansali,"Deepika Padukone, Ranveer Singh and Priyanka Chopra shine under the masterly direction of Sanjay Leela Bhansali",7d10fea9c4c746c985ee14823c948f23,,,,4
priyanka chopra,sanjay leela bhansali,"Deepika Padukone, Ranveer Singh and Priyanka Chopra shine under the masterly direction of Sanjay Leela Bhansali",7d10fea9c4c746c985ee14823c948f23,,,,4
ranveer singh,sanjay leela bhansali,"Deepika Padukone, Ranveer Singh and Priyanka Chopra shine under the masterly direction of Sanjay Leela Bhansali",7d10fea9c4c746c985ee14823c948f23,,,,4
ranvir singh,fascinating characters,"Taran Adarsh from Bollywood Hungama gave 4 stars out of 5, describing it as 'a cinematic gem', and wrote that 'fascinating characters and inspirational sub-plots [in the film] advances into a stunning culmination'",7d10fea9c4c746c985ee14823c948f23,,,,4
priyanka chopra,intimidating matriarch,Azmi plays the intimidating matriarch with elan,7d10fea9c4c746c985ee14823c948f23,,,,4
saibal chatterjee,film,"writing for ndtv, saibal chatterjee gave the film 3.5 stars out of 5, and said, 'there isn't a dull moment in this colorful and dramatic film that embraces excess with unabashed abandon.'.",12a708e239f544e9a1af55b9d44aa86c,,,,4
saibal chatterjee,rating,"giving a rating of 3 stars out of 5,",12a708e239f544e9a1af55b9d44aa86c,,,,4
rajeev masand,film,"rajeev masand described the film as 'artistic, but exhausting' and was critical of the film's length.",12a708e239f544e9a1af55b9d44aa86c,,,,4
chopra,character,"kunal kohli brought 'grace to the character, and practically steal[ed] the film';",12a708e239f544e9a1af55b9d44aa86c,,,,4
padukone,character,"padukone for bringing 'heft' to her fight scenes,",12a708e239f544e9a1af55b9d44aa86c,,,,4
padukone,dimension,although he found her character to be 'strictly one-dimensional and tedious';,12a708e239f544e9a1af55b9d44aa86c,,,,4
singh,character,singh for finding his character's hidden vulnerabilities;,12a708e239f544e9a1af55b9d44aa86c,,,,4
bajirao mastani,historical leap,Namrata Joshi of The Hindu called the film 'Bajirao Mastani' a 'historical leap'. ,ad6a6175534f4135a37ba7aa5382e037,,,,4
bajirao mastani,visual spectacle,Bhansali returns with another visual spectacle that willfully takes liberties with the past that it depicts. But it does manage to engage even as it exhausts.,ad6a6175534f4135a37ba7aa5382e037,,,,4
namrata joshi,the hindu,Namrata Joshi of The Hindu,ad6a6175534f4135a37ba7aa5382e037,,,,4
bajirao mastani,storyline,"Conversely, Raja Sen of Rediff.com was unimpressed with the film 'Bajirao Mastani' for favoring visual splendour over storyline,",ad6a6175534f4135a37ba7aa5382e037,,,,4
raja sen,rediff.com,Raja Sen of Rediff.com,ad6a6175534f4135a37ba7aa5382e037,,,,4
bajirao mastani,engages,But it does manage to engage even as it exhausts.,ad6a6175534f4135a37ba7aa5382e037,,,,4
shubhra gupta,the indian express,Shubhra Gupta of The Indian Express,ad6a6175534f4135a37ba7aa5382e037,,,,4
bajirao mastani,terrific,Terrific,ad6a6175534f4135a37ba7aa5382e037,,,"['Deepika Padukone, Ranveer Singh']",4
bajirao mastani,completely lost,"Padukone look giddily entranced, there are times when she appears completely lost.",ad6a6175534f4135a37ba7aa5382e037,,,['Deepika Padukone'],4
raja sen,2.5 stars out of 5,Raja Sen of Rediff.com rated 'Bajirao Mastani' 2.5 stars out of 5.,ad6a6175534f4135a37ba7aa5382e037,,,,4
shubhra gupta,terrific historical,"Historical drama: too many costumes, too much revved-up, empty drama, and too little plot.",ad6a6175534f4135a37ba7aa5382e037,,,['Bajirao Mastani'],4
shubhra gupta,disappointed,Shubhra Gupta of The Indian Express was also disappointed with the film 'Bajirao Mastani'.,ad6a6175534f4135a37ba7aa5382e037,,,,4
bajirao mastani,commercial success,grossed over ₹254 crore in India and over ₹102.2 crore in the overseas market for a worldwide box office gross of over ₹356.2 crore.,1127270aeea44be589c3d3e6b2e3af29,,,,4
bajirao mastani,overseas market,earned over ₹102.2 crore in the overseas market,1127270aeea44be589c3d3e6b2e3af29,,,,4
bajirao mastani,india,grossed over ₹254 crore in India,1127270aeea44be589c3d3e6b2e3af29,,,,4
bajirao mastani,worldwide box office gross,over ₹356.2 crore,1127270aeea44be589c3d3e6b2e3af29,,,,4
bajirao mastani,strong box office run,The film maintained its strong box office run on weekdays.,35398d22143d48038b264e0a19e23b43,,,,4
bajirao mastani,first-week domestic collection,"Bajirao Mastani earned ₹84.36 crore nett in the first week at the domestic box office,",35398d22143d48038b264e0a19e23b43,,,,4
bajirao mastani,first-week worldwide collections,while the first-week worldwide collections were over ₹160 crore.,35398d22143d48038b264e0a19e23b43,,,,4
second friday,bajirao mastani,"Revenues grew nearly 20% on its second Friday, earning ₹12.5 crore nett.",35398d22143d48038b264e0a19e23b43,,,,4
second weekend,bajirao mastani,The film earned over ₹31.1 crore in its second weekend and collected a further ₹5.25 crore on the second Monday for an eleven-day domestic total of ₹141 crore nett.,35398d22143d48038b264e0a19e23b43,,,,4
second week,bajirao mastani,"In the second week, the film earned approximately ₹55.2 crore.",35398d22143d48038b264e0a19e23b43,,,,4
third week collections,bajirao mastani,"The film registered the fourth-highest third-week collections of all time, earning a ₹27 crore.",35398d22143d48038b264e0a19e23b43,,,,4
fourth week collection,bajirao mastani,"After its fourth week collection of ₹7 crore,",35398d22143d48038b264e0a19e23b43,,,,4
domestic earnings,bajirao mastani,the film's domestic earnings stood at ₹175 crore nett.,35398d22143d48038b264e0a19e23b43,,,,4
fifth weekend,bajirao mastani,"In its fifth weekend, the film continued to perform well in India,",35398d22143d48038b264e0a19e23b43,,,,4
bajirao mastani,best film,"Received 5 nominations at the 10th Asian Film Awards, including Best Film.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
bajirao mastani,best special effects,"Received 5 nominations at the 10th Asian Film Awards, and won Best Special Effects.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
sanjay leela bhansali,bajirao mastani,Directed Bajirao Mastani.,f65a40799ab94d979ccc9a9feb01fa38,,,,4
priyanka chopra,bajirao mastani,Played a role in Bajirao Mastani.,f65a40799ab94d979ccc9a9feb01fa38,,,,4
deepika padukone,bajirao mastani,Played a role in Bajirao Mastani.,f65a40799ab94d979ccc9a9feb01fa38,,,,4
ranveer singh,bajirao mastani,"Played a role in Bajirao Mastani, and won Best Actor at the 61st Filmfare Awards for his performance.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
tanvi azmi,bajirao mastani,"Played a role in Bajirao Mastani, and won Best Supporting Actress at the National Film Awards for her performance.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
mukundanamala barali,bajirao mastani,"Received 7 awards, including Best Cinematography and Best Art Direction at the National Film Awards for their work on Bajirao Mastani.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
bajirao mastani,63rd national film awards,"Received 7 awards, including Best Director (Sanjay Leela Bhansali) and Best Supporting Actress (Tanvi Azmi) at the 63rd National Film Awards for their work on Bajirao Mastani.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
bajirao mastani,filmfare awards,"Received a leading 14 nominations and went on to win a leading 9 awards at the 61st Filmfare Awards, including Best Film and Best Director (Sanjay Leela Bhansali) for their work on Bajirao Mastani.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
bajirao mastani,screen awards,"Received 13 nominations and won 7 awards, including Best Actor (Ranveer Singh) and Best Supporting Actress (Priyanka Chopra) at the Screen Awards for their work on Bajirao Mastani.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
bajirao mastani,iifa awards,"Received a leading 13 awards, including Best Director (Sanjay Leela Bhansali) and Best Actor (Ranveer Singh) at the IIFA Awards for their work on Bajirao Mastani.",f65a40799ab94d979ccc9a9feb01fa38,,,,4
rau,accuracy,"The accuracy of Rau, which is a novel, has long been questioned.",fdf2d6879ec349d39613af7805e30bce,,,,4
bhansali,historian ninad bedekar,"Bhansali consulted historian Ninad Bedekar, who is regarded as an authority on the Peshwas.",fdf2d6879ec349d39613af7805e30bce,,,,4
mastani,lineage,There has been controversy over Mastani's true lineage;,fdf2d6879ec349d39613af7805e30bce,,,,4
mastani,tawaif,"Two accounts of Mastani exist – one which says she was a tawaif and Bajirao's mistress or concubine,",fdf2d6879ec349d39613af7805e30bce,,,,4
mastani,bajirao's,and another that is depicted in the film.,fdf2d6879ec349d39613af7805e30bce,,,,4
bajirao,historians,has not been covered much by,4449ce1f25de4e3289918f34a4a018af,,,,4
bajirao,interpretation,represents how Bajirao was in his personal life,4449ce1f25de4e3289918f34a4a018af,,,,4
historical accuracy,filmmaking liberties,"Because of this lack of information, Bhansali took liberties with historical facts for cinematic effects. The film's credits state it does not claim to be historically accurate.",8ae0b472b88647dc8c960fcf3d07f428,,,,4
dance sequences,historical context,The dance sequences in the film have been widely seen as 'fictional' and 'out of place' in historical context.,8ae0b472b88647dc8c960fcf3d07f428,,,,4
bajirao,public dance,A chief minister such as Bajirao would never dance in public.,8ae0b472b88647dc8c960fcf3d07f428,,,,4
kashibai,women of that era,The 'Pinga' dance sequence between Kashibai and Mastani has been deemed 'inappropriate' for women of that era.,8ae0b472b88647dc8c960fcf3d07f428,,,,4
bajirao,mastani,"Romantic relationship between Bajirao and Mastani as portrayed in the film. In reality, they did not die at the same time and Mastani was never chained during her death.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
kashibai,mastani,"Lived together after the death of Mastani as portrayed in the film. In reality, Kashibai raised Mastani's son as her own.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
historians,kashibai,"Some historians have said that Kashibai, a woman of stature, should not have danced in public due to an undisclosed type of arthritis.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
historians,mastani,"Some historians claimed both women met only once, while others said they never met at all.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
balaji,mastani,"Put Mastani under house arrest while Bajirao was on military campaign as portrayed in the film. In reality, this happened before his death.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
historians,mastani,"Some historians claimed that Mastani died from shock or committed suicide, while others have not provided a clear explanation for her death.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
mastani,kashibai,"Present at Bajirao's last rites as portrayed in the film. In reality, they both were present during this time.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
mastani,kashibai,"Raised Mastani's son as her own after her death as portrayed in the film. In reality, this happened.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
mastani,instrument,"Portrayed playing a mandola, an instrument that originated in Europe during the 19th century.",759cffde1b564e58a4dd0b1b36bdb03b,,,,4
