node_1,node_2,edge,chunk_id,source,count
my name is khan,story,"Anna M. M. Vetticad praised the story of My Name Is Khan, claiming that it was able to make her cry.",1de09250258048d9a20694181086bdb5,,4
humanity,tolerance,MNIK has a larger picture of both humanity and tolerance.,897ab2ac692241aa826151a4111bf9f0,,4
love,humanity,"The movie MNIK has a larger picture of humanity, which includes the theme of love.",897ab2ac692241aa826151a4111bf9f0,,4
rizwan,asperger syndrome,"Shah Rukh Khan's character in the film, Rizwan, has Asperger syndrome.",897ab2ac692241aa826151a4111bf9f0,,4
mnik,shah rukh khan's character rizwan,"Anupama Chopra stated that Shah Rukh Khan's character Rizwan is the greatest part of the film, MNIK.",897ab2ac692241aa826151a4111bf9f0,,4
mnik,message of religious tolerance,The message of religious tolerance is significant in MNIK but not unique.,897ab2ac692241aa826151a4111bf9f0,,4
heavy subject,film,"In a review to Ananda Bazar Patrika, Indroneil Sarkar disliked the film for its heavy subject.",11ed207622dc4527b8882d966d8b6d2b,,4
flood scene,second half,"Vinod Mirani of Box Office India criticized the film as ""an average film, lavishly made"", and remarked, ""As a director, Karan has treated the subject too leisurely, and consequently the pace slows down and the film drags at time. He's trying to say too many things.""",11ed207622dc4527b8882d966d8b6d2b,,4
director,karan johar,"In a review to Ananda Bazar Patrika, Indroneil Sarkar disliked the film for its heavy subject.",11ed207622dc4527b8882d966d8b6d2b,,4
complex subject,film,"Ajay Brahmatraj of Dainik Bhaskar, while commending Karan Johar for this time picking a complex subject,",11ed207622dc4527b8882d966d8b6d2b,,4
story,not well written,"Ajay Brahmatraj of Dainik Bhaskar, while commending Karan Johar for this time picking a complex subject,",11ed207622dc4527b8882d966d8b6d2b,,4
drama,second half,"Man's World's Maithili Rao wrote, ""It works only in the first half. Post interval there's too much drama, in particular the flood scene.""",11ed207622dc4527b8882d966d8b6d2b,,4
hero,ordinary man,"Man's World's Maithili Rao wrote, ""It works only in the first half. Post interval there's too much drama, in particular the flood scene.""",11ed207622dc4527b8882d966d8b6d2b,,4
film,not one,"Deepa Gahlot of The Afternoon Despatch & Courier dismissed the film as being not one ""that will evoke an instant reaction"", concluding: ""After a while, instead of feeling sympathetic, you are put off.""",11ed207622dc4527b8882d966d8b6d2b,,4
reaction,sympathy,"Deepa Gahlot of The Afternoon Despatch & Courier dismissed the film as being not one ""that will evoke an instant reaction"", concluding: ""After a while, instead of feeling sympathetic, you are put off.""",11ed207622dc4527b8882d966d8b6d2b,,4
story consultancy,indian traditions,"The film still follows Indian traditions in its structure, as indicated by the usage of interval as a point for gear change during the second half.",f2a898cbdbb642abb212c152b3036206,,4
first half,appealing characters,The first half spends plenty of time getting to know the appealing characters before putting them through tougher situations in the more politicized second section.,f2a898cbdbb642abb212c152b3036206,,4
soap opera,appealing characters,The appealing characters are initially introduced in a soap opera-like setting.,f2a898cbdbb642abb212c152b3036206,,4
my name is khan,bollywood's audacious style and brazen sentimentality,Mark Jenkins of NPR compared the film's style to that of Bollywood in his review.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,hollywood's america,Mark Jenkins of NPR also noted the film's transplantation to this setting.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
phelim o'neill,the guardian,"Phelim O'Neill is a journalist for The Guardian, as mentioned in the context.",cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,flaws,Phelim O'Neill of The Guardian was critical of some aspects of the film.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,flood subplot,This element of the film attracted criticism from Phelim O'Neill of The Guardian.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,iraq war,"According to Naman Ramachandran of Sight & Sound, this topic was not fully explored in the film.",cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,emotionally demanding,Itrath Syed of The Georgia Straight described the film as such.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,politically nuanced,Itrath Syed of The Georgia Straight also used this term to describe the film.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
asperger syndrome,dubious characterization,Mark Jenkins of NPR expressed reservations about how this condition was portrayed in the film.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
fear and suspicion,commonplace american experience,Itrath Syed of The Georgia Straight connected these concepts in their review.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
people of color,simply adjusted to this experience,Itrath Syed of The Georgia Straight also made this observation.,cd77ab83cb5a414cb33ba3f8c35b7751,,4
my name is khan,record breaking overseas performance,"By April 4, 2010, the worldwide gross revenue for My Name Is Khan from the box office was US$36,145,870. The film's final worldwide gross was ₹223.44 crore (US$48.86 million), including US$23.5 million (₹1,088.3 million) overseas.",0d484221cc6d43638052ea93ccfea93e,,4
my name is khan,massive opening weekend net,"In India, the film opened with a massive ₹295 million (US$6,356,688), which was the third-highest weekend net for a Bollywood film, behind 3 Idiots and Ghajini.",0d484221cc6d43638052ea93ccfea93e,,4
my name is khan,below expectations,"The film's performance in India was quite good but still is generally regarded as 'below expectations' due to the high budget,",0d484221cc6d43638052ea93ccfea93e,,4
3 idiots,third-highest weekend net for a bollywood film,The film broke the record of Race for the biggest opening weekend in the first quarter of the year.,0d484221cc6d43638052ea93ccfea93e,,4
ghajini,third-highest first day business across india,"The film recorded the third-highest first day business across India, behind 3 Idiots and Ghajini at the time of release.",0d484221cc6d43638052ea93ccfea93e,,4
race,biggest opening weekend in the first quarter of the year,The film broke the record of Race for the biggest opening weekend in the first quarter of the year.,0d484221cc6d43638052ea93ccfea93e,,4
my name is khan,distributor share rankings,"The film 'My Name Is Khan' holds fifth place in rankings based on distributor share, following 'Dabangg', 'Raajneeti', 'Golmaal 3' and 'Housefull'; this supports Sajid Khan's claim that 'Housefull' will surpass 'MNIK' in India.",315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,india box office,"The film managed to retain the No. 1 spot at the Indian box office for two consecutive weeks, and remained in the top five for six consecutive weeks.",315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,end of theatrical run earnings,The film earned ₹82.52 crore (US$18.05 million) in India at the end of its theatrical run.,315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,falls in collections,The film faced considerable falls in collections after its first week.,315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,net collections percentage,"63% of the film's net collections came from the first week, as compared to 54% for 'Race', 56% for 'Ghajini', 49% for 'Rab Ne Bana Di Jodi' and 39% for '3 Idiots'.",315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,mid-week collections,The mid-week collections saw a drop of 60% from the opening weekend.,315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,top 5 list,The film was in the top 5 list of the Indian box office for six consecutive weeks.,315bfe70f772488f8b89ccd23fb485a2,,4
my name is khan,highest opening day overseas,"grossed US$21.65 million in the overseas markets, beating the overseas opening day collections of 3 Idiots",b250fb2b427d466894bb1362ba33c93a,,4
my name is khan,biggest opening weekend overseas,"grossed US$5.58 million in the first week, again beating the overseas opening weekend collections of 3 Idiots which grossed $4.05 million",b250fb2b427d466894bb1362ba33c93a,,4
khan,uk,"grossed £123,000 on its opening day, more than the combined total of 3 Idiots in its first two days (£121,000)",b250fb2b427d466894bb1362ba33c93a,,4
my name is khan,"£2.6 million ($4,017,000)",the highest-grossing foreign-language film of 2010 in the UK,b250fb2b427d466894bb1362ba33c93a,,4
khan,3 idiots,"My Name Is Khan grossed US$21.65 million in the overseas markets, beating the overseas opening day collections of 3 Idiots",b250fb2b427d466894bb1362ba33c93a,,4
khan,veer-zaara,"My Name Is Khan became only the third Bollywood film to cross the £2 million mark in the UK, after Kabhi Alvida Naa Kehna (2006) and Veer-Zaara (2004)",b250fb2b427d466894bb1362ba33c93a,,4
khan,3 idiots,"My Name Is Khan grossed US$5.58 million in the first week, again beating the overseas opening weekend collections of 3 Idiots which grossed $4.05 million",b250fb2b427d466894bb1362ba33c93a,,4
my name is khan,usa,debuted in USA,97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,120 theatres,"debuted in 120 theatres, breaking the record set by 3 Idiots (2009) which debuted in 119 theatres",97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,no. 13 at the american box office,debuted at No. 13 at the American box office,97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,usa,"broke the record for an opening weekend in the US, earning US$1,994,027",97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,australia,"earned A$39,000 (₹1610,000) on its opening day",97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,fiji,"earned NZ$13,627 on its opening day (New Zealand and Fiji)",97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,new zealand,"earned NZ$13,627 on its opening day (New Zealand and Fiji)",97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,egypt,"earned E£1,000,000",97c6ec1da8014404a0e5abf6158cb8dc,,4
3 idiots,usa,debuted in USA (My Name Is Khan broke the record set by 3 Idiots),97c6ec1da8014404a0e5abf6158cb8dc,,4
3 idiots,119 theatres,debuted in 119 theatres (My Name Is Khan debuted in 120 theatres broke the record set by 3 Idiots),97c6ec1da8014404a0e5abf6158cb8dc,,4
my name is khan,shah rukh khan's previous record set by om shanti om (2007),"broke Shah Rukh Khan's previous record set by Om Shanti Om (₹193,820,016)",97c6ec1da8014404a0e5abf6158cb8dc,,4
shah rukh khan,excess security checks,"Khan has stated that due to his last name and religion, he is frequently subject to excess security checks at airports.",e1aaa1e487f24e27a1238e3ebafcb154,,4
shah rukh khan,my name is khan,Khan arrived in the United States to promote My Name Is Khan and to participate in South Asian-related events around the country (including Indian Independence Day).,e1aaa1e487f24e27a1238e3ebafcb154,,4
shah rukh khan,global icon,"Timothy J. Roemer, the American Ambassador to India, said that the embassy was trying to 'ascertain the facts of the case.' He added: 'Shah Rukh Khan, the actor and global icon, is a welcome guest in the United States.'",e1aaa1e487f24e27a1238e3ebafcb154,,4
khan,officials,asked Khan to provide names of people to vouch for him and checked his luggage due to a common name popping up on the computer.,b28e3666a625472ba995446856c09974,,4
khan,fox people,gave the names of FOX people as contacts,b28e3666a625472ba995446856c09974,,4
khan,south asians,was taken to a room where many South Asians were awaiting a secondary check on visa,b28e3666a625472ba995446856c09974,,4
president a. p. j. abdul kalam,khan,both faced frisking due to extra security because of their names,b28e3666a625472ba995446856c09974,,4
shah rukh khan,customs and border protection,Shah Rukh Khan was subjected to questioning by the Customs and Border Protection as part of their routine process for screening foreign travelers at Newark Airport.,5e223069bce74b638ef66a8da7d024a4,,4
indian consulate,shah rukh khan,Officials from the Indian Consulate intervened on behalf of Shah Rukh Khan after he was detained and not allowed to use his own phone at Newark Airport.,5e223069bce74b638ef66a8da7d024a4,,4
civil aviation minister praful patel,shah rukh khan,Civil Aviation Minister Praful Patel stated that the event involving Shah Rukh Khan's detention at Newark Airport will be further explored with U.S. officials.,5e223069bce74b638ef66a8da7d024a4,,4
elmer camacho,customs and border protection,"According to Elmer Camacho, a spokesman for the US Bureau of Customs and Border Protection, Shah Rukh Khan's questioning at Newark Airport was part of their routine process for screening foreign travelers.",5e223069bce74b638ef66a8da7d024a4,,4
my name is khan,publicity stunt,"During an August 2009 interview with Mid-Day, Karan Johar was asked if the event was a publicity stunt for the film. Johar denied that it was and responded: ""(Sarcastically) I mean, if I had that much power over the Homeland Security, why would I allow Shah Rukh to go through something like this?""",b52417f579424f689a59c98ac7b1a835,,4
my name is khan,protagonist of the film,"During a January 2010 interview, Khan referred to the implication that the event was a publicity stunt for the film as ""lowdown and cheap.""",b52417f579424f689a59c98ac7b1a835,,4
shah rukh,my name is khan,"When I was writing the film, I never thought that what happened to the protagonist of the film would happen to Shah Rukh.",b52417f579424f689a59c98ac7b1a835,Karan Johar,4
shah rukh,airport,"During an August 2009 interview with Mid-Day, Karan Johar was asked if the event was a publicity stunt for the film. (Sarcastically) I mean, if I had that much power over the Homeland Security, why would I allow Shah Rukh to go through something like this?",b52417f579424f689a59c98ac7b1a835,Interviewer,4
shah rukh,detained,"During an August 2009 interview with Mid-Day, Karan Johar was asked if the event was a publicity stunt for the film. (Sarcastically) I mean, if I had that much power over the Homeland Security, why would I allow Shah Rukh to go through something like this?",b52417f579424f689a59c98ac7b1a835,Interviewer,4
shah rukh,excessive amount of time,"During an August 2009 interview with Mid-Day, Karan Johar was asked if the event was a publicity stunt for the film. (Sarcastically) I mean, if I had that much power over the Homeland Security, why would I allow Shah Rukh to go through something like this?",b52417f579424f689a59c98ac7b1a835,Interviewer,4
shah rukh,kind of interrogation,"Imagine Oprah being detained at an airport in India for a long time, during a kind of interrogation.",b52417f579424f689a59c98ac7b1a835,Christopher B. Duncan,4
shah rukh,upsetting,"The director of My Name Is Khan, Karan Johar, was asked during an August 2009 interview with Mid-Day if the event was a publicity stunt for the film. Johar denied that it was and responded: ""It's upsetting because I got a text message this morning asking me if it was a publicity plug for my movie.",b52417f579424f689a59c98ac7b1a835,Karan Johar,4
christopher b. duncan,my name is khan,"Christopher B. Duncan, who portrays President Obama in My Name Is Khan, also commented on the incident stating: ""Here's a man who is an international superstar, being detained for an excessive amount of time at an airport in the United States. It had to be very upsetting for him. Imagine Oprah being detained at an airport in India for a long time, during a kind of interrogation.""",b52417f579424f689a59c98ac7b1a835,,4
christopher b. duncan,president obama,"Christopher B. Duncan, who portrays President Obama in My Name Is Khan, also commented on the incident stating: ""Here's a man who is an international superstar, being detained for an excessive amount of time at an airport in the United States. It had to be very upsetting for him. Imagine Oprah being detained at an airport in India for a long time, during a kind of interrogation.""",b52417f579424f689a59c98ac7b1a835,,4
christopher b. duncan,paranoia,"Christopher B. Duncan, who portrays President Obama in My Name Is Khan, also commented on the incident stating: ""We're living in times where the levels of fear can sometimes spill over into paranoia.""",b52417f579424f689a59c98ac7b1a835,,4
christopher b. duncan,lowdown and cheap,"During a January 2010 interview, Khan referred to the implication that the event was a publicity stunt for the film as ""lowdown and cheap.""",b52417f579424f689a59c98ac7b1a835,,4
my name is khan,demonstrations in india,"The incident sparked debate and commentary among Indian politicians, actors, and others, which led to demonstrations in India while promoting My Name Is Khan on a British talk show.",fd5b13b4cd684bb9ace1ce22500a55b6,,4
california governor arnold schwarzenegger,india,"In another event, California Governor Arnold Schwarzenegger later invited Khan to have dinner with him 'in a bid to diffuse what has become a slight diplomatic row.'",fd5b13b4cd684bb9ace1ce22500a55b6,,4
female security staff at heathrow airport,naked image of him taken using the newly installed body scanner,"In another event, on 5 February 2010, while promoting My Name Is Khan on the British talk show Friday Night with Jonathan Ross, Khan claimed that female security staff at Heathrow Airport in London had printed a naked image of him taken using the newly installed body scanner.",fd5b13b4cd684bb9ace1ce22500a55b6,,4
khan,the economic times,"In relation to Khan's comments, The Economic Times has raised concerns over whether the new body scanners violate individual privacy.",fd5b13b4cd684bb9ace1ce22500a55b6,,4
india-britain relations,slight diplomatic row,"The incident sparked debate and commentary among Indian politicians, actors, and others, which led to demonstrations in India while promoting My Name Is Khan on a British talk show. This event restarted the debate in Britain over whether the new body scanners violate individual privacy.",fd5b13b4cd684bb9ace1ce22500a55b6,,4
shah rukh khan,shiv sena,"After Shah Rukh Khan criticized the fact that members of the Pakistani Cricket Team were not bought by the clubs competing in the 2010 Indian Premier League (IPL), he was condemned by Shiv Sena, a Hindu nationalist political party. Consequent protests and demonstrations against him and demands that cinemas in India refuse to screen My Name Is Khan.",706f87167d344b84a015153033373747,,4
shah rukh khan,india,"Khan responded by stating, ""What did I say that was wrong? All I said was that I wanted people to come to my country."" ",706f87167d344b84a015153033373747,,4
shah rukh khan,shiv sena,"Khan continued by stating that: ""I have no idea what I am supposed to apologize for ... If I am in the wrong I would like to apologize but someone needs to explain to me what is wrong."" ",706f87167d344b84a015153033373747,,4
shah rukh khan,bal thackeray,Khan said that he was willing to meet with Bal Thackeray to discuss the issue.,706f87167d344b84a015153033373747,,4
my name is khan,shiv sena,"Initially, Shiv Sena rescinded its demand to block release of My Name Is Khan after it was announced that Khan would be allowed to release it ""in as many theatres"" as he would like.",6aaa1ae8afa847e7869926d89a78bf07,,4
"individuals disguised as ""cinegoers""",cinemas and booking centers,"On 17 February 2010, when cinemas opened for advanced bookings, individuals disguised as ""cinegoers"" began to attack cinemas and booking centers.",6aaa1ae8afa847e7869926d89a78bf07,,4
director karan johar,police,Director Karan Johar and distributors met with police to ask for additional security.,6aaa1ae8afa847e7869926d89a78bf07,,4
chief minister of maharashtra ashok chavan,uddhav thackeray,"In response, Chief Minister of Maharashtra Ashok Chavan threatened to withdraw security cover for party leader Uddhav Thackeray.",6aaa1ae8afa847e7869926d89a78bf07,,4
maharashtra government,63 cinemas in the city,"Later, some security was withdrawn and the Maharashtra government has ""called in five battalions of the State Reserve Police Force to protect 63 cinemas in the city that will screen the film directed by Karan Johar from this Friday.""",6aaa1ae8afa847e7869926d89a78bf07,,4
fox star,scheduled opening date,"The distributor, Fox Star, stated that the film would still be released on its scheduled opening date, 12 February.",6aaa1ae8afa847e7869926d89a78bf07,,4
